id,sentence
0,"The Federal Reserve is expected to announce that it lifted its core interest rate by as much as 0.5%, its second hike in two months as it works to cool inflation
 The Federal Reserve is expected to lift its core interest rate by as much as 0.5 percent on Wednesday — its second hike in two months as the central bank works to fight inflation levels that have reached 40-year highs."
1,"The widely expected move comes as the Fed seeks to cool off a pandemic recovery that has produced stellar job growth, but that has come against a backdrop of soaring prices across a range of goods and services, from gas to real estate."
2,"Labor, too, has gotten more expensive, fueling shortages and putting pressure on the Fed to slow companies' expansion plans."
3,"Thanks to prior comments by Fed Chairman Jerome Powell and other Fed officials in the run-up to Wednesday's announcement, higher rates have already begun to show up in everyday borrowing transactions for products including homes and autos, according to Gus Faucher, senior vice president and chief economist of the PNC Financial Services Group."
4,"""Where we're more likely to see them [higher rates] show up now in is short-term borrowing costs,"" Faucher said."
5,"""So one-year adjustable-rate mortgages, CD [certificate of deposit] rates may move up a little bit."""
6,"While surging prices have historically come amid sputtering economic growth, many economists see the U.S.'s current financial picture as one that has been able to largely absorb recent leaps in the cost of goods."
7,"Still, there remains some concern that the Fed has fallen behind when it comes to fighting inflation, and that it could end up having to raise rates so aggressively that it ends up tipping the economy into a recession."
8,"As economists at Bank of America wrote in a note to investors Monday, markets believe the Fed may have to set the federal funds rate beyond 3 percent to cool down inflation by making it more expensive to borrow."
9,The current core or federal funds rate is now 0.33 percent.
10,Some economists were encouraged by data Monday that showed a slowdown in U.S. manufacturing activity as one reason why the Fed may not have to be as aggressive in raising rates as some have feared in recent months.
11,"Ian Shepherdson, chief economist at Pantheon Macroeconomics, is among those who believe inflation likely peaked in March, meaning the Fed will be able to slow its pace of interest rate hikes."
12,"In a note to clients Monday, Shepherdson also cited ""the rollover in housing demand, the impending steep drop in inflation, and the broad tightening of financial conditions"" as arguments against ""endless"" rate hikes."
13,"""None of this will prevent a 50 [basis point] hike [Wednesday], or likely in June, but we are on the alert for markets to start scaling back their expectations for mid-summer onwards."""
14,But PNC's Faucher said he believes a recession could still come in the next 24 months or so.
15,He puts the odds that the economy goes into reverse at about 1 in 3.
16,"""The Fed may decide we need to experience a mild recession to bring down wage-inflationary pressures,"" Faucher said."
17,"""But the good news is starting from a very good place in the labor market."""
18,"As a result, Faucher said, job losses are more likely to be concentrated in areas like housing and other durable goods that are interest-rate sensitive, as opposed to services consumption."
19,"Still, he said, the next few years are likely to be turbulent."
20,"""Right now the economy looks good,"" Faucher said."
21,"""We've got good job growth, good consumer spending growth, so we are not in imminent danger of a recession — but the risk is elevated, and even if we don’t get a recession, things are going to be bumpy the next couple of years."""
22,"Turmoil on Wall Street is a feature, not a bug, of the Federal Reserve's fight against inflation, according to former New York Federal Reserve President Bill Dudley."
23,"New York (CNN Business) Turmoil on Wall Street is a feature, not a bug, of the Federal Reserve's fight against inflation, according to former New York Federal Reserve President Bill Dudley."
24,"""What's happening right now is exactly what the Federal Reserve wants to happen,"" Dudley told CNN in an interview, referring to recent volatility in the financial markets
 Turbulence on Wall Street has increased as investors worry about a potential recession and brace for a series of interest rate hikes from the Federal Reserve."
25,"The S&P 500 lost more than 13% of its value between January and April, marking its worst start to a year since 1939
 ""They want a weaker stock market."
26,"They want higher bond yields,"" Dudley said."
27,"""The stock market I think is finally catching onto that."""
28,The Fed came to the rescue in March 2020 by slashing interest rates to zero and promising to purchase trillions of dollars in bonds.
29,"Those moves laid the foundation for blockbuster returns in the stock market, gains that helped revive confidence in the US economy after the onset of Covid-19."
30,"Read More
 
 
 President Joe Biden will speak on economic growth, jobs and deficit reduction on Wednesday, just hours before the Federal Reserve is expected to make a significant rate hike to control inflation."
31,"President Biden will address the U.S. economy and rising inflation during his remarks on Wednesday, the White House said."
32,"Photo by Samuel Corum/UPI | License Photo
 May 4 (UPI) -- President Joe Biden will speak on economic growth, jobs and deficit reduction on Wednesday, just hours before the Federal Reserve is expected to make a significant rate hike to control inflation."
33,The Fed ends its two-day policy meeting on Wednesday afternoon and is widely expected by most analysts to make a half-point or three-quarter-point interest rate hike -- a standard move to get a handle on rising prices.
34,"Advertisement
 Biden was scheduled to deliver his remarks at 11 a.m. EDT."
35,The Fed last increased rates in March by a quarter-point for the first time since 2018.
36,That followed two years of rate decreases and emergency actions to counter the COVID-19 crisis.
37,"Earlier Wednesday, ADP and Moody's Analytics reported that the U.S. economy added almost 250,000 private jobs in April, missing expectations by about 130,000 hirings."
38,Most of the new jobs were created among larger companies and small businesses on the whole lost jobs last month.
39,The Labor Department will issue its April jobs report on Friday.
40,"Most economists expect that survey to show about 385,000 new hirings last month."
41,"Advertisement
 This week in Washington
 
 
 U.S. government bond yields edged higher after the Treasury Department announced changes to debt auctions, with investors awaiting the outcome of the Federal Reserve’s latest meeting."
42,"U.S. Treasury yields edged higher Wednesday after the Treasury Department announced changes to debt auctions, with investors awaiting the outcome of the Federal Reserve’s latest policy meeting."
43,"Yields, which rise when bond prices fall, held fairly steady in the overnight session, with the 10-year yield briefly topping 3% before sliding back down again."
44,"They then held their range after the Treasury’s announcement, which revealed that it plans to make smaller reductions to the size of its fixed-rate note and bond auctions between May and July, after implementing larger cuts in recent months."
45,Digital assets remain under pressure as the crypto market awaits an interest-rate decision from the Federal Reserve.
46,"Bitcoin prices rose Wednesday but cryptocurrencies remained under pressure, with the largest digital assets trading on the lower end of their recent ranges ahead of a hotly anticipated decision on interest rates from the Federal Reserve."
47,"The price of Bitcoin was up 1% over the past 24 hours to above $38,900, bouncing higher from a recent low around $37,700."
48,"The leading digital asset had fallen four out of the past five days as of Tuesday and was trading on the lower end of its recent range around $40,000."
49,"Bitcoin changed...
 
 
 JPMorgan Chase CEO Jamie Dimon said Wednesday that the Federal Reserve should have moved sooner to raise interest rates and conceded the odds do not favor taming inflation without sparking a recession."
50,New York (CNN Business) JPMorgan Chase CEO Jamie Dimon said Wednesday that the Federal Reserve should have moved sooner to raise interest rates and conceded the odds do not favor taming inflation without sparking a recession.
51,"""We're a little late but remember two years ago we had 15% unemployment and no vaccine."
52,"People should take a deep breath and give them a chance,"" Dimon told Bloomberg TV."
53,"""The sooner they move the better."""
54,JPMorgan JPM TheCEO added that the federal government needs to focus on national security in the wake of the war in Ukraine.
55,"""The Cold War is back,"" Dimon said."
56,"""Global energy is precarious...If oil goes to $185 that's a huge problem for people and we should do everything we can today."
57,"We need to pump more oil and gas."""
58,"The good news is Dimon says the US economy is ""very strong"" right now and consumers are in ""great shape."""
59,"Read More
 
 
 U.S. stock futures pointed to a higher open Wednesday ahead of the conclusion of the Federal Reserve's two-day May meeting."
60,1.
61,"Wall Street set to rise ahead of Fed decision, after weaker ADP data
 Traders on the floor of the NYSE, May 3, 2022."
