id,sentence
0,President Joe Biden has a lot on his plate right now.
1,But he'll soon need to make an important decision about the future of the Federal Reserve — a choice that will help shape his administration's economic policy in the coming years.
2,New York (CNN Business) President Joe Biden has a lot on his plate right now.
3,But he'll soon need to make an important decision about the future of the Federal Reserve — a choice that will help shape his administration's economic policy in the coming years.
4,It should seemingly be an easy decision for Biden to renominate Powell.
5,"But there's also a case to be made for Biden to follow the lead of his immediate predecessor and go with his own man or woman for Fed chair
 On the ""keep Powell"" side, the central bank chief has won praise from Wall Street and economists for how the Fed quickly launched new lending programs and bond purchases last year to help prevent the economy from plunging into an even deeper recession due to Covid-19."
6,"And there's precedent for Biden to stick with Powell so he can continue to manage the central bank's response to this economic crisis: After all, Biden's former boss, President Barack Obama, did exactly that when he re-nominated Ben Bernanke for a second term as Fed chair during the aftermath of the Great Recession."
7,"JUST WATCHED Powell: We want to see 'substantial progress' in the labor market Replay More Videos ... MUST WATCH Powell: We want to see 'substantial progress' in the labor market 03:33
 ""I'm not sure Biden wants to change horses midstream."
8,"There is a nasty history of new Fed chairs getting tested early in their first term and I don't think Biden wants to court that,"" said Steve Sosnick, chief strategist with Interactive Brokers."
9,"""I also don't think Biden is unhappy with Powell."
10,"You can't argue with what Powell has done for the economy overall, not just the stock market."""
11,"Still, it's possible Biden will choose to put his own stamp on the Fed."
12,"President Donald Trump chose not to renominate Bernanke's successor, Janet Yellen, instead going with Powell."
13,(Yellen is now Biden's Treasury secretary.)
14,"If Biden does want to make a change, he has plenty of options."
15,"A new Fed chair could further increase diversity in DC
 Wall Street would probably be on board with current Fed governor Lael Brainard , former Fed vice chair and current TIAA CEO Roger Ferguson or Atlanta Fed chief Raphael Bostic — all of whom had been rumored as potential picks for Treasury secretary."
16,And each one of them could make history if Biden tapped them to lead the Fed.
17,Brainard would be only the second woman (after Yellen) to be Fed chair and the nomination would send a strong message if Biden chose to have women in two of Washington's most powerful economic roles.
18,"And either Ferguson, who is set to soon retire from TIAA, or Bostic, would be the first Black chair in the Fed's more than 100-year history."
19,"Sosnick told CNN Business that there is ""no need for change for change's sake"" at the Fed."
20,Many other market observers believe that Powell will get a second term — provided he wants it.
21,"But if not, investors would likely be comfortable with Brainard, Ferguson or Bostic."
22,Strategists say none of them would be likely to change Powell's policies that dramatically and each would likely urge the Fed to keep interest rates near zero for the foreseeable future.
23,"Certainly none of the trio is poised to be the second coming of the late Paul Volcker, the inflation-fighting Fed chair from the 1980s (and predecessor to Alan Greenspan) who raised rates numerous times during his tenure."
24,"""There is nobody that Biden would pick who would operate the Fed much differently than Powell,"" said Tom Graff, head of fixed income at Brown Advisory."
25,"And if the economy continues to recover, then it's only logical for Powell to get one more term as Fed chair."
26,"""The pandemic has altered the calculus."
27,"As long as the Fed continues to support Biden's economic policies with low interest rates and higher asset purchases, Biden will be comfortable with Powell at the Fed,"" said Michael Arone, chief investment strategist at State Street Global Advisors."
28,"'Path of least resistance' for economy and market
 Arone added that replacing Powell makes sense only if the economy drastically starts to cool off, which could make Wall Street more receptive to a new Fed chair."
29,"""Biden has to think about how disruptive a change would be to the markets and economy"" Arone said."
30,"""Powell is the path of least resistance."""
31,"But if the recovery stalls out, ""Powell could be the scapegoat and it would be an easy change to name Brainard or Ferguson, which would also fit into the broader Biden diversity agenda,"" Arone said."
32,The clock on Biden's Fed decision is starting to tick.
33,"For context, President Obama announced in August of his first term that he would renominate Bernanke."
34,President Trump nominated Powell in November 2017.
35,So Biden will have to make a choice in the coming months.
36,The White House had no comment for CNN when asked about whether Biden has made any decision regarding Powell.
37,"Powell has also repeatedly declined to discuss his future when asked about it, and he is likely to do so again when he holds a press conference later Wednesday to discuss monetary policy."
38,"Even if Powell sticks around, experts say Brainard, Ferguson or Bostic may not be warming the bench for long."
39,If Biden is re-elected in 2024 (or if Vice President Kamala Harris runs and wins) any of the three still make sense as a Fed chair to replace Powell in 2026.
40,"The Dow and Nasdaq indexes fell on Wednesday as Amgen and Microsoft weighed, while investors focused on a Federal Reserve meeting for updates on monetary policy and waited for another batch of earnings from big technology firms."
41,"(Reuters) - The Dow and Nasdaq indexes fell on Wednesday as Amgen and Microsoft weighed, while investors focused on a Federal Reserve meeting for updates on monetary policy and waited for another batch of earnings from big technology firms."
42,"FILE PHOTO: A man walks by the Federal Reserve Bank of New York Building in New York City, U.S., April 26, 2021."
43,"REUTERS/Shannon Stapleton
 The U.S. central bank’s policy statement is expected to largely follow the mold established in December, when the Fed said it would not change monetary policy until there was “substantial further progress” in meeting its maximum employment and 2% inflation goals."
44,The statement is due at 2 p.m. EDT.
