id,sentence
0,"John Netto, author of ""The Global Macro Edge,"" joins Yahoo Finance's Jared Blikre for a discussion about the Federal Open Market Committee meeting decision and press event by Federal Reserve chair Jerome Powell."
1,"Reuters
 Sales at Italian luxury group Moncler rose 46% at constant exchange rates in the first half of the year, once again beating analysts estimates, despite a slowdown in the second quarter due to lockdowns in China."
2,"Moncler, which acquired smaller rival Stone Island in 2020, said on Wednesday it was confident about the second part of the year, the most important season for a brand known for its warm puffer jackets."
3,"It sees no ""significant consequences"" from the Ukraine conflict on full-year results and does not expect ""at the moment"" any impact on profitability from rising costs."
4,"The stock market surged in advance of the 2:00 p.m. Federal Reserve rate decision, led by positive outlooks from Google and Microsoft."
5,The stock market rallied Wednesday morning in advance of the Federal Reserve's expected interest-rate hike.
6,Stocks also surged on Alphabet's (GOOGL) and Microsoft's (MSFT) earnings and outlook announcements.
7,"X
 The Nasdaq composite led major indexes, up 2.5%, while the S&P 500 gained 1.4%."
8,The Dow Jones Industrial Average rose 0.4%.
9,Volume fell on the Nasdaq and the NYSE vs. the same time on Tuesday.
10,The small-cap Russell 2000 index gained 0.9%.
11,The Fed's two-day meeting concludes with a policy decision at 2:00 p.m.
12,"ET, followed by a press conference with Fed Chairman Jerome Powell at 2:30 p.m. Wall Street anticipates the central bank will raise interest rates aggressively through the end of the year — and then reverse gears and start cutting them in six months."
13,"U.S. Stock Market Today Overview Index Symbol Price Gain/Loss % Change Dow Jones (0DJIA) 31918.83 +157.29 +0.50 S&P 500 (0S&P5) 3977.95 +56.90 +1.45 Nasdaq (0NDQC ) 11862.75 +300.17 +2.60 Russell 2000 (IWM) 181.06 +1.73 +0.96 IBD 50 (FFTY) 27.42 +0.36 +1.33 Last Update: 12:00 PM ET 7/27/2022
 Seventy-six percent of polled economists now expect a 0.75% Fed rate hike, while 24% are looking for a 1% hike, according to CME Group's FedWatch tool, which tracks interest rate futures."
14,"The 10-year U.S. Treasury yield continued to slide Wednesday, falling 2 basis points to 2.78% while the price of crude oil rose to $97.38 a barrel."
15,"Durable Goods Rise, Feeding Stock Market Gains
 In other economic news, June durable-goods orders rose 1.9%, beating the consensus forecast for a 0.5% decline."
16,"Ex-transportation, orders rose 0.3% vs. views for 0.2%."
17,The core capital goods change was 0.5% vs. the expected 0.2%.
18,"""Durable goods orders continue to show strong gains, with the year-over-year change holding steady in the 10% range,"" said Peter Essele, Head of Portfolio Management for Commonwealth Financial Network."
19,"""Of particular note in this morning's release is the fact that the amount of unfilled orders continue to decline."
20,"If the current trend continues, inflation should begin to moderate in the coming months as the imbalance of supply and demand swings to the former."""
21,Google owner Alphabet reported June-quarter earnings and revenue that missed Wall Street targets as YouTube and the cloud-computing business fell short of expectations.
22,Shares rallied more than 6% despite the shortfall.
23,"Software leader Microsoft also missed analyst expectations for its fiscal fourth quarter, blaming unfavorable foreign-exchange rates and weak PC sales."
24,"Nonetheless, the company's upbeat guidance for the current fiscal year boosted the stock, up 4.8%."
25,"Mexican fast-food chain Chipotle (CMG) jumped 15.5%, on pace to beat the stock's largest percentage increase since March 19, 2020, when it rose 15.25%."
26,"Chipotle reported earnings after the close on Tuesday, beating profit estimates but coming up a tad short on sales."
27,Shares rallied into the 200-day moving average and well above the 50-day line.
28,"Spotify, Boeing, Enphase Surge on Earnings
 Digital media platform Spotify (SPOT) rallied 15.7% in the first half of Wednesday's stock market after reporting better-than-expected Q2 monthly active users (MAUs) of 433 million and beating on sales."
29,Shares rose even though the quarterly loss was worse than expected.
30,E-commerce firm Shopify (SHOP) reported a loss for the June quarter while revenue and gross merchandise volume missed estimates.
31,"SHOP stock is trading 6% higher, erasing some of Tuesday's losses."
32,"Yesterday, the CEO confirmed it will cut roughly 1,000 workers, or 10% of its workforce."
33,Boeing (BA) was up 0.4% after reporting a sales shortfall and a larger-than-expected Q2 loss.
34,The aviation giant beat free-cash-flow expectations by a wide margin.
35,IBD 50 component Enphase Energy (ENPH) easily beat second-quarter estimates and guided higher for the current quarter as shares surged more than 15%.
36,Teva Pharmaceuticals (TEVA) announced a $75 million deal to settle opioid claims in West Virginia on Wednesday.
37,Teva stock skyrocketed nearly 20%.
38,"The Innovator IBD 50 ETF (FFTY) climbed 1.3%, with Enphase being the best-performing component."
39,"Follow Michael Molinski on Twitter @IMmolinski
 YOU MAY ALSO LIKE:
 Time To Tweak Your Investments To An Inflationary Environment?"
40,"Get Full Access To IBD Stock Lists And Ratings
 Is XOM A Buy Now After Q1 Earnings?"
41,"Get Free IBD Newsletters: Market Prep | Tech Report | How To Invest
 Market Skids With Fed Rate Hike Due; Hot Stock Pops Late
 
 
 Stocks rose Wednesday ahead of the Federal Reserve's afternoon interest rate decision."
42,"Every weekday the CNBC Investing Club with Jim Cramer holds a ""Morning Meeting"" livestream at 10:20 a.m."
43,ET.
44,Here's a recap of Wednesday's key moments.
45,"Alphabet, Microsoft rally ahead of Fed Cramer: Now could be the time to buy Humana Earnings tonight: Qualcomm, Meta, Ford The Fed is winning against inflation 1."
46,"Alphabet, Microsoft rally ahead of Fed Stocks rose Wednesday ahead of the Federal Reserve's afternoon interest rate decision, buoyed by better-than-feared earnings reports from Club holdings Alphabet (GOOGL) and Microsoft (MSFT)."
47,"But whether the market, especially Wednesday's strong Nasdaq , can hold on to those gains depends on whether the Fed hikes rates the expected 75 basis points, as it did last month, or goes for a more aggressive move or posture."
48,"Google-parent Alphabet, in particular, has distinguished itself as a best-in-class platform for advertisers from the Snap (SNAP), which fell markedly short of expectations last week and saw its stock crushed."
