original_time,start_time,end_time,speech,price_change,volatility
2021-09-22 18:30:00,2021-09-22 18:30:00,2021-09-22 18:31:00," Good afternoon. At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us, maximum employment and price stability. Today, the Federal Open Market Committee kept interest rates near zero and maintained our current pace of asset purchases. These measures, along with our strong guidance on interest rates and on our balance sheet, will ensure that monetary policy will continue to support the economy until the recovery is complete. Progress on vaccinations and unprecedented fiscal policy actions are also providing strong support to the recovery. Indicators of economic activity and employment have continued to strengthen. Real GDP rose at a robust 6.4% pace in the first half of the year, and growth is widely expected to continue at a strong pace in the second half. The sector's most adversely...",0.0,0.0018341098871054258
2021-09-22 18:30:00,2021-09-22 18:31:00,2021-09-22 18:32:00," affected by the pandemic have improved in recent months, but the rise in COVID-19 cases has slowed their recovery. Household spending rose at an especially rapid pace over the first half of the year, but flattened out in July and August as spending softened in COVID-sensitive sectors, such as travel and restaurants. Additionally, in some industries, near-term supply constraints are restraining activity. These constraints are particularly acute in the motor vehicle industry, where the worldwide shortage of semiconductors has sharply curtailed production. Partly reflecting the effects of the virus and supply constraints, forecasts from FOMC participants for economic growth this year have been revised somewhat lower since our June summary of economic projections, but participants still foresee rapid growth. Less with overall economic activity, conditions in the labor market have continued to improve. Demand for labor is very strong.",0.0,0.0
2021-09-22 18:30:00,2021-09-22 18:32:00,2021-09-22 18:33:00," and job gains averaged 750,000 per month over the past three months. In August, however, job gains slowed markedly with the slowdown concentrated insectors most sensitive to the pandemic, including leisure and hospitality. The unemployment rate was 5.2% in August, and this figure understates the shortfall in employment, particularly as participation in the labor market has not moved up from the low rates that have prevailed for most of the past year. Factors related to the pandemic, such as caregiving needs and ongoing fears of the virus, appear to be weighing on employment growth. These factors should diminish with progress on containing the virus, leading to more rapid gains in employment. Looking ahead, FOMC participants project a labor market to continue to improve, with the median projection for the unemployment rate standing at 4.8% at the end of this year, and 3.5%.",-0.0011612404265318,0.0
2021-09-22 18:30:00,2021-09-22 18:33:00,2021-09-22 18:34:00," in 2023 and 24. The economic downturn has not fallen equally on all Americans, and those least able to shoulder the burden have been hardest hit. In particular, despite progress, joblessness continues to fall disproportionately on lower wage workers in the service sector and on African Americans and Hispanics. Inflation is elevated and will likely remain so in coming months before moderating. As the economy continues to reopen and spending rebounds, we are seeing upward pressure on prices, particularly because supply bottlenecks in some sectors have limited how quickly production can respond in the near term. These bottleneck effects have been larger and longer lasting than anticipated, leading to upward revisions to participants' inflation projections for this year. While these supply effects are prominent for now, they will abate, and as they do, inflation is expected to drop back toward our longer run goal.",0.0,0.0
2021-09-22 18:30:00,2021-09-22 18:34:00,2021-09-22 18:35:00," The median inflation projection from FOMC participants falls from 4.2% this year to 2.2% next year. The process of reopening the economy is unprecedented, as was the shutdown at the onset of the pandemic. As the reopening continues, bottlenecks, hiring difficulties, and other constraints could again prove to be greater and longer lasting than anticipated, posing upside risks to inflation. Our framework for monetary policy emphasizes the importance of having well-anchored inflation expectations, both to foster price stability and to enhance our ability to promote our broad-based and inclusive maximum employment goal. Indicators of longer-term inflation expectations appear broadly consistent with our longer-run inflation goal of 2%. If sustained higher inflation were to become a serious concern, we would certainly respond and use our tools to assure that inflation runs at levels that are consistent with our goal.",0.0,0.0
2021-09-22 18:30:00,2021-09-22 18:35:00,2021-09-22 18:36:00," The path of the economy continues to depend on the course of the virus and risks to the economic outlook remain. The Delta variant has led to significant increases in COVID-19 cases, resulting in significant hardship and loss and slowing the economic recovery. Continued progress on vaccinations would help contain the virus and support a return to more normal economic conditions. The Fed's policy actions have been guided by our mandate to promote maximum employment and stable prices for the American people, along with our responsibilities to promote the stability of the financial system. Our asset purchases have been a critical tool. They helped preserve financial stability and market functioning early in the pandemic, and since then have helped foster a commonative financial conditions to support the economy. At our meeting that concluded earlier today, the committee continued to discuss the progress made toward our goals since the committee adopted its asset purchase guidance last December.",0.0,0.0024860303341316726
2021-09-22 18:30:00,2021-09-22 18:36:00,2021-09-22 18:37:00," Since then, the economy has made progress toward these goals. If progress continues broadly as expected, the committee judges that a moderation in the pace of asset purchases may soon be warranted. We also discussed the appropriate pace of tapering asset purchases once economic conditions satisfy the criterion laid out in the committee's guidance. While no decisions were made, participants generally view that, so long as the recovery remains on track, a gradual tapering process that concludes around the middle of next year is likely to be appropriate. Even after our balance sheet stops expanding, our elevated holdings of longer-term securities will continue to support accommodative financial conditions. The timing and pace of the coming reduction in asset purchases will not be intended to carry a direct signal regarding the timing of interest rate lift-off, for which we have articulated a different and substantially more stringent test. We continue to expect that it will be...",0.0,0.0
2021-09-22 18:30:00,2021-09-22 18:37:00,2021-09-22 18:38:00, appropriate to maintain the current 0 to 1.4 percent target range for the Federal Funds Rate until labor market conditions have reached levels consistent with the committee's assessment of maximum employment and inflation has risen to 2 percent and is on track to moderately exceed 2 percent for some time. Half of FOMC participants forecast that these favorable economic conditions will be fulfilled by the end of next year. As a result the median projection for the appropriate level of the Federal Funds Rate lies slightly above the effective lower bound in 2022. Participants generally expect a gradual pace of policy firming that would leave the level of the Federal Funds Rate below estimates of its longer run level through 2024. Of course these projections do not represent a committee decision or plan and no one knows with any certainty where the economy will be a year or more from now. War important than any forecast is the fact that policy will remain accommodative until we have achieved our maximum employment and price stability goals.,0.0009551215406567999,0.0
2021-09-22 18:30:00,2021-09-22 18:38:00,2021-09-22 18:39:00," To conclude, we understand that our actions affect communities, families, and businesses across the country. Everything we do is in service to our public mission. We at the Fed will do everything we can to support the economy for as long as it takes to complete the recovery. Thank you, and I look forward to your questions. Thank you. We'll go first to Rachel Seagull. Thank you, Michelle, and thank you, Chair Powell, for taking our questions. When it comes to the taper and eventually to any rate increases, I'm wondering if you can walk us through what substantial further progress looks like, given the latest batch of productions that have PCE inflation coming in a little higher than the June projection, you know, employment rate also being higher than June, as well as the change to GDP lower than June. If you could help us make sense of all those things as you sort through what substantial for the progress looks like. That would be great. Sure. The test for beginning our tapers that we would...",0.0,0.0
2021-09-22 18:30:00,2021-09-22 18:39:00,2021-09-22 18:40:00," substantial further progress toward our goals of inflation and maximum employment. And for inflation, we appear to have achieved more than significant progress, substantial further progress. So that part of the test is achieved in my view and in the view of many others. So the question is really on the maximum employment test. So if you look at a good number of indicators, you will see that since last December when we articulated the test and the readings today, in many cases more than half of the distance for example between the unemployment rate, unemployment rate in December of 2020 and typical estimates of the natural rate, 50 or 60 percent of that road has been traveled. So that could be substantial for their progress. Many on the committee feel that the substantial for their progress test for employment has been met. And I just feel that it's close. They want to see a little...",0.0,0.0
2021-09-22 18:30:00,2021-09-22 18:40:00,2021-09-22 18:41:00," more progress. There's a range of perspectives. I guess my own view would be that the test, the substantial for their progress test for employment is all but met. And so once we've met those two tests, once the committee decides that they've met and that could come as soon as the next meeting, that's the purpose of that language is to put notice out that that could come as soon as the next meeting. The committee will consider that test and we'll also look at the broader environment at that time and make a decision whether to taper. Thank you. We'll go to Howard Schneider. Thanks Chair Powell. Thanks, Michelle. So looking at the steps, we are now basically four years of inflation above target and policy never gets to the long run rate. I'm wondering if you could address that from two perspectives. One, within the new framework that the Fed adopted last year. And second, from the perspective of the average household that's now",0.0,0.0021699406121516414
2021-09-22 18:30:00,2021-09-22 18:41:00,2021-09-22 18:42:00," being asked to pay higher prices and increasingly higher prices for four years running with some this year, real wages have actually gone down. Sure, so as you can see the inflation forecasts have moved up a bit in the out years. And that's really I think a reflection of and they've moved up significantly for this year. And that's I think a reflection of the fact that the the bottlenecks and shortages that are being that we're seeing in the economy have really not begun to abate in a meaningful way yet. So those seem to be going to be with us at least for a few more months and perhaps into next year. So that suggests that inflation is going to be higher this year and a number that there were I guess the inflation rates for for next year and 2023 were also marked up. But just by a couple of tents. Why that there's a very modest overshoot you're looking at 2.2 and 2.2.",0.0,0.0
2021-09-22 18:30:00,2021-09-22 18:42:00,2021-09-22 18:43:00," 2.1, you know, two years and three years out. These are very, very, I don't think that the, that households are going to, you know, notice a couple of tents of an overshoot. That just happens to be people's forecasts. You know, we want to, we want to foster a strong labor market and we want to foster inflation averaging 2% over time. And I think we're very much on track to achieve those things. In terms of the framework, I see this is very consistent with the framework. We want inflation expectations to be anchored at around 2%. We want, we're, we're, that's really the ultimate test of whether we're getting this done under the framework. And, you know, we do want inflation to run moderately above 2%. I wouldn't put, I wouldn't put too much on a couple of tents over, over 2% in 2023 and 24, one, one 10th and 24. But, you write those other numbers.",-0.0014606949390779,0.0
2021-09-22 18:30:00,2021-09-22 18:43:00,2021-09-22 18:44:00," Thank you. Let's go to Colby Smith. Thank you, Michelle. Chirpow, you mentioned ongoing discussions about the tapering timeline. And I'm wondering what the contours of that debate have been for those that want to move a bit more quickly. Is it about maintaining optionality for a 2022 interest rate increase? Or is it about financial stability risks or concerns about the efficacy of asset purchases? At a time when we have supply constraints, thank you. So let me say that there's very broad support on the committee for this plan, both us to the timing and us to the pace of the taper. So this was an anonymous vote today, and I'd say quite, quite broad support for this approach. You're correct that there are some who would prefer to have gone sooner, and they've made their arguments publicly for some of them. It's a financial stability concern, and for others, it's other concerns they can make their...",0.0,0.0
2021-09-22 18:30:00,2021-09-22 18:44:00,2021-09-22 18:45:00," own make their own arguments. This is an approach that the committee will broadly support. And it will put us having completed our tape sometime around the middle of next year, which seems appropriate. As I mentioned, we're very, very important at the early stages of the crisis. They were essential in restoring market function in the Treasury and other markets. And as the recovery got going, they supported aggregate demand as they will do. And now we're in a situation where they still have a use, but it's time for us to begin to taper them. Their use is usefulness is much less as a tool than it was at the very beginning. And of course, this leaves the whole question of rate increases ahead, which is really where the framework is all about how we deal with rate increases and that sort of thing. So we think this is the appropriate way to go in. Again, broad support on the committee.",0.0,0.0
2021-09-22 18:30:00,2021-09-22 18:45:00,2021-09-22 18:46:00," Thank you. We'll go to Nick Timrose. Hi, Nick Timrose, the Wall Street Journal. Chair Powell, you have said the test for a lift off is more stringent than the test for tapering. But if the near term projections today are credible, more of your colleagues seem to think that rate lift off and not just a taper may be closer at hand. Does the committee have a different opinion than you do about the threshold for lift off that you've articulated, or do they believe that either inflation or economic growth will necessitate a rate increase sooner than you do? Well, so again, substantial further progress toward our goals is the test for beginning the taper. And the taper takes some months and everyone's figuring. So you're going to be well away from satisfying the lift off test when we begin the taper. So in terms of the lift off test, though, you know, it is.",0.0,0.002624645503613602
2021-09-22 18:30:00,2021-09-22 18:46:00,2021-09-22 18:47:00," It's what we adopted last September. It's labor market conditions consistent with maximum employment. And while we have interesting signs that in many ways, the labor market's very tight, we also have lots of slack in the labor market. And we think that those imbalances will sort themselves out. Inflation at 2% and on track to achieve moderately higher inflation over 2%. That really depends on the path of inflation. Inflation remains higher during the course of 2022, then we may already have met that test by the time we reached lift-off. So I just think if you look at what people are writing down for year and 2022 numbers, some people are writing down very low on employment rates. And that's only one indicator. But it suggests a very strong labor market. And I think they're writing down in good faith what they see as meeting the test. There's a range of perspectives about where the economy will be. But by the way, all but one participants.",0.0,0.0
2021-09-22 18:30:00,2021-09-22 18:47:00,2021-09-22 18:48:00," have us lifting off during 2023. So it's not really an unusually wide array of views about this. Thank you. We'll go to Gina, Smealik. Hey, Chair Powell. Thank you for taking our questions. Prior to recent media reports, were you aware of the kind of security buying and selling that President Kaplan and Rosengren were participating in last year? And I wonder if you thought those were appropriate. So no, I was not aware of the specifics of what they were doing. So let me just say a couple things about this subject. We understand very well that the trust of the American people is essential for us to effectively carry out our mission. And that's why I directed the Fed to Beginner.",0.0031966817660742,0.0
2021-09-22 18:30:00,2021-09-22 18:48:00,2021-09-22 18:49:00," comprehensive review of the ethics rules around permissible financial holdings in activity by federal officials. So those rules are in many respects the same as those for government agencies, plus a number of things that apply specifically to us because of our business. One of those is sort of three things I would point to in terms of specific restricatures. One is ownership of certain assets is not allowed, and that's bank securities and other things. Secondly, there are times when we're not allowed to trade at all or to buy and sell financial assets, and that's the period immediately before during an FOMC meeting. And third, there's regular disclosure. So all of these, everyone's ownership and activities are all disclosed on an annual basis. So I would have had to go back and read people's financial disclosures to know what their activities have been. This has been our framework for a long time. And I guess you'd say it served us well. The other thing you would say that it is now...",0.0,0.0
2021-09-22 18:30:00,2021-09-22 18:49:00,2021-09-22 18:50:00," clearly seen as not adequate to the task of really sustaining the public's trust in us. We need to make changes and we're going to do that as a consequence of this. This will be a thoroughgoing and comprehensive review. We're going to gather all the facts and look at ways to further tighten our rules and standards. Great. Thank you. We'll go to Steve Leasman. Thank you. Thank you, Mr. Chairman. I want to follow up on Jean's question. The issue of ownership of these stocks and trade. Do you think it's appropriate for Federal Reserve officials to be owning the same assets that",0.0,0.0
2021-09-22 18:30:00,2021-09-22 18:50:00,2021-09-22 18:51:00," that officials should avoid even the appearance of conflict, do those trades in fact, and holdings violate the Fed's code of conduct, find that you have a timeline as to when you might get done with your review. Thank you, sir. Don't have a timeline yet. We can start with that. So let me address the Muni question since that's in there. I personally own municipal securities for many, many years. And in 2019, I froze that meaning. I, they're no, I'm holding all the securities, my wife and I, to maturity. And munis were always thought to be a pretty safe place for a Fed person to invest because as you, as you know, the law was that the Fed would never buy municipal securities. So it was not an uncommon thing. And so then comes the, you know, the COVID crisis. And I reversed that policy. And I did it without hesitating. And.",0.0,0.0034127347686668625
2021-09-22 18:30:00,2021-09-22 18:51:00,2021-09-22 18:52:00," And the reason was that the financial markets, including the municipal financial market, were very much on the verge of collapse, and it was time to go. And we did. But we also checked with the Office of Government Ethics who looked carefully at it and said that I didn't have a conflict. So that's one answer that I wanted to share with you. Secondly, as you're right, though, as we're going to be looking at all of those things, I really don't want to get ahead of the process here and speculate about particular outcomes. But this, again, comprehensive and deliberate process, we're going to make changes. I want to be able to look back on this years from now and know that we rose to meet this challenge and handled the situation well, and what we did made a lot of sense and protected the public's interest and the institution that we're all a part of. I'm sorry, Chair Powell. I just want to follow up. You said I was right. When you said it right about that the Fed should not own, that Federal Reserve should not own the same assets they're buying. I think that's a reasonable thing. And of course,",0.0,0.0
