original_time,start_time,end_time,speech,price_change,volatility
2021-12-15 18:30:00,2021-12-15 18:30:00,2021-12-15 18:31:00," Good afternoon. At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us, maximum employment and price stability. Today, in support of these goals, the Federal Open Market Committee kept interest rates near zero and updated its assessment of the progress that the economy has made toward the criteria specified in the committee's forward guidance for interest rates. In addition, in light of the strength thing labor market and elevated inflation pressures, we decided to speed up the reductions in our asset purchases. As I will explain, economic developments and changes in the outlook warrant this evolution of monetary policy, which will continue to provide appropriate support for the economy. Economic activity is on track to expand at a robust pace this year, reflecting progress on vaccinations and the reopening of the economy.",0.0,0.0009089630246827089
2021-12-15 18:30:00,2021-12-15 18:31:00,2021-12-15 18:32:00," aggregate demand remains very strong, void by fiscal and monetary policy support and the healthy financial positions of households and businesses. The rise in COVID cases in recent weeks, along with the emergence of the Omicron variant, pose risks to the outlook. Notwithstanding the effects of the virus and supply constraints, FOMC participants continue to foresee rapid growth. As shown in our summary of economic projections, the median projection for real GDP growth stands at 5.5% this year and 4% next year. A mid-improving labor market conditions and very strong demand for workers, the economy has been making rapid progress toward maximum employment. Job gains have been solid in recent months, averaging 378,000 per month over the last three months. The under-plum rate has declined substantially, falling 6-10-",0.0,0.0
2021-12-15 18:30:00,2021-12-15 18:32:00,2021-12-15 18:33:00," of a percentage point since our last meeting and reaching 4.2% in November. The recent improvements in labor market conditions have narrowed the differences in employment across groups, especially for workers at the lower end of the wage distribution, as well as for African Americans and Hispanics. Labor force participation showed a welcome rise in November, but remains subdued, in part reflecting the aging of the population and retirements. In addition, some who otherwise would be seeking work report that they are out of the labor force because of factors related to the pandemic, including caregiving needs and ongoing concerns about the virus. At the same time, employers are having difficulties, filling job openings, and wages are rising at their fastest pace in many years. How long the labor shortage will, George's will persist, is unclear, particularly if additional waves of the virus occur.",-0.0005949600736714,0.0
2021-12-15 18:30:00,2021-12-15 18:33:00,2021-12-15 18:34:00," Looking ahead, FOMC participants project the labor market to continue to improve, with the median projection for the unemployment rate declining to 3.5% by the end of the year. Compared with the projections made in September, participants have revised their unemployment rate projections noticeably lower for this year and next. Supply and demand and balances related to the pandemic and the reopening of the economy have continued to contribute to elevated levels of inflation. In particular, bottlenecks and supply constraints are limiting how quickly production can respond to higher demand in the near term. These problems have been larger and longer lasting than anticipated, exacerbated by waves of the virus. As a result, overall inflation is running well above our 2% longer run goal and will likely continue to do so well into next year. While the drivers of higher inflation have been predominantly connected to the",0.0,0.0
2021-12-15 18:30:00,2021-12-15 18:34:00,2021-12-15 18:35:00," locations caused by the pandemic, price increases have now spread to a broader range of goods and services. Wages have also risen briskly, but thus far wage growth has not been a major contributor to the elevated levels of inflation. We are attentive to the risks that persistent real wage growth in excess of productivity could put to upward pressure on inflation. Like most forecasters, we continue to expect inflation to decline to levels closer to our 2% longer run goal by the end of next year. The median inflation projection of FOMC participants falls from 5.3% this year to 2.6% next year. This trajectory is notably higher than projected in September. We understand that high inflation imposes significant hardship, especially on those least able to meet the higher costs of essentials like food, housing and transportation. We are committed to our price stability goal. We will use",0.0,0.0
2021-12-15 18:30:00,2021-12-15 18:35:00,2021-12-15 18:36:00," our tools both to support the economy and a strong labor market and to prevent higher inflation from becoming entrenched. We will be watching carefully to see whether the economy is evolving in line with expectations. The Fed's monetary policy actions have been guided by our mandate to promote maximum employment and stable prices for the American people. In support of these goals, the committee reaffirmed the 0-24% target range for the federal funds rate. We also updated our assessment of the progress the economy has made toward the criteria specified in our forward guidance for the federal funds rate. With inflation having exceeded 2% for some time, the committee expects it will be appropriate to maintain this target range until labor market conditions have reached levels consistent with the committee's assessments of maximum employment. All FOMC participants forecast that this remaining test will be met next year. The median projection for the appropriate level of...",0.0,0.0006707053223712728
2021-12-15 18:30:00,2021-12-15 18:36:00,2021-12-15 18:37:00," the federal funds rate is 0.9% at the end of 2022, about a half percentage point higher than projected in September. Participants expect a gradual pace of policy firming with the level of the federal funds rate generally near estimates of its longer run level by the end of 2024. Of course, these projections do not represent a committee decision or plan, and no one knows with any certainty where the economy will be a year or more from now. At today's meeting, the committee also decided to double the pace of reductions in its asset purchases. Beginning in mid-January, we will reduce the monthly pace of our net asset purchases by $20 billion for Treasury securities and $10 billion for agency mortgage-backed securities. If the economy evolves broadly as expected, similar reductions in the pace of net asset purchases will likely be appropriate each month, implying that increases in our securities holdings would cease by mid-March. A few months soon",0.0,0.0
2021-12-15 18:30:00,2021-12-15 18:37:00,2021-12-15 18:38:00," than we anticipated in early November. We are phasing out our purchases more rapidly because with elevated inflation pressures and a rapidly strengthening labor market, the economy no longer needs increasing amounts of policy support. In addition, a quicker conclusion of our asset purchases will better position policy to address the full range of plausible economic outcomes. We remain prepared to adjust the pace of purchases if warranted by changes in the economic outlook. And even after our balance sheet stops expanding, our holdings of securities will continue to foster accommodative financial conditions. To conclude, we understand that our actions affect communities, families, and businesses across the country. Everything we do is in service to our public mission. We at the Fed will do everything we can to complete the recovery and employment and achieve our price stability goal. Thank you. I look forward to your questions. Mr. Chair, we'll go to.",0.0007541285364166,0.0
2021-12-15 18:30:00,2021-12-15 18:38:00,2021-12-15 18:39:00," Rachel from the Washington Post. Thank you very much, Michelle, and thank you, Chair Powell, for taking our questions. The latest FOMC materials say that the FOMC thinks it will be appropriate to keep rates near zero until label market conditions reach levels consistent with maximum employment, and there are also three rate hikes penciled in the projections for next year. In order to set up those hikes, what will maximum employment have to look like? When will you know that that threshold has been met and how will that be communicated? Thank you. So maximum employment, if you look at our statement of longer run goals in monetary policy strategy, maximum employment is something that we look at a broad range of indicators. And those would include, of course, things like the unemployment rate, the labor force participation rate, job openings, wages, flows in and out of the labor force and various parts of the labor force. We'd also tend to look broadly and inclusively at different demographic groups.",0.0,0.0
2021-12-15 18:30:00,2021-12-15 18:39:00,2021-12-15 18:40:00," not just at the headline and aggregate numbers. So that's a judgment for the committee to make. The committee will make a judgment that we have achieved, labor market conditions consistent with maximum employment. When it makes that, it is admittedly a judgment call because it's a range of factors. Unlike inflation where we have one number that sort of dominates, it's a broad range of things. As I mentioned in my opening remarks, in my view, we are making rapid progress toward maximum employment. And you see that in, of course, in some of the factors that I mentioned. Great, thank you. Steve at CMBC. Thank you, Mr. Chairman. My question is, it's often said that monetary policy has long and variable legs. How does continuing to buy assets now, even though it's at a slower pace? Address the current.",0.0,0.0
