original_time,start_time,end_time,speech,price_change,volatility
2022-07-27 18:30:00,2022-07-27 18:30:00,2022-07-27 18:31:00," Good afternoon. My colleagues and I are strongly committed to bringing inflation back down and we're moving expeditiously to do so. We have both the tools we need and the resolve it will take to restore price stability on behalf of American families and businesses. The economy and the country have been through a lot over the past two and a half years and have proved resilient. It is essential that we bring inflation down to our 2 percent goal if we are to have a sustained period of strong labor market conditions that benefit all. From the standpoint of our congressional mandate to promote maximum employment and price stability, the current picture is plain to see. The labor market is extremely tight and inflation is much too high.",0.0,0.003565125041090331
2022-07-27 18:30:00,2022-07-27 18:31:00,2022-07-27 18:32:00," Against this backdrop, today the FOMC raised its policy interest rate by three-quarters of a percentage point and anticipates that ongoing increases in the target range for the federal funds rate will be appropriate. In addition, we are continuing the process of significantly reducing the size of our balance sheet. And I'll have more to say about today's monetary policy actions after briefly reviewing economic developments. In-indicators of spending and production have softened. Growth and consumer spending has slowed significantly. In part, reflecting lower, real disposable income and tighter financial conditions. Activity in the housing sector has weakened, in part, reflecting higher mortgage rates. And after a strong increase in the first quarter, business-fixed investment also looks to have declined in the second quarter. Despite these developments, the labor market has remained extremely tight, with the unemployment rate near a 50-year low.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 18:32:00,2022-07-27 18:33:00," job vacancies near historical highs and wage growth elevated. Over the past three months, employment rose by an average of 375,000 jobs per month, down from the average pace seen earlier in the year, but still robust. Improvements in labor market conditions have been widespread, including for workers at the lower end of the wage distribution, as well as for African Americans and Hispanics. Employment demand is very strong, while labor supply remains subdued, with the labor force participation rate little changed since January. Overall the continued strength of the labor market suggests that underlying aggregate demand remains solid. Inflation remains well above our longer run goal of 2%. Over the 12 months ending in May, total PCE prices rose 6.3%, excluding the volatile food and energy categories. Core PCE prices rose.",0.009141751744332599,0.0
2022-07-27 18:30:00,2022-07-27 18:33:00,2022-07-27 18:34:00," 4.7%. In June, the 12-month change in the Consumer Price Index came in above expectations at 9.1%, and the change in the core CPI was 5.9%. Notwithstanding the recent slowdown in overall economic activity, aggregate demand appears to remain strong, supply constraints have been larger and longer lasting than anticipated, and price pressures are evident across a broad range of goods and services. Although prices for some commodities have turned down recently, the earlier surge in prices of crude oil and other commodities that resulted from Russia's war on Ukraine has boosted prices for gasoline and food, creating additional upward pressure on inflation. The FES monetary policy actions are guided by our mandate to promote maximum employment and stable prices for the American people. My colleagues and I are acutely aware that high inflation imposes significant hardship, especially on those least able to meet the higher cost.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 18:34:00,2022-07-27 18:35:00," of essentials like food, housing, and transportation. We are highly attentive to the risks high inflation poses to both sides of our mandate, and we're strongly committed to returning inflation to our 2% objective. At today's meeting, the committee raised the target range for the federal funds rate by 3.4% of a percentage point, bringing the target range to 2.5% and we're continuing the process of significantly reducing the size of our balance sheet, which plays an important role in firming the stance of monetary policy. Overcoming months, we will be looking for compelling evidence that inflation is moving down, consistent with inflation returning to 2%. We anticipate that ongoing increases in the target range for the federal funds rate will be appropriate. The pace of those increases will continue to depend on the incoming data and evolving outlook for the economy. These increases in the target range is the second 75 basis point.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 18:35:00,2022-07-27 18:36:00," increase in as many meetings. While another unusually large increase could be appropriate at our next meeting, that is a decision that will depend on the data we get between now and then. We will continue to make our decisions meeting by meeting and communicating and communicate our thinking as clearly as possible. As the stance of monetary policy tightens further, it likely will become appropriate to slow the pace of increases while we assess how our cumulative policy adjustments are affecting the economy and inflation. Our overarching focus is using our tools to bring demand into better balance with supply in order to bring inflation back down to our 2% goal and to keep longer term inflation expectations well anchored. Making appropriate monetary policy in this uncertain environment requires a recognition that the economy often evolves in unexpected ways. Britain has obviously surprised to the...",0.0,0.007125890736342026
2022-07-27 18:30:00,2022-07-27 18:36:00,2022-07-27 18:37:00," the upside over the past year, and further surprises could be in store. We therefore will need to be nimble in responding to incoming data and the evolving outlook. And we will strive to avoid adding uncertainty in what is already and extraordinarily challenging and uncertain time. We are highly attentive to inflation risks and determined to take the measures necessary to return inflation to our 2 percent longer-run goal. This process is likely to involve a period of below-trend economic growth and some softening in labor market conditions. But such outcomes are likely necessary to restore price stability and to set the stage for achieving maximum employment and stable prices over the longer-run. To conclude, we understand that our actions affect communities, families and businesses across the country. Everything we do is in service to our public mission. We at the Fed will do everything we can to achieve our maximum employment and price stability goals. Thank you.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 18:37:00,2022-07-27 18:38:00," look forward to your questions. Hi, Chair Powell. Thanks for taking our questions, Rachel Siegel from the Washington Post. I'm wondering if you can walk us through your thinking around the decision not to go for a full percentage point increase. We saw a ramp up after the May CPI report came in hotter than usual and then obviously the June figure did too. Was there any discussion of a stronger hike at this meeting? Thank you. Sure. So we did judge that a 75 basis point increase was the right magnitude and light of the data in the context of the ongoing increases in the policy rate that we've been making. I'd say that we wouldn't hesitate to make an even larger move than we did today if the committee were to conclude that that was appropriate. That was not the case at this meeting. There was very broad support for the move that we made. You mentioned the June meeting. We've had said many times that we were prepared to move aggressively more aggressively if and for least.",-0.0031840456304378,0.0
2022-07-27 18:30:00,2022-07-27 18:38:00,2022-07-27 18:39:00, continue to disappoint and that's why we did move to a more aggressive pace at the June meeting as we said we would do at this meeting we continued at that more aggressive pace as inflation has continued to disappoint in the form of the June CPI reading. Thank you so much for taking our questions Colby Smith with the financial times as the committee considers the policy path forward how will it weigh the expected decline in headline inflation which might come as a result of the drop in commodity prices against the fact that we are likely to see some persistence in core readings in particular and given that potential tension and signs of you know any kind of activity weakening here how is the committees thinking changed on how far into restrictive territory rates might need to go? So I guess I start by,0.0,0.0
2022-07-27 18:30:00,2022-07-27 18:39:00,2022-07-27 18:40:00," saying we've been saying we move expeditiously to get to the range of neutral. And I think we've done that now. We're at 225 to 2.5 and that's right in the range of what we think is neutral. So the question is how are we thinking about the path forward? So one thing that hasn't changed is that it won't change. That our focus is continuing to continue to be on using our tools to bring demand back into better balance with supply and order of brain inflation back down. That'll continue to be our overarching focus. We also say that we expect ongoing rate hikes will be appropriate and that will make decisions meeting by meeting. So what are we going to be looking at? We'll be looking at the incoming data, as I mentioned, and that'll start with economic activity. Are we seeing the slowdown, the slowdown in economic activity that we think we need and there's some evidence that we are at this time? Of course, we'll be looking at labor market conditions and we'll be asking whether we see of the alignment between supply and demand getting better.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 18:40:00,2022-07-27 18:41:00," getting closer. Of course, we'll be looking closely at inflation. You mentioned headline and core. Our mandate is for headline, of course. It's not for core, but we look at core because core is actually a better indicator of headline and of all inflation going forward. So we'll be looking at both and we'll be looking at them for those both really for what they're saying about the outlook rather than just simply for what they say. But we'll be asking, do we see inflationary pressures declining? Do we see actual readings of inflation coming down? So in light of all that data, the question we'll be asking is whether the stance of policy we have is sufficiently restrictive to bring inflation back down to our 2% target. And it's also worth noting that these rate hikes have been large and they've come, they've come quickly and it's likely that their full effect has not been felt by the economy. So there's probably some additional tightening, significant additional tightening in the pipeline. So where are we going with this? I think the best, I think the committee broadly feels that",0.0,0.003789209535759074
2022-07-27 18:30:00,2022-07-27 18:41:00,2022-07-27 18:42:00," we need to get policy to at least to a moderately restrictive level. And maybe the best data point for that would be what we wrote down in our SEP at the June meeting. So I think the median for the end of this year, the median would have been between three and a quarter and three and a half. And then people wrote down 50 basis points higher than that for 2023. So that's even though that's now six weeks old, I guess. That's the most recent reading. Of course, we'll update that reading at the September meeting in eight weeks. So that's how we're thinking about it. As I mentioned, as it relates to September, I said that another unusually large increase could be appropriate, but that's not a decision we're making now. It's one that will make based on the data we see. And we're going to be making decisions meeting by meeting. We think it's time to just go to a meeting by meeting basis and not provide the kind of clear guidance that we had provided on the way to neutral.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 18:42:00,2022-07-27 18:43:00," Nick Timoros of the Wall Street Journal. Chair Powell, you've said that your policy works through influencing expectations and that policy needs to be at least moderately restrictive, which means you need financial conditions to stay tight. Future's market pricing currently implies you will raise rates this year along the lines of your June SCP, but then lower them a few months later next year. Are these expectations consistent with the need to keep financial conditions tight in order to moderate purchasing power and bring inflation back to 2 percent? So I'm going to start by pointing out that it's very hard to say with any confidence in normal times. In normal times what the economy is going to be doing in six or twelve months. And so to try to predict what the appropriate monetary policy would respond to the sponsor will be. I mean of course we do that in the SCP, but nonetheless you've got to take any estimates of what rates will be next year with a grant.",-0.0048640879335606,0.0
2022-07-27 18:30:00,2022-07-27 18:43:00,2022-07-27 18:44:00," of salt because there's so much uncertainty. These are not normal times. There's significantly more uncertainty now about the path ahead than I think there ordinarily is an ordinarily it's quite high. So again, I would, the best data, the only data point I have for you really is the June SEP, which I think is just the most recent thing that the committee's done. Since then, inflation has come in higher. Economic activity has come in weaker than expected. But at the same time, I would say that's probably the best estimate of where the committee's thinking is still, which is that we would get to a moderately restrictive level by the end of this year, by which I mean somewhere between three and three and a half percent. And that we, the committee, see further rate increases in 2023. As I mentioned, we'll update that, of course, at the September meeting. But that's really the best I can do on that. You said inflation had been a little bit hotter than anticipated. Has your view of the terminal rate?",0.0,0.0
2022-07-27 18:30:00,2022-07-27 18:44:00,2022-07-27 18:45:00," changed since June. So I wouldn't say it was, I think we didn't expect a good reading, but this one was even worse than expected, I would say. I don't talk about my own personal estimate of what the terminal rate would be. I do, I will write down that in, it's going to evolve. It's obviously it has evolved over the course, I think for all participants it has evolved over the course of the year as we learn how persistent inflation is going to be. By the time of the September meeting we will have seen two more CPI readings and two more labor market readings and significant amount of readings about economic activity and perhaps geopolitical developments who knows. It will be, it will be a lot, it's an eight week intermeeting period so I think we'll see quite a lot of data and we'll make our decision at that meeting based on that data. Gina. Hi, Jarel. Thanks for taking our question to Gina's Myelick New York Times. You kind of...",0.0,0.0
2022-07-27 18:30:00,2022-07-27 18:45:00,2022-07-27 18:46:00," alluded to this earlier, but I wonder in the event that you see several months of very weak headline inflation numbers because oil prices are coming down so much, but core inflation continues to be strong or even picks up. I wonder how you would think about that. So it's hard to deal with hypotheticals, but I just would say this. We would look at both and we would be asking ourselves, are we confident that inflation is on a path down to 2 percent? That's really the question. And we'll be making, you know, our policy stance will be set at a level ultimately at which we are confident that inflation is going to be moving down to 2 percent. So you would, you know, it would depend on a lot of things. Of course, as I mentioned, core inflation is a better predictor of inflation going forward. Headline inflation tends to be volatile. So in ordinary times, you look through volatile moves and come up.",0.0,0.002102996770397754
2022-07-27 18:30:00,2022-07-27 18:46:00,2022-07-27 18:47:00," the problem with the current situation is that if you have a sustained period of supply shocks, those can actually start to undermine or to work on de-anchoring inflation expectations. The public doesn't distinguish between core and headline inflation in their thinking. So it's something we have to take into consideration in our policy making even though our tools don't really work on some aspects of this which are the supply side issues. Steve. Steve Leesman, CNBC. Thanks for taking my question, Mr. Chairman. Earlier this week, the president said we are not going to be in a recession. So I have two questions off of that. Do you share the president's confidence and not being in a recession? And second, how would or would not a recession change policy? Is it a bright line, sir? Where contraction of the economy would be a turning point in policy, or is there some amount of contraction of the economy, the committee would be willing to abide?",0.0,0.0
2022-07-27 18:30:00,2022-07-27 18:47:00,2022-07-27 18:48:00," in its effort to reduce inflation. So as I mentioned, we think it's necessary to have growth slowdown. And growth is going to be slowing down this year for a couple of reasons, one of which is that you're coming off of the very high growth of the reopening year of 2021. You're also seeing tighter monetary policy, and you should see some slowing. We actually think we need a period of growth below potential in order to create some slack so that the supply site can catch up. We also think that there will be in all likelihood some softening and labor market conditions. And those are things that we expect that, and we think that they're probably necessary if we were to get inflation, we were to be able to get inflation back down on a path to 2%, ultimately, yet there. The question was whether you see...",0.0032866591873739,0.0
2022-07-27 18:30:00,2022-07-27 18:48:00,2022-07-27 18:49:00," recession, probably not that might or might not change policy. So we're going to be, again, we're going to be focused on getting inflation back down. And we, as I've said on other occasions, price stability is really the bedrock of the economy. And nothing works in the economy without price stability. We can't have a strong labor market without price stability for an extended period of time. We all want to get back to the kind of labor market we had before the pandemic where differences between racial and gender differences and that kind of thing were at historic minimums where participation was high, where inflation was low. We want to get back to that. But that's not happening. That's not going to happen without restoring price stability. So that's something we see as something that we simply must do. And we think that in the, we don't see it as a trade off with the employment mandate. We see it as a way to facilitate the sustained achievement of the employment mandate in",0.0,0.0
2022-07-27 18:30:00,2022-07-27 18:49:00,2022-07-27 18:50:00," in the longer term. How are Schneider with borders? Particularly in regard to expectations. It's been said the last few months that the risks of doing too little outweighed the risks of doing too much. Does that remain the bias? So we're trying to do just the right amount, right? We're not trying to have a recession and we don't think we have to. We think that there's a path for us to be able to bring inflation down while sustaining a strong labor market. As I mentioned, along with in all likelihood some softening in labor market conditions. So that is what we're trying to achieve and we continue to think that there's a path to that. We know that the path has clearly narrowed really based on events that are outside of our control and it may narrow further. So I do think, as I said just now, that restoring price stability is just something that we have to do. There isn't an option to fail to do that.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 18:50:00,2022-07-27 18:51:00," because that is the thing that enables you to have a strong labor market over time. Without restoring price stability, you won't be able to, over the medium and longer term, to actually have a strong, a sustained period, very strong labor market condition. So of course, we serve both sides of the dual mandate, but we actually see them as well aligned on this. But as a fellow under that, given the uncertainty and the sort of paradoxical flow of data you've been getting, if you're going to make a mistake, would you rather make the mistake from doing too much, raising too much, than raising too little? Yeah, we're trying not to make a mistake. Let me put it this way. We do see that there are two-sided risks. There would be the risk of doing too much, and imposing more of a downturn on the economy than was necessary. But the risk of doing too little and leaving the economy with this entrenched inflation, it only raises the cost. If you fail to deal with it in the near term, it only raises the cost of dealing with it later.",0.0,0.004007514088916776
2022-07-27 18:30:00,2022-07-27 18:51:00,2022-07-27 18:52:00," to the extent people start to see it as just part of their economic lives. They start to factor high inflation into their decisions. When that, on a sustained basis, when that starts to really happen, and we don't think that's happened yet, but when that starts to happen, it just gets that much harder and the pain will be that much greater. So I really do think that it's important that we address this now and get it done. Thanks, Chair Powell, Neil Irwin from Axios. To build a little bit on what Steve was asking, do you believe the United States is currently in a recession? Will the GFU reading tomorrow affect that judgment one way or the other? And has your assessment of the risk of recession changed any in recent weeks? So I do not think the US is currently in a recession. And the reason is there are just too many areas of the economy that are performing too well. And of course I would point to the labor market.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 18:52:00,2022-07-27 18:53:00," In particular, as I mentioned, it's true that growth is slowing. And for reasons that we understand, really the growth was extraordinarily high last year, 5.5%. We would have expected growth to slow. There's also more slowing going on now. But if you look at the labor market, you've got growth, I think payroll jobs averaging 450,000 per month. That's a remarkably strong level for this state of affairs. The unemployment rate at near 50 year low at 3.6%, all of the wage measures that we track are running very strong. So this is a very strong labor market. And it's just not consistent with 2.7 million people hired in the first half of the year. It doesn't make sense that the economy would be in recession with this kind of thing happening. So I don't think the U.S. economy is in recession right now. I haven't seen it, and we'll just have to see what it says. I would say generally the...",-0.0036600291763855,0.0
2022-07-27 18:30:00,2022-07-27 18:53:00,2022-07-27 18:54:00," the GDP numbers do have a tendency to be revised pretty significantly. It's just that it's very hard to accumulate US GDP. It's a large economy and a lot of work and judgment goes into that. But you tend to take first GDP reports I think with a grain of salt. But of course it's something we'll be looking at. Victoria. Hi, Sherpelle, Victoria, we did it with Politico. I wanted to ask about the new conflict of interest rules that you all rolled out. Some senators have written asking for those rules to have more teeth and to have sort of more transparency about Fed's financial activity. I was wondering if you could speak to that and whether you intend on toughening those rules in any way. So those are the toughest rules in place at any comparable institution that I'm aware of. We thought about this carefully and we put them in place and we're building the infrastructure so that you know, they're in",0.0,0.0
2022-07-27 18:30:00,2022-07-27 18:54:00,2022-07-27 18:55:00," enforcement will be tight that actually you won't be able to make trades unless they're pre-cleared and the amount of trades you make will be. They'll have to be 45 days or more before any FOMC meeting. I think we've really created a very strong and robust set of rules that will support public trust in the institution. And again, we're just now, the system is just now up and running and I'm proud of what we did. I wanted to ask a little bit more about the 75 basis points versus 50 versus 25. Can you talk a little bit about what kind of goes into your thinking for making the decision on how much to raise rates and just talking about a very large amount that you alluded to. Could that possibly be?",0.0,0.0
2022-07-27 18:30:00,2022-07-27 18:55:00,2022-07-27 18:56:00," 100 basis points and then kind of along those lines, is there any sort of weakness in the economy outside of inflation measures that would lead you to slow your hiking pace? So, I'm gonna take that as a question about the next meeting and thereafter. So, as I mentioned, we're gonna be looking at all of those things, activity, labor market, inflation, and we're gonna be thinking about our policy stance and where does it really need to be? And I also mentioned that as this process, now that we're at neutral, as the process goes on, at some point, it will be appropriate to slow down. And we haven't made a decision when that point is, but intuitively that makes sense, right? We've been front-end loading these very large rate increases. Now we're getting closer to where we need to be. So, that's how we're thinking about it. And in terms of September, we're gonna watch the data and the evolving outlook very carefully and factoring everything.",0.0,0.003681442524417657
2022-07-27 18:30:00,2022-07-27 18:56:00,2022-07-27 18:57:00," and make a decision in September about what to do. And I'm not really going to provide any specific guidance about what that might be. So, you know, but I mentioned that we might do another unusually large rate increase, but that's not a decision that we've made at all. So, we are, you know, we're going to be guided by the data. And I think you can still think of the destination as broadly in line with the September, sorry, the June SEP, because it's only six weeks old. And sometimes, sometimes SEPs can get old really quick. I think in this one, I would say, it's probably the best guide we have as to where the committee thinks it needs to get at the end of the year and then into next year. So, I would point you to that. Press. Hi, thank you, Chris Ruekeber, Associate in Press. I wanted to ask about, right now, there is a sort of growing gap between the Fed's preferred measure of inflation, the PCE index.",0.0,0.0
2022-07-27 18:30:00,2022-07-27 18:57:00,2022-07-27 18:58:00," And the one that's followed by the public, the CPI, of course. How do you expect to handle this divergence if the PCE starts to come down enough for you to consider slowing rate hikes, even if the public is still seeing much higher CPI ratings? Thank you. So it's an interesting situation. Of course, we've long used PCE because we think it's just better at capturing the inflation that people actually face in their lives. And I think that view is pretty widely understood. That said, the public really reads about CPI. And the difference, really, is because the CPI has higher weights on things like food, gasoline, motor vehicles, and housing than the PCE index does. And so that accounts for a lot of the difference. However, over time they tend to come together, given the importance in the public eye of CPI, we are calling it out and noticing it and everything like that. But remember, we do target PCE. Because we think it's a better measure.",0.0043245191221045,0.0
2022-07-27 18:30:00,2022-07-27 18:58:00,2022-07-27 18:59:00," They will come together eventually. The typical gap was really about 25 basis points for a very long time. And if it got to 40 basis points, that would be very noticeable. Now it's much larger than that because of the things I mentioned. So we'll be watching both. But again, the one that we think is the best measure always has been PCE, at least since I think we some 20 plus years ago moved to PCE. I'd like to have a couple of things together, Mr. Chairman. Michael McKee from Bloomberg TV and Radio. You said that the destination pretty much remains the same in terms of your end of the year target. But where are you in the journey? We've now seen the federal stimulus programs and you mentioned consumer spending, business investment, have slowed. Are they moving at pace you would expect, or is demand still greater than supply too much greater equity?",0.0,0.0
