original_time,start_time,end_time,speech,price_change,volatility
2021-11-03 18:30:00,2021-11-03 18:30:00,2021-11-03 18:31:00," Good afternoon. At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us, maximum employment and price stability. Today, the FOMC kept interest rates near zero, and in light of the progress the economy has made toward our goals, decided to begin reducing the pace of asset purchases. With these actions, monetary policy will continue to provide strong support to the economic recovery. Given the unprecedented nature of the disruptions related to the pandemic and the reopening of the economy, we remain attentive to risks and will ensure that our policy is well positioned to address the full range of plausible economic outcomes. I will say more about our monetary policy decisions after reviewing recent economic developments. Economic activity expanded at a 6.5% pace in the FOMC.",0.0,0.0011254436845294386
2021-11-03 18:30:00,2021-11-03 18:31:00,2021-11-03 18:32:00," first half of the year, reflecting progress on vaccinations, the reopening of the economy, and strong policy support. In the third quarter, real GDP growth slowed notably from this rapid pace. The summer's surge in COVID cases from the Delta variant has held back the recovery in the sector's most adversely affected by the pandemic, including travel and leisure. The recovery has also been restrained by supply constraints in bottlenecks, notably in the motor vehicle industry. As a result, both households spending and business investment flattened out last quarter. Nonetheless, aggregate demand has been very strong this year, buoyed by fiscal and monetary policy support and the healthy financial positions of households and businesses. With COVID case counts receding further and progress on vaccinations, economic growth should pick up this quarter, resulting in strong growth for the year.",0.0,0.0
2021-11-03 18:30:00,2021-11-03 18:32:00,2021-11-03 18:33:00," a whole. Conditions in the labor market have continued to improve and demand for workers remains very strong. As with overall economic activity, the pace of improvement slowed with the rise in COVID cases. In August and September, job gains averaged 280,000 per month, down from an average of about 1 million jobs per month in June and July. This low down has been concentrated in sectors most sensitive to the pandemic, including leisure and hospitality and education. The unemployment rate was 4.8% in September. This figure understates the shortfall in employment, particularly as participation in the labor market remains subdued. Some of the softness in participation likely reflects the aging of the population and retirements. But participation for prime aged individuals also remains well below pre-pandemic levels. In part, reflecting...",0.00015786556903754723,0.0
2021-11-03 18:30:00,2021-11-03 18:33:00,2021-11-03 18:34:00," factors related to the pandemic, such as caregiving needs and ongoing concerns about the virus. As a result, employers are having difficulties filling job openings. These impediments to labor supply should diminish with further progress on containing the virus, supporting gains in employment and economic activity. The economic downturn has not fallen equally on all Americans, and those least able to shoulder the burden have been hardest hit. Despite progress, joblessness continues to fall disproportionately on African Americans and Hispanics. The supply and demand of balance is related to the pandemic, and the reopening of the economy have contributed to sizeable price increases in some sectors. In particular, bottlenecks and supply change disruptions are limiting how quickly production can respond to the rebound and demand in the near term. As a result, overall inflation is running well above our 2%.",0.0,0.0
2021-11-03 18:30:00,2021-11-03 18:34:00,2021-11-03 18:35:00," longer run goal. Supply constraints have been larger and longer lasting than anticipated. Nonetheless, it remains the case that the drivers of higher inflation have been predominantly connected to the dislocations caused by the pandemic, specifically the effects on supply and demand from the shutdown, the uneven reopening, and the ongoing effects of the virus itself. We understand the difficulties that high inflation poses for individuals and families, particularly those with limited means to absorb higher prices for essentials such as food and transportation. Our tools cannot ease supply constraints. Like most forecasters, we continue to believe that our dynamic economy will adjust to the supply and demand imbalances, and that as it does, inflation will decline to levels much closer to our 2% longer run goal. Of course, it is very difficult to predict the persistence of supply constraints or their effects on inflation.",0.0,0.0
2021-11-03 18:30:00,2021-11-03 18:35:00,2021-11-03 18:36:00," Global supply chains are complex. They will return to normal function, but the timing of that is highly uncertain. We are committed to our longer run goal of 2% inflation and to having longer term inflation expectations well anchored at this goal. If we were to see signs that the path of inflation, or longer term inflation expectations, was moving materially and persistently beyond levels consistent with our goal, we would use our tools to preserve price stability. We will be watching carefully to see whether the economy is evolving in line with expectations. The Fed's policy actions have been guided by our mandate to promote maximum employment and stable prices for the American people, along with our responsibilities to promote the stability of the financial system. Our asset purchases have been a critical tool. They helped preserve financial stability early in the pandemic and since then have helped foster smooth market functioning and accommodative financial conditions to support the economy.",0.0,0.0009519482486315695
2021-11-03 18:30:00,2021-11-03 18:36:00,2021-11-03 18:37:00," last September, the committee stated its intention to continue asset purchases at a pace of at least 120 billion dollars per month until substantial further progress has been made toward our maximum employment and price stability goals. At today's meeting, the committee judged that the economy has met this test and decided to begin reducing the pace of its asset purchases. Beginning later this month, we will reduce the monthly pace of our net asset purchases by 10 billion dollars for Treasury securities and 5 billion dollars for agency mortgage-back securities. We also announced another reduction of this size in the monthly purchase pace starting in mid-December since that month's purchase schedule will be released by the Federal Reserve Bank of New York prior to our December FOMC meeting. If the economy evolves broadly as expected, we judge that similar reductions in the pace of net asset purchases will likely be...",0.0,0.0
2021-11-03 18:30:00,2021-11-03 18:37:00,2021-11-03 18:38:00," be appropriate each month, implying that increases in our securities holdings would cease by the middle of next year. That said, we are prepared to adjust the pace of purchases if warranted by changes in the economic outlook. And even after our balance sheet stops expanding, our holdings of securities will continue to support accommodative financial conditions. Our decision today to begin our tapering our asset purchases does not imply any direct signal regarding our interest rate policy. We continue to articulate a different and more stringent test for the economic conditions that would need to be met before raising the federal funds rate. To conclude, we understand that our actions affect communities, families, and businesses across the country. Everything we do is in service to our public mission. We at the Fed will do everything we can to complete the recovery and employment and achieve our price stability goal. Thank you, I look forward to your questions. Thank you. We'll go to Nick.",0.0005620588381174,0.0
2021-11-03 18:30:00,2021-11-03 18:38:00,2021-11-03 18:39:00," the Wall Street Journal. Hi Nick Timmerow, so the Wall Street Journal. Chair Powell, the markets anticipate you will raise rates once or twice next year. Are they wrong? So I would say it this way. We try to focus on what we can control and that is how to communicate clearly as possible in this highly uncertain world, how we're thinking about the economic outlook and the balance of risks and how policy will evolve in that case and also in the cases which are frequent where the economy evolves in unexpected ways. So the focus at this meeting is on tapering asset purchases, not on raising rates. It is time to taper, we think, because the economy has achieved substantial further progress toward our goals measured from last December. We don't think it's time yet to raise interest rates.",0.0,0.0
2021-11-03 18:30:00,2021-11-03 18:39:00,2021-11-03 18:40:00," there is still ground to cover to reach maximum employment, both in terms of employment and in terms of participation. Getting to your question, our baseline expectation is that supply bottlenecks and shortages will persist well into next year and elevated inflation as well. And that as the pandemic subsides, supply chain bottlenecks will abate and job growth will move back up. And as that happens, inflation will decline from today's elevated levels. Of course, the timing of that is highly uncertain. But certainly, we should see inflation moving down by the second or third quarter. The time for lifting rates and beginning to remove accommodation will depend on the path of the economy. We think we can be patient if a response is called for we will not hesitate. So what I will tell you is we watching carefully to see whether the economy evolves in line with our expectations. And policy will adapt appropriately. And that's what I would say.",0.0,0.0
2021-11-03 18:30:00,2021-11-03 18:40:00,2021-11-03 18:41:00," Well, based on your current outlook for the labor market, do you think it's possible or likely even that maximum employment could be achieved by the second half of next year? So if you look at the progress that we've made over the course of the last year, if that pace were to continue, then the answer would be yes. I do think that that is possible. Of course, we measure maximum employment based on a wide range of figures, but it's certainly within the realm of possibility. Thank you. Thank you. Next we'll go to Gina at the New York Times. Hi, Chair Powell. I was wondering if you could detail a little bit how you're thinking about wages at this moment. Obviously, we were seeing strong wage growth particularly for people in sort of lower income fields. I wonder if you see that as a positive thing or as a potential start to wage price spiral and sort of how you sort of do it.",0.0,0.0014166297189449303
2021-11-03 18:30:00,2021-11-03 18:41:00,2021-11-03 18:42:00," and eight of those two things. So wages have been moving up strongly, very strongly. And in particular, I would point to the employment compensation index reading that we got last Friday. Now, in real terms, they had been running a little bit below inflation. So real wages were not really increasing. I think with the ECI reading, it becomes close to, maybe not increasing, but close to back to zero. In terms of the real increase. So wages moving up, of course, is how standard of living increases over the years for generation upon generation. It's very important. And it's generally a good thing. The concern is somewhat an usual case, where if wages were to be rising persistently and materially above inflation and productivity gains, that could put upward pressure on.",0.0,0.0
2021-11-03 18:30:00,2021-11-03 18:42:00,2021-11-03 18:43:00," or downward pressure on margins and cause companies to their employers really to raise prices as a result. And you can see yourself find yourself in what we used to call a wage price spiral. We don't have evidence of that yet. Productivity has been very high. The ECI reading is just one reading. Again, if you look back, we... So we'll be watching this carefully, but I would say that at this point we don't see... We don't see troubling increases in wages and we don't expect those to emerge, but we'll be watching carefully. That's what Steve Lisbon from CNBC. Thank you, Mr. Chairman. I wonder if you could perhaps give us your thinking about the trade-offs between inflation and unemployment. You've talked about the shortfall of unemployment or employment. That was before the pandemic. And yet you have inflation, which is affecting...",0.0010340620846723,0.0
