original_time,start_time,end_time,speech,price_change,volatility
2024-09-18 18:30:00,2024-09-18 18:30:00,2024-09-18 18:31:00," Good afternoon. My colleagues and I remain squarely focused on achieving our dual mandate goals of maximum employment and stable prices for the benefit of the American people. Our economy is strong overall and has made significant progress toward our goals over the past two years. The labor market has cooled from its formerly overheated state. Inflation is eased substantially from a peak of 7 percent to an estimated 2.2 percent as of August. We're committed to maintaining our economy's strength by supporting maximum employment and returning inflation to our 2 percent goal. Today, the Federal Open Market Committee decided to reduce the degree of policy restraint by lowering our policy interest rate by a half percentage point. This decision reflects our growing confidence that with an appropriate recalibration.",-4.418631334568345e-05,0.0006185931424532039
2024-09-18 18:30:00,2024-09-18 18:31:00,2024-09-18 18:32:00," of our policy stance, strength in the labor market can be maintained in a context of moderate growth and inflation moving sustainably down to 2%. We also decided to continue to reduce our securities holdings. I will have more to say about monetary policy after briefly reviewing economic developments. Recent indicators suggest that economic activity has continued to expand at a solid pace. GDP rose at an annual rate of 2.2% in the first half of the year, and available data point to a roughly similar pace of growth this quarter. Growth of consumer spending has remained resilient, and investment in equipment and intangibles has picked up from its endemic pace last year. In the housing sector, investment fell back in the second quarter after rising strongly in the first. Improving supply conditions have supported resilient demand in the strong performance of the U.S. economy over the past year.",0.0008921073891324835,0.000671651024267804
2024-09-18 18:30:00,2024-09-18 18:32:00,2024-09-18 18:33:00," In our summary of economic projections, committee participants generally expect GDP growth to remain solid with a median projection of 2 percent over the next few years. In the labor market, conditions have continued to cool. Payroll job gains averaged 116,000 per month over the past three months, a notable step down from the pace seen earlier in the year. The unemployment rate has moved up, but remains low at 4.2 percent. Nominal wage growth has eased over the past year, and the jobs to workers' gap has narrowed. Overall, a broad set of indicators suggests that conditions in the labor market are now less tight than just before the pandemic in 2019. The labor market is not a source of elevated inflationary pressures. The median projection for the unemployment rate in the SCP is 4.4 percent at the end of this year, 410's higher than projected in June.",-0.0004509480127636,0.0011130742049469883
2024-09-18 18:30:00,2024-09-18 18:33:00,2024-09-18 18:34:00," Inflation has eased notably over the past two years, but remains above our longer run goal of 2%. Estimates based on the Consumer Price Index and other data indicate that total PCE prices rose 2.2% over the 12 months ending in August. And that excluding the volatile food and energy categories, core PCE prices rose 2.7%. Longer term inflation expectations appear to remain well anchored, as reflected in a broad range of surveys of households, businesses, and forecasters, as well as measures from financial markets. The median projection in the SEP for total PCE inflation is 2.3% this year and 2.1% next year, somewhat lower than projected in June. Thereafter the median projection is 2%. Our monetary policy actions are guided by our dual mandate to promote maximum employment and stable prices for the American.",-0.0004342267499831451,0.0008296411360788464
2024-09-18 18:30:00,2024-09-18 18:34:00,2024-09-18 18:35:00," for much of the past three years, inflation ran well above our 2% goal, and labor market conditions were extremely tight. Our primary focus had been on bringing down inflation, and appropriately so. We are acutely aware that high inflation imposes significant hardship as it erodes purchasing power, especially for those least able to meet the higher costs of essentials, like food, housing, and transportation. Our restrictive monetary policy has helped restore the balance between aggregate supply and demand, easing inflationary pressures, and ensuring that inflation expectations remain well anchored. Our patient approach over the past year has paid dividends. Inflation is now much closer to our objective, and we have gained greater confidence that inflation is moving sustainably toward 2%. As inflation has declined, and the labor market has cooled, the upside risks to inflation have diminished.",-0.002652845665901355,0.0005470845686856896
2024-09-18 18:30:00,2024-09-18 18:35:00,2024-09-18 18:36:00," and the downside risks to employment have increased. We now see the risks to achieving our employment and inflation goals as roughly in balance. And we are attentive to the risks to both sides of our dual mandate. In late of the progress on inflation and the balance of risks at today's meeting, the committee decided to lower the target range for the federal funds rate by a half percentage point to 4.3 quarters percent to 5 percent. This recalibration of our policy stance will help maintain the strength of the economy and the labor market and will continue to enable further progress on inflation as we begin the process of moving toward a more neutral stance. We are not on any preset course. We will continue to make our decisions meeting by meeting. We know that reducing policy restraint too quickly could hinder progress on inflation. At the same time, reducing restraint too slowly could undo a weak economic activity and employment.",0.0008512645942715001,0.002829955074463233
2024-09-18 18:30:00,2024-09-18 18:36:00,2024-09-18 18:37:00," In considering additional adjustments to the target range for the federal funds rate, the committee will carefully assess incoming data, evolving outlook and the balance of risks. In our SEP, FOMC participants wrote down their individual assessments of an appropriate path for the federal funds rate based on what each participant judges to be the most likely scenario going forward. If the economy evolves as expected, the median participant projects that the appropriate level of the federal funds rate will be 4.4% at the end of this year and 3.4% at the end of 2025. These median projections are lower than in June, consistent with the projections for lower inflation and higher unemployment, as well as the changed balance of risks. These projections, however, are not a committee plan or decision. As the economy evolves, monetary policy will adjust in order to best promote our maximum employment and price stability goals.",0.0037431648828925,0.002108097574801929
2024-09-18 18:30:00,2024-09-18 18:37:00,2024-09-18 18:38:00," The economy remains solid and inflation persists, we can dial back policy restraint more slowly. At the labor market, we're to weaken unexpectedly, or inflation were to fall more quickly than anticipated. We are prepared to respond. Policy is well positioned to deal with the risks and uncertainties that we face in pursuing both sides of our dual mandate. The Fed has been assigned two goals for monetary policy, maximum employment and stable prices. We remain committed to supporting maximum employment, bringing inflation back down to our 2% goal and keeping longer term inflation expectations well anchored. Our success in delivering on these goals matters to all Americans. We understand that our actions affect communities, families and businesses across the country. Everything we do is in service to our public mission. We at the Fed will do everything we can to achieve our maximum employment and price stability goals. Thank you. I look forward to your questions.",-0.0012328068152398,0.0027819615486842143
2024-09-18 18:30:00,2024-09-18 18:38:00,2024-09-18 18:39:00," Steve. Steve, please, Mr. NBC. Thank you, Mr. Chairman, taking our questions. In July, you said you weren't necessarily thinking about a 50. You didn't want to be specific, but you said you weren't thinking about a 50. The inflation data last week came out a little firmer than expected. Retail was strong through quarter GDP running 3%. So what changed and made the committee go 50 and how do you respond to the concerns that perhaps it shows the Fed is more concerned about the labor market? And I guess should we expect more 50s in the months ahead? And based on what should we make that call? Thank you. So okay, a lot of questions in here. Let me jump in. So since the last meeting, okay, the last meeting, we have had a lot of data come in. We've had the two employment reports July and August. We've also had two inflation reports, including one that came in during blackout. We had the QCEW report which suggests that maybe that not maybe, but suggests that the payroll report not.",-0.0018374429742485,0.001379115244527693
2024-09-18 18:30:00,2024-09-18 18:39:00,2024-09-18 18:40:00," that we're getting may be artificially high and will be revised down, you know that. We've also seen anecdotal data like the beige book. So we took all of those and we went into blackout and we thought about what to do and we concluded that this was the right thing for the economy, for the people that we serve and that's how we made our decision. So that's one question. What was the second authority? We make this, sorry, thank you sir. How do we figure out in the months ahead is there another 25 or 50 coming in based on what shall we make that call? Thank you. Sure, so a couple of things. A good place to start is the SEP but let me start with what I said, which was that we're gonna be making decisions meeting by meeting based on the incoming data, the evolving outlook, the balance of risks. If you look at the SEP, you'll see that it's a process of.",0.0006886226668987,0.0015561174868702506
2024-09-18 18:30:00,2024-09-18 18:40:00,2024-09-18 18:41:00," We're collaborating our policy stance away from where we had it a year ago when inflation was high and unemployment low to a place that's more appropriate, given where we are now and where we expect to be. And that process will take place over time. There's nothing in the SEP that suggests the committee is in a rush to get this done. This process evolves over time. Of course, that's a projection, that's a baseline projection. We know, as I mentioned in my remarks, that the actual things that we do will depend on the way the economy evolves. We can go quicker if that's appropriate. We can go slower if that's appropriate. We can pause if that's appropriate. But that's what we are contemplating. Again, I would point you to the SEP as just an assessment of what the committee is thinking today, but the individual members, rather than the committee, are thinking today, assuming that their particular forecasts are realized. Yes. Hi, Chris Ruegabor, Associate of Press.",-0.0001947358010493,0.0017169964952028773
2024-09-18 18:30:00,2024-09-18 18:41:00,2024-09-18 18:42:00," Thank you. The projections show that the Fed, Fed officials expect the Fed funds rate to still be above their estimate of long-worn neutral by the end of next year. So does that suggest you see rates as restrictive for that entire period? Does that threaten the weakening of the job market that you said you'd like to avoid? Or does it suggest that maybe people see the short-run neutral as a little bit higher than the one? I think it would, the way I would really characterize it as this, I think people write down their estimate individuals do. I think every single person on the committee, if you ask them what's your level of certainty around that, they would say there's a wide range where that could fall. So I think we don't know. There are model-based approaches and empirically-based approaches that estimate what the neutral rate will be at any given time, but realistically we know it by its works. So that leads us in a place where we expect, in the base case, to be continually to remove restriction and we'll be looking at the way the-",3.5077338357400044e-05,0.001221995926680341
2024-09-18 18:30:00,2024-09-18 18:42:00,2024-09-18 18:43:00, the economy reacts to that and that will be guiding us and are thinking about the question that we're asking at every meeting which is our policy stance the appropriate one. We know if you go back we know that the policy stance we adopted in July of 2023 came at a time when unemployment was 3.5% and inflation was 4.2%. Today unemployment is up to 4.2% and inflation is down to a few tents above two. So we know that it is time to recalibrate our policy to something that is more appropriate given the progress on inflation and on employment moving to a more sustainable level. So the balance of risks are now even and this is the beginning of that process. I mentioned the direction of which is toward a sense of neutral and we'll move as fast or as slow as we think is appropriate in real time. What you have is our individual accumulant.,-0.0009918254961763001,0.0009653022547334509
2024-09-18 18:30:00,2024-09-18 18:43:00,2024-09-18 18:44:00," of individual estimates of what that will be in the base case. Howard? Howard Schneider with Reuters. How close was this in terms of decision? You do have the first dissent by a governor since 2005, I think, was the weight clearly in favor of a 50 or was this a very close decision? I think we had a good discussion. If you go back, I talked about this in Jacksonville, but I didn't address the question of the size of the cut left it open and I think we left it open going into blackout. And so there was a lot of discussion back and forth, good diversity and an excellent discussion today. I think there was also broad support for the decision that the committee voted on. So I would add though, look at the SCP, all 19 of the participants wrote down multiple cuts this year, all 19. That's a big change from June, right?",0.0012213575282787,0.002129207402544282
2024-09-18 18:30:00,2024-09-18 18:44:00,2024-09-18 18:45:00," seven of the seven of them wrote down three or more and sorry, 17 of the 19 wrote down three or more cuts and 10 of the 19 wrote down four or more cuts. So you know there is a descent and there's a range of views but there's actually a lot of common ground as well. Follow up to that. Now that this is in the books, do you give us some guidance that's sort of involved just on the pacing here? Would you expect this to be running every other meeting once we get into next year? We're going to take it meeting by meeting. As I mentioned, there's no sense that the committee feels it's in a rush to do this. We made a good strong start to this and that's really frankly a sign of our confidence. Confidence and inflation is coming down toward 2% on a sustainable basis. That gives us the ability. We can make a good strong start and I'm very pleased that we did. To me the logic of this, both from an economic standpoint and also from a risk management standpoint was clear.",0.0012097084207338,0.0014197990984274917
2024-09-18 18:30:00,2024-09-18 18:45:00,2024-09-18 18:46:00," But I think we're going to go carefully meeting by meeting and make our decisions as we go. Gina. Hi, Chair Powell. Gina Smiley with the New York Times. Thanks for taking our questions. You and your colleagues in your economic projections today see the unemployment rate climbing to 4.4% and staying there. Obviously, historically, when the unemployment rate climbs that much over a relatively short period of time, it doesn't typically just stop. It could continue using increasing. And so I wonder if you can walk us through why you see the labor market stabilizing, sort of what's the mechanism there and what do you see as the risks? So again, the labor market is actually in a solid condition. And our intention with our policy move today is to keep it there. You can say that about the whole economy. The US economy is in good shape. It's growing at a solid pace. The inflation is coming down. The labor market is in a strong pace. We want to keep it there.",0.0010411333267874002,0.0019525356337753567
