original_time,start_time,end_time,speech,price_change,volatility
2023-02-01 18:30:00,2023-02-01 18:30:00,2023-02-01 18:31:00," Good afternoon and welcome. My colleagues and I understand the hardship that high inflation is causing and we are strongly committed to bringing inflation back down to our 2% goal. Over the past year we've taken forceful actions to tighten the stance of monetary policy. We've covered a lot of ground and the full effects of our rapid tightening so far are yet to be felt. Even so we have more work to do. Price stability is the responsibility of the Federal Reserve and serves as the bedrock of our economy. Without price stability the economy does not work for anyone. In particular, without price stability we will not achieve a sustained period of labor market conditions that benefit all. Today the FOMC raised our policy interest rate by 25 basis points.",0.0,0.0011865621832744622
2023-02-01 18:30:00,2023-02-01 18:31:00,2023-02-01 18:32:00," We continue to anticipate that ongoing increases will be appropriate in order to attain a stance of monetary policy that is sufficiently restrictive to return inflation to 2% over time. In addition, we are continuing the process of significantly reducing the size of our balance sheet. Restoring price stability will likely require maintaining a restrictive stance for some time. I will have more to say about today's monetary policy actions after briefly reviewing economic developments. The U.S. economy slowed significantly last year, with real GDP rising at a below trend pace of 1%. Recent indicators point to modest growth of spending and production this quarter. Consumer spending appears to be expanding at a subdued pace in part reflecting tighter financial conditions over the past year. Activity in the housing sector continues to weaken, largely reflecting higher mortgage rates. Higher interest rates.",0.0,0.0
2023-02-01 18:30:00,2023-02-01 18:32:00,2023-02-01 18:33:00," rates and slower output growth also appear to be weighing on business fixed investment. Despite the slowdown in growth, the labor market remains extremely tight with the unemployment rate at a 50-year low. Job vacancies still very high and wage growth elevated. Job gains have been robust with employment rising by an average of 247,000 jobs per month over the last three months. Although the pace of job gains has slowed over the course of the past year and nominal wage growth has shown some signs of easing, the labor market continues to be out of balance. Labor demand substantially exceeds the supply of available workers. And the labor force participation rate has changed little from a year ago. Inflation remains well above our longer run goal of 2%. With a 12 months ending in December, total PCE prices rose 5.0%. Excluding the...",-0.0014701303895871,0.0
2023-02-01 18:30:00,2023-02-01 18:33:00,2023-02-01 18:34:00," volatile food and energy categories, core PCE prices rose 4.4%. The inflation data received over the past three months show a welcome reduction in the monthly pace of increases. And while recent developments are encouraging, we will need substantially more evidence to be confident that inflation is on a sustained downward path. Despite elevated inflation, longer term inflation expectations appear to remain well anchored. As reflected in a broad range of surveys of households, businesses and forecasters, as well as measures from financial markets. But that's not grounds for complacency. Although inflation has moderated recently, it remains too high. The longer the current bout of high inflation continues, the greater the chance that expectations of higher inflation will become entrenched. The Fed's monetary policy actions are guided by our mandate to promote maximum employment and stable.",0.0,0.0
2023-02-01 18:30:00,2023-02-01 18:34:00,2023-02-01 18:35:00," prices for the American people. My colleagues and I are acutely aware that high inflation imposes significant hardship as it erodes purchasing power, especially for those least able to meet the higher costs of essentials like food, housing, and transportation. We are highly attentive to the risks that inflation poses to both sides of our mandate, and we are strongly committed to a returning inflation to our 2% objective. At today's meeting, the committee raised the target range for the federal front's rate by 25 basis points, bringing the target range to 4.5 to 4.3 quarters percent. And we are continuing the process of significantly reducing the size of our balance sheet. With today's action, we have raised interest rates by 4.5 percentage points over the past year. We continue to anticipate that ongoing increases in the target range for the federal front's rate will be appropriate in order to attain a stance of monetary policy that is sufficiently restrictive to...",0.0,0.0
2023-02-01 18:30:00,2023-02-01 18:35:00,2023-02-01 18:36:00," to 2% over time. We are seeing the effects of our policy actions on demand in the most intracensitive sectors of the economy, particularly housing. People take time, however, for the full effects of monetary restraint to be realized, especially on inflation. In light of the cumulative tightening of monetary policy and the lags with which monetary policy affects economic activity and inflation, the committee decided to raise interest rates by 25 basis points today, continuing the step down from last year's rapid pace of increases. Shifting to a slower pace will better allow the committee to assess the economy's progress toward our goals, as we determine the extent of future increases that we required to attain a sufficiently restrictive stance. We will continue to make our decisions meeting by meeting, taking into account the totality of incoming data and their implications for the outlook for economic activity and inflation. We have been taking...",0.0,0.0010132964262764277
2023-02-01 18:30:00,2023-02-01 18:36:00,2023-02-01 18:37:00," making forceful steps to moderate demand so that it comes into better alignment with supply. Our overarching focus is using our tools to bring inflation back down to our 2% goal and to keep longer term inflation expectations well anchored. Reducing inflation is likely to require a period of below trend growth and some softening of labor market conditions. Restoring price stability is essential to set the stage for achieving maximum employment and stable prices over the longer run. The historical record cautions strongly against prematurely loosening policy. We will stay the course until the job is done. To conclude, we understand that our actions affect communities, families and businesses across the country. Everything we do is in service to our public mission. We at the Fed will do everything we can to achieve our maximum employment and price stability goals. Thank you and I look forward to your questions.",0.0,0.0
2023-02-01 18:30:00,2023-02-01 18:37:00,2023-02-01 18:38:00," Chris. Good game. Chris Rugeber to the Associated Press. Thank you for doing this. As you know, financial conditions have loosened since the fall with bond yields falling, which is also brought down mortgage rates in the stock market posted a solid game in January. Does that make your job of combating inflation harder and could you see lifting rates higher than you otherwise would to offset the increase in or to offset the easing of financial conditions? So it is important that overall financial conditions continue to reflect the policy or strength that we're putting in place in order to bring inflation down to 2%. And of course financial conditions have tightened very significantly over the past year. I would say that our focus is not on short-term moves but on sustained changes to broader financial conditions. It is our judgment that we're not yet at a sufficiently restrictive policy stance, which is why we say that we expect ongoing hikes will be a...",5.8788059500699933e-05,0.0
2023-02-01 18:30:00,2023-02-01 18:38:00,2023-02-01 18:39:00," appropriate. Of course many things affect financial conditions, not just our policy. And we will take into account overall financial conditions along with many other factors as we said policy. Rachel. Hi Chair Powell, thank you for taking our questions. Rachel Siegel from the Washington Post. Over the last quarter we've seen a deceleration in prices, in wages and a fall in consumer spending. All while the unemployment rate has been able to stay at a historic low, does this at all change your view of how much the unemployment rate would need to go up if at all to see inflation come down to the levels you're looking for? So I would say it is a good thing that the disinflation that we have seen so far has not come at the expense of a weaker labor market. But I would also say that that disinflationary process that you now see underway is really at an early stage.",0.0,0.0
2023-02-01 18:30:00,2023-02-01 18:39:00,2023-02-01 18:40:00," is really in the good sector, you see inflation now coming down because supply chains have been fixed, demand is shifting back to services and shortages or have been abated. So you see that in the other, in the housing services sector, we expect inflation to continue moving up for a while, but then to come down assuming that new leases continue to be lower. So in those two sectors, you've got a good story. The issue is that we have a large sector called non-housing, core non-housing services where we don't see disinflation yet. But I would say that so far what we see is progress but without any weakening in labor market conditions. Has your expectation for where the unemployment rate might go change since December? You know, we're going to write down new forecasts at the March meeting and we'll see at that time I will see.",0.0,0.0
