original_time,start_time,end_time,speech,price_change,volatility
2022-01-26 18:30:00,2022-01-26 18:30:00,2022-01-26 18:31:00," Good afternoon. At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us, maximum employment and price stability. Today, in support of these goals, the Federal Open Market Committee kept its policy interest rate near zero and stated its expectation that an increase in this rate would soon be appropriate. The committee also agreed to continue reducing its net asset purchases on the schedule we announced in December bringing them to an end in early March. As I will explain, against a backdrop of elevated inflation and a strong labor market, our policy has been adapting to the evolving economic environment, and it will continue to do so. Economic activity expanded at a robust pace last year, reflecting progress on vaccinations and the reopening of the economy. Fiscal and monetary policy support and the healthy financial position.",0.0,0.0013961565965561677
2022-01-26 18:30:00,2022-01-26 18:31:00,2022-01-26 18:32:00," of households and businesses. Indeed, the economy has shown great strength and resilience in the face of the ongoing pandemic. The recent sharp rise in COVID cases associated with the Amichron variant will surely weigh on economic growth this quarter. High frequency indicators point to reduced spending in COVID-sensitive sectors, such as travel and restaurants. And activity more broadly may also be affected as many workers are unable to report for work because of illness, quarantines or caregiving needs. Fortunately, health experts are finding that the Amichron variant has not been as virulent as previous strains of the virus, and they expect that cases will drop off rapidly. If the wave passes quickly, the economic effects should as well, and we would see a return to strong growth. That said, the implications for the economy remain uncertain, and we have not lost sight of the fact that for many afflicted individuals and families,",0.0,0.0
2022-01-26 18:30:00,2022-01-26 18:32:00,2022-01-26 18:33:00," families, and for the health care workers on the front lines, the virus continues to cause great hardship. The labor market has made remarkable progress, and by many measures is very strong. Job gains have been solid in recent months, averaging 365,000 per month over the past three months. Over the past year payroll employment has arisen by 6.4 million jobs. The unemployment rate has declined sharply, falling 2 percentage points over the past six months to reach 3.9 percent in December. The improvements in labor market conditions have been widespread, including for workers at the lower end of the wage distribution, as well as for African Americans and Hispanics. Labor demand remains historically strong. With constraints on labor supply, employers are having difficulties filling job openings, and wages arising at their fastest pace in many years.",-9.081308376869998e-05,0.0
2022-01-26 18:30:00,2022-01-26 18:33:00,2022-01-26 18:34:00," participation has edged up. It remains subdued in part reflecting the aging of the population and retirements. In addition, some who would otherwise would be seeking work report that they are out of the labor force because of factors related to the pandemic, including caregiving needs and ongoing concerns about the virus. The current wave of the virus may well prolong these effects. Over time, there are good reasons to expect some further improvements in participation and employment. Inflation remains well above our longer-run goal of 2%. Supply and demand and balances related to the pandemic and the reopening of the economy have continued to contribute to elevated levels of inflation. In particular, bottlenecks and supply constraints are limiting how quickly production can respond to higher demand in the near term. These problems have been larger and longer lasting than anticipated, exacerbated by weight waves of the virus.",0.0,0.0
2022-01-26 18:30:00,2022-01-26 18:34:00,2022-01-26 18:35:00," While the drivers of higher inflation have been predominantly connected to the dislocations caused by the pandemic, price increases have now spread to a broader range of goods and services. Wages have also risen briskly, and we are attentive to the risks that persistent real wage growth in excess of productivity could put upward pressure on inflation. Like most forecasters, we continue to expect inflation to decline over the course of the year. We understand that high inflation imposes significant hardship, especially on those least able to meet the higher costs of essentials like food, housing, and transportation. In addition, we believe that the best thing we can do to support continued labor market gains is to promote a long expansion, and that will require price stability. We are committed to our price stability goal. We will use our tools both to support the economy and a strong labor market, and to prevent higher inflation from becoming entrenched.",0.0,0.0
2022-01-26 18:30:00,2022-01-26 18:35:00,2022-01-26 18:36:00," and we'll be watching carefully to see whether the economy is evolving in line with expectations. The Fed's monetary policy actions have been guided by our mandate to promote maximum employment and stable prices for the American people. As I noted, the committee left the target range for the Federal Funds Raid unchanged and reaffirmed our plan announced in December to end asset purchases in early March. In light of the remarkable progress we've seen in the labor market and inflation that is well above our 2% longer run goal, the economy no longer needs sustained high levels of monetary policy support. That is why we are phasing out our asset purchases in WAG we expected will soon be appropriate to raise the target range for the Federal Funds Raid. Of course the economic outlook remains highly uncertain. Making appropriate monetary policy in this environment requires humility, recognizing that the economy evolves in unexpected ways. We'll need to be nimble so that we...",0.0,0.0012036153881092556
2022-01-26 18:30:00,2022-01-26 18:36:00,2022-01-26 18:37:00," can respond to the full range of plausible outcomes. With this in mind, we will remain attentive to risks, including the risk that high inflation is more persistent than expected, and are prepared to respond as appropriate to achieve our goals. To provide greater clarity about our approach for reducing the size of the Federal Reserve's balance sheet, today the committee issued a set of principles that will provide a foundation for our future decisions. These high-level principles clarify that the Federal Funds Rate is our primary means of adjusting monetary policy, and that reducing our balance sheet will occur after the process of raising interest rates has begun. Reductions will occur over time in a predictable manner, primarily through adjustments to reinvestments, so that securities roll off our balance sheet. Over time, we intend to hold securities in the amounts needed for our ample reserves operating framework. And in the longer run, we envision holding primarily treasury securities.",0.0,0.0
2022-01-26 18:30:00,2022-01-26 18:37:00,2022-01-26 18:38:00," Our decisions to reduce our balance sheet will be guided by our maximum employment and price stability goals. In that regard, we will be prepared to adjust any of the details of our approach to balance sheet management in late of economic and financial developments. The committee has not made decisions regarding the specific timing, pace, or other details of shrinking the balance sheet. We will discuss these matters in upcoming meetings and provide additional information at the appropriate time. To conclude, we understand that our actions affect communities, families, and businesses across the country. Everything we do is in service to our public mission. We at the Federal Reserve will do everything we can to achieve our maximum employment and price stability goals. Thank you. I look forward to your questions. Thank you for the first question. Thanks, Michelle. And thank you, Chair Powell.",0.0007602982521882999,0.0
2022-01-26 18:30:00,2022-01-26 18:38:00,2022-01-26 18:39:00," So, that's expected that the Fed will hike rates perhaps every other meeting. But certainly in the past, the Fed has hiked at every meeting. So I just wanted to ask, you know, are rate hikes at consecutive meetings on the table? This year is every meeting a live a live meeting. And on that note, would the Fed consider front-loading some of its rate hikes even if it doesn't raise every meeting? Thank you. Thanks. So as I as I refer to in my opening statement, it's it is not possible to predict with much confidence exactly what path for our policy rate is going to prove appropriate. And so at this time we haven't made any decisions about the path of policy. And I stress again that we'll be humble and nimble. We're going to have to navigate cross-currences and actually two-sided risks now. So and I'll say also that we're going to be guided by the data. In fact, what I'll say is that",0.0,0.0
2022-01-26 18:30:00,2022-01-26 18:39:00,2022-01-26 18:40:00," We're going to be led by the incoming data and the evolving outlook. We'll try to communicate as clearly as possible, moving steadily in transparency, transparently. So more to your question, we know that the economy is in a very different place than it was when we began raising rates in 2015. Specifically the economy is now much stronger. The labor market is far stronger. The situation is running well over 2% target, much higher than it was at that time. These differences are likely to have important implications for the appropriate pace of policy adjustments. Beyond that, we haven't made any decisions. Thank you. Let's go to Victoria Guitett, Politico. Hi, Chair Powell. I wanted to ask you were talking about the health of the labor market. I'm curious whether you would characterize where we're at right now as maximum employment and also along those same lines. Obviously.",0.0,0.0
