,title,publishedAt,description,content,url
0,US STOCKS-Wall St falls as Fed decision looms; AMD boosts chipmakers,2023-02-01T18:13:58Z,"U.S. stock indexes fell on Wednesday ahead of the Federal Reserve's decision on interest rates later in the day, while an upbeat outlook from Advanced Micro Devices lifted chipmakers. The Fed is widely seen as raising its target interest rate by a quarter of a percentage point in its first policy meeting of the year, after rapid increases in 2022 to tame decades-high inflation.","U.S. stock indexes fell on Wednesday ahead of the Federal Reserve's decision on interest rates later in the day, while an upbeat outlook from Advanced Micro Devices lifted chipmakers.
The Fed is widely seen as raising its target interest rate by a quarter of a percentage point in its first policy meeting of the year, after rapid increases in 2022 to tame decades-high inflation. Money markets are betting on one more 25 basis point (bps) hike in March, and a terminal rate of 4.9% in June.
""It's really boiling down to a longer term outlook beyond this policy meeting and where this peak terminal rate with Fed funds is going to be,"" Adam Turnquist, chief technical strategist at LPL Financial. Recent readings have indicated that inflation is easing, with the Fed also looking at data that will determine the resilience of the labor market and the pace of wage growth.
Meanwhile, data showed U.S. job openings unexpectedly rose in December ahead of the Labor Department's comprehensive report on nonfarm payrolls for January due on Friday. Separately, data showed U.S. manufacturing contracted further in January as higher interest rates stifled demand for goods.
""It's going to come down to the narrow line between avoiding a recession and entering a recession. That's the Fed's issue as they finish up their two-day policy meeting today,"" Turnquist added. All three indexes had a strong start to the year, with the S&P and the Dow witnessing their first gain for January since 2019 as investors returned to markets, which were bruised in the previous year by a hawkish Fed.
Advanced Micro Devices Inc added 8.0% as the semiconductor maker said it expects its business to improve in the second half of the year, propping the Philadelphia SE Semiconductor index, which climbed 1.8%. All of the 11 major sectors on the S&P 500 were down, with technology shares falling the least.
Snap Inc tumbled 14.2% after the social media company said it expects current-quarter revenue to decline by as much as 10%. Facebook parent Meta Platforms Inc dipped 0.1% ahead of reporting fourth-quarter results after the bell.
At 12:21 p.m. ET, the Dow Jones Industrial Average was down 381.36 points, or 1.12%, at 33,704.68, the S&P 500 was down 25.69 points, or 0.63%, at 4,050.91, and the Nasdaq Composite was down 51.42 points, or 0.44%, at 11,533.13. Dow component Amgen Inc dropped 4.8% as the drugmaker said its fourth-quarter revenue fell slightly, while videogame publisher Electronic Arts Inc slumped 12.0% on lowering its annual bookings forecast.
Seventy percent of the 200 companies in the S&P 500 that have reported fourth-quarter earnings have topped Wall Street expectations. Analysts now see earnings of S&P 500 firms declining 2.4% for the quarter, per Refinitiv estimates. Declining issues outnumbered advancers for a 1.48-to-1 ratio on the NYSE and for a 1.13-to-1 ratio on the Nasdaq.
The S&P index recorded 13 new 52-week highs and no new low, while the Nasdaq recorded 75 new highs and 21 new lows.
(This story has not been edited by Devdiscourse staff and is auto-generated from a syndicated feed.)",https://www.devdiscourse.com/article/technology/2339783-us-stocks-wall-st-falls-as-fed-decision-looms-amd-boosts-chipmakers
1,Federal Reserve expected to raise interest rates for first time this year,2023-02-01T17:44:21Z,The Federal Reserve is set to announce its first interest rate increase of 2023 on Wednesday afternoon.,"Federal Reserve expected to raise interest rates for first time this year
The Federal Reserve is set to announce its first policy decision of the year at 2:00 p.m. ET.
Investors expect the central bank will announce a 0.25% increase in the range for its benchmark policy rate, marking the second time the Fed slowed down its pace of rate increases in as many meetings.
Fed Chair Jerome Powell is expected to hold a press conference explaining the Fed's decision at 2:30 p.m. ET on Wednesday.
Ahead of Wednesday's meeting, several Fed officials have socialized the concept of a 25 basis point rate increase, and investors in turn priced in a nearly 100% chance of this move with today's announcement.
In Powell's press conference, investors will be listening closely for clues on whether the Fed has moved any closer to ending its campaign of rate hikes as it works to slow down inflation. In 2022, the Fed raised interest rates by a cumulative 4.25%, its most aggressive annual campaign since the early 1980s.
Federal Reserve Board Chairman Jerome Powell holds a news conference following the announcement that the Federal Reserve raised interest rates by half a percentage point, at the Federal Reserve Building in Washington, U.S., December 14, 2022. REUTERS/Evelyn Hockstein
""Fed Chair Powell will need to acknowledge encouraging inflation data that's come in,"" Wilmington Trust chief economist Luke Tilley told Yahoo Finance last week. ""This is not a one off. We have had had three months of encouraging data.""
Tilley thinks despite encouraging inflation data, the Fed will use hawkish language on Wednesday because officials don't want financial conditions to loosen too much and are still watching wages.
""Powell wants to stay the course and do no harm,"" he said.
Click here for the latest economic news and economic indicators to help you in your investing decisions
Read the latest financial and business news from Yahoo Finance
Download the Yahoo Finance app for Apple or Android
Follow Yahoo Finance on Twitter, Facebook, Instagram, Flipboard, LinkedIn, and YouTube",https://finance.yahoo.com/news/federal-reserve-interest-rates-decision-february-1-174421486.html
2,Federal Reserve expected to nudge interest rates another 0.25 point amid slowing inflation,2023-02-01T17:14:42Z,Federal Reserve Chairman Jerome Powell is expected to announce a quarter point increase on the benchmark interest rate on Wednesday following the first policy meeting of the year for the U.S. Federal Reserve.,"1/2
Jerome Powell, chairman of the Federal Reserve, is known to be predictably measured in his policy statements. File photo by Brendan Smialowski/UPI | License Photo
Feb. 1 (UPI) -- Federal Reserve Chairman Jerome Powell is expected to announce a quarter point increase on the benchmark interest rate Wednesday following the first policy meeting of the year for the U.S. Federal Reserve. Wall Street braced for a 0.25-point rate increase after the nation's central bank took more aggressive moves on interest over the past year, increasing rates by half a point in December, preceded by four other 0.75-point rate hikes due to persistent inflation. Advertisement
Inflation has slowed and the stock market has looked resilient for several months, with many economists crediting the Fed's recent actions as several key economic indicators show inflation easing after peaking last October.
The Dow Jones Industrial Average was down by more than 200 points Wednesday in anticipation of the 2 p.m. announcement, followed by a 2:30 p.m. press conference with Powell, who was not expected to provide any new economic forecasts for the nation.
Advertisement
Wary investors were expecting a less severe hike this time around, which would put the federal funds rate target at 4.5% to 4.75%, up from the current range of 4.25% to 4.5%. A year ago, the benchmark rate was near zero.
Wednesday's move also would amount to the smallest rate hike by the Fed since last March.
At the last central bank meeting in December, the Fed raised interest rates by another half a percentage point, bringing the benchmark interest rate to the highest point in 15 years. At the time, the panel of governors projected interest rates would climb above 5% and remain there for all of 2023.
Previously, several central bank officials indicated the pace of interest rate hikes would slow as the economy begins to settle from the current conditions.
""There appears to be little turbulence ahead, so I currently favor a 25-basis-point increase at the FOMC's next meeting at the end of this month,"" Fed Governor Chris Waller said earlier this month.
For now, inflation remains well above the Fed's 2% target rate but has shown some signs of weakening in recent months, with government data showing a year-over-year drop in inflation in December, which was the slowest rate of increase in more than a year.
Advertisement
In another good sign, the Wholesale Producer Price Index inflation dropped by 0.5% in December, and PPI inflation was 6.2% in 2022 compared to 10% in 2021, according to the U.S. Bureau of Labor Statistics. And almost half of that wholesale inflation decrease was from a 13.4% drop in gasoline prices.
Federal data published last week on personal income and spending showed some of the inflationary strains are starting to catch up with consumers, though it's unlikely the world's largest economy will experience a major recession.
The Bureau of Economic Analysis, part of the Commerce Department, reported personal income increased by 0.2% in December to $49.6 billion, disposable income increased by 0.3% to $49.2 billion, but spending took a hit, declining by 0.2% from November levels to $41.6 billion.
Financial experts said the latest economic data might lead the Fed to acknowledge that inflation was finally slowing and the economy is showing signs of stabilizing, but Powell was also known to be predictably measured in his words to head off volatility on Wall Street.
""Fed Chair Powell will need to acknowledge encouraging inflation data that's come in,"" said Wilmington Trust chief economist Luke Tilley. ""This is not a one off. We have had had three months of encouraging data.""
Advertisement
Some insiders said they believed the central bank would keep this latest hike in place for the remainder of the year, while other insiders said they would be listening for any indication of when the Fed could potentially scrap the ongoing rate increases down the road.
""There could be one last hawkish sting in the tail,"" said Paul Ashworth, chief U.S. economist at Capital Economics. ""We expect [Wednesday's] statement to maintain the language that 'ongoing increases' (emphasis on the plural) in rates will be required and, to counter the recent easing in financial conditions, forward guidance could be added that commits to leaving rates at elevated levels for some time.""
Still, across the wider landscape of the American economy there remained many other troubling signs.
Several big tech giants have announced massive layoffs in recent months while consumer spending ability has been decimated by the high price of gas and utilities.
Consumer-level inflation is cooling off from the double-digit levels that gripped the U.S. economy during summer 2022, but prices, particularly at the grocery store, remain stubbornly high, with eggs in particular experiencing an exponential gain in prices at the retail level.
The core consumer price index -- which tracks longterm inflation but excludes food and energy costs -- grew by 0.3% in December after increasing 0.2% the previous month.
Advertisement
Spending in November improved by 0.1% from October levels, suggesting inflationary pressures were mounting for consumers.",https://www.upi.com/Top_News/US/2023/02/01/federal-reserve-chair-expected-to-raise-interest-rates/6411675259455/
3,Fed Set for Smaller Rate Increase: Live Updates,2023-02-01T17:04:33Z,"In their first meeting of the year, Federal Reserve officials are widely expected to raise rates by a quarter point, a smaller increase than in recent meetings. But what they say about their next moves is more important for consumers, businesses and markets.","Credit card rates are closely linked to the Fed’s actions, so consumers with revolving debt can expect to see those rates rise.
As the Federal Reserve has lifted its key interest rate several times over the past year, Americans have seen the effects on both sides of the household ledger: Savers benefit from higher yields, but borrowers pay more.
Here’s how it works:
Credit Cards
Credit card rates are closely linked to the Fed’s actions, so consumers with revolving debt can expect to see those rates rise, usually within one or two billing cycles. The average credit card rate was 19.9 percent as of Jan. 25, according to Bankrate.com, up from around 16 percent in March last year, when the Fed began its series of rate increases.
Car Loans
Car loans tend to track the five-year Treasury note, which is influenced by the Fed’s key rate — but that’s not the only factor that determines how much you’ll pay.
A borrower’s credit history, the type of vehicle, loan term and down payment are all baked into that rate calculation. The average interest rate on new-car loans was 6.5 percent in the fourth quarter last year, according to Edmunds, up from 4.1 percent in the same period a year earlier.
Student Loans
Whether the rate increase will affect your student loan payments depends on the type of loan you have.
The rate for current federal student loan borrowers — many of whom will see up to $20,000 in loans canceled under a Department of Education program, subject to legal challenges — aren’t affected because those loans carry a fixed rate set by the government.
But new batches of federal loans are priced each July, based on the 10-year Treasury bond auction in May. Rates on those loans have already jumped: Borrowers with federal undergraduate loans disbursed after July 1 (and before July 1, 2023) will pay 4.99 percent, up from 3.73 percent for loans disbursed the year-earlier period.
Borrowers of private student loans should also expect to pay more: Both fixed- and variable-rate loans are linked to benchmarks that track the federal funds rate. Those increases usually show up within a month.
Mortgages
Rates on 30-year fixed mortgages don’t move in tandem with the Fed’s benchmark rate, but instead generally track the yield on 10-year Treasury bonds, which are influenced by a variety of factors, including expectations around inflation, the Fed’s actions and how investors react to all of it.
After climbing above 7 percent in November, for the first time since 2002, mortgage rates had fallen to 6.13 percent in the week through Jan. 26, according to Freddie Mac. The average rate for an identical loan was 3.55 percent the same week in 2021.
Other home loans are more closely tethered to the Fed’s move. Home equity lines of credit and adjustable-rate mortgages — which each carry variable interest rates — generally rise within two billing cycles after a change in the Fed’s rates.
Savings Vehicles
Savers seeking a better return on their money will have an easier time — yields have been rising, but not uniformly.
An increase in the Fed’s key rate often means banks will pay more interest on their deposits, though it doesn’t always happen right away. They tend to raise their rates when they want to bring more money in — many banks already had plenty of deposits, but that may be changing at some institutions.
Primis Bank, for example, recently introduced online savings and checking accounts with a 5.03 percent rate. But rates at many of the larger online banks — including Ally, American Express, Capital One, Discover and Marcus — were still 3.3 percent, according to Ken Tumin, founder of DepositAccounts.com, part of LendingTree.
“I expect some more upward movement after today’s Fed rate hike,” Mr. Tumin said, “but it appears online banks are generally not in a rush to hike their deposit rates now.”
Rates on certificates of deposit, which tend to track similarly dated Treasury securities, have been ticking higher. The average one-year C.D. at online banks was 4.4 percent at the start of January, up from 0.5 percent a year earlier, according to DepositAccounts.com.",https://www.nytimes.com/live/2023/02/01/business/fed-interest-rates-inflation
4,Watch live: Fed chair Powell holds press conference on policy actions,2023-02-01T17:00:00Z,"Federal Reserve Chairman Jerome Powell will speak with the press following the conclusion of the Federal Open Market Committee meeting, which is expected to result in a quarter-point rate increase, the smallest hike in almost a year.  The expected increase is the eighth in a series begun in March 2022 aimed at curbing high inflation.…","Federal Reserve Chairman Jerome Powell will speak with the press following the conclusion of the Federal Open Market Committee meeting, which is expected to result in a quarter-point rate increase, the smallest hike in almost a year.
The expected increase is the eighth in a series begun in March 2022 aimed at curbing high inflation. Inflation as measured by the Consumer Price Index trended slightly downward to 6.5 percent in December 2022, although it remains considerably higher than pre-pandemic figures, and far short of the Fed’s goal of two percent.
The rate increases are meant to slow the economy, which in turn should lower consumer prices. But they come with the risk of dragging activity down too far, potentially spurring a recession.
The press conference is at 2:30 p.m. ET.
Watch the live video above.",https://thehill.com/homenews/3839352-watch-live-fed-chair-powell-holds-press-conference-on-policy-actions/
5,U.S. job market openings rise to 11 million in December,2023-02-01T16:53:31Z,"U.S. job openings rose to 11 million in December, delivering a setback to the Federal Reserve's effort to cool a hot job market.","Paul Wiseman , The Associated Press
WASHINGTON (AP) — U.S. job openings rose to 11 million in December, delivering a setback to the Federal Reserve's effort to cool a hot job market.
Openings were up from 10.44 million in November and were the highest since July, according to data released Wednesday by the Labor Department. Economists had expected job openings to drop slightly in December.
For 18 straight months, employers have posted at least 10 million openings — a level never reached before 2021 in Labor Department data going back to 2000. The number of openings in December meant that there were about two vacancies for every unemployed American.
Employers hired 6.17 million workers in December, up from 6.03 million in November.
Still, layoffs and discharges blipped up to 1.47 million in December from 1.42 million in November. And the number of Americans quitting their jobs — a sign they have confidence they can find a better opportunities elsewhere — fell slightly in December.
Hotels, restaurants and bars accounted for more than 70% of the December increase in job openings.
The American job market has been surprisingly resilient throughout this period of economic uncertainty.
Employers created 375,000 jobs a month in 2022 — second most in Labor Department records dating back to 1940 — and likely added another 185,000 last month, according to a survey of forecasters by the data firm FactSet. January's hiring numbers come out Friday.
Hiring has remained strong even in the face of rising interest rates, which can increase costs for businesses. Combating inflation that last year hit a four-decade high, the Federal Reserve has hiked its benchmark rate seven times since March and is expected to announce another rate hike later Wednesday.
Fed policymakers are aiming for a soft landing — slowing the economy enough to contain inflation without causing much economic pain. One hope was that that employers would cut job openings — and ease upward pressure on wages that can feed inflation — and without actually cutting many jobs.
“With Fed officials hoping for signs of slowing hiring to support wage growth deceleration, every data point matters,'' said Matthew Martin, U.S. economist at Oxford Economics. “The December report unfortunately offered the opposite ... showcasing the stubborn resiliency of the labor market.''
Many economists believe the Fed rate hikes will slow the economy enough to cause a recession later this year.",https://www.cp24.com/world/job-market-still-hot-december-openings-rise-to-11-million-1.6255294
6,"S&P/TSX composite down more than 100 points, U.S. stock markets also lower",2023-02-01T16:42:35Z,"TORONTO — Losses in the energy sector helped lead Canada's main stock index lower in late-morning trading as it fell more than 100 points, while U.S. markets also fell ahead of the U.S. Federal Reserve's latest interest rate decision this afternoon.","TORONTO — Losses in the energy sector helped lead Canada's main stock index lower in late-morning trading as it fell more than 100 points, while U.S. markets also fell ahead of the U.S. Federal Reserve's latest interest rate decision this afternoon.
The S&P/TSX composite index was down 104.18 points at 20,663.20.
In New York, the Dow Jones industrial average was down 256.31 points at 33,829.73. The S&P 500 index was down 12.01 points at 4,064.59, while the Nasdaq composite was down 28.03 points at 11,556.52.
The Canadian dollar traded for 75.02 cents US compared with 74.91 cents US on Tuesday.
The March crude contract was down 69 cents at US$78.18 per barrel and the March natural gas contract was down 12 cents at US$2.56 per mmBTU.
The April gold contract was up US$1.40 at US$1,946.70 an ounce and the March copper contract was down eight cents at US$4.15 a pound.
This report by The Canadian Press was first published Feb. 1, 2023.
Companies in this story: (TSX:GSPTSE, TSX:CADUSD=X)
The Canadian Press",https://www.guelphtoday.com/national-business/sptsx-composite-down-more-than-100-points-us-stock-markets-also-lower-6469269
7,"S&P/TSX composite down more than 100 points, U.S. stock markets also lower",2023-02-01T16:42:35Z,"TORONTO — Losses in the energy sector helped lead Canada's main stock index lower in late-morning trading as it fell more than 100 points, while U.S. markets also fell ahead of the U.S. Federal Reserve's latest interest rate decision this afternoon.","TORONTO — Losses in the energy sector helped lead Canada's main stock index lower in late-morning trading as it fell more than 100 points, while U.S. markets also fell ahead of the U.S. Federal Reserve's latest interest rate decision this afternoon.
The S&P/TSX composite index was down 104.18 points at 20,663.20.
In New York, the Dow Jones industrial average was down 256.31 points at 33,829.73. The S&P 500 index was down 12.01 points at 4,064.59, while the Nasdaq composite was down 28.03 points at 11,556.52.
The Canadian dollar traded for 75.02 cents US compared with 74.91 cents US on Tuesday.
The March crude contract was down 69 cents at US$78.18 per barrel and the March natural gas contract was down 12 cents at US$2.56 per mmBTU.
The April gold contract was up US$1.40 at US$1,946.70 an ounce and the March copper contract was down eight cents at US$4.15 a pound.
This report by The Canadian Press was first published Feb. 1, 2023.
Companies in this story: (TSX:GSPTSE, TSX:CADUSD=X)
The Canadian Press",https://www.elliotlaketoday.com/national-business/sptsx-composite-down-more-than-100-points-us-stock-markets-also-lower-6469269
8,"S&P/TSX composite down more than 100 points, U.S. stock markets also lower",2023-02-01T16:42:35Z,"TORONTO — Losses in the energy sector helped lead Canada's main stock index lower in late-morning trading as it fell more than 100 points, while U.S. markets also fell ahead of the U.S. Federal Reserve's latest interest rate decision this afternoon.","TORONTO — Losses in the energy sector helped lead Canada's main stock index lower in late-morning trading as it fell more than 100 points, while U.S. markets also fell ahead of the U.S. Federal Reserve's latest interest rate decision this afternoon.
TORONTO — Losses in the energy sector helped lead Canada's main stock index lower in late-morning trading as it fell more than 100 points, while U.S. markets also fell ahead of the U.S. Federal Reserve's latest interest rate decision this afternoon.
The S&P/TSX composite index was down 104.18 points at 20,663.20.
In New York, the Dow Jones industrial average was down 256.31 points at 33,829.73. The S&P 500 index was down 12.01 points at 4,064.59, while the Nasdaq composite was down 28.03 points at 11,556.52.
The Canadian dollar traded for 75.02 cents US compared with 74.91 cents US on Tuesday.
The March crude contract was down 69 cents at US$78.18 per barrel and the March natural gas contract was down 12 cents at US$2.56 per mmBTU.
The April gold contract was up US$1.40 at US$1,946.70 an ounce and the March copper contract was down eight cents at US$4.15 a pound.
This report by The Canadian Press was first published Feb. 1, 2023.
Companies in this story: (TSX:GSPTSE, TSX:CADUSD=X)
The Canadian Press",https://www.vancouverisawesome.com/national-business/sptsx-composite-down-more-than-100-points-us-stock-markets-also-lower-6469289
9,"S&P/TSX composite down more than 100 points, U.S. stock markets also lower",2023-02-01T16:42:35Z,"TORONTO — Losses in the energy sector helped lead Canada's main stock index lower in late-morning trading as it fell more than 100 points, while U.S. markets also fell ahead of the U.S. Federal Reserve's latest interest rate decision this afternoon.","TORONTO — Losses in the energy sector helped lead Canada's main stock index lower in late-morning trading as it fell more than 100 points, while U.S. markets also fell ahead of the U.S. Federal Reserve's latest interest rate decision this afternoon.
The S&P/TSX composite index was down 104.18 points at 20,663.20.
In New York, the Dow Jones industrial average was down 256.31 points at 33,829.73. The S&P 500 index was down 12.01 points at 4,064.59, while the Nasdaq composite was down 28.03 points at 11,556.52.
The Canadian dollar traded for 75.02 cents US compared with 74.91 cents US on Tuesday.
The March crude contract was down 69 cents at US$78.18 per barrel and the March natural gas contract was down 12 cents at US$2.56 per mmBTU.
The April gold contract was up US$1.40 at US$1,946.70 an ounce and the March copper contract was down eight cents at US$4.15 a pound.
This report by The Canadian Press was first published Feb. 1, 2023.
Companies in this story: (TSX:GSPTSE, TSX:CADUSD=X)
The Canadian Press",https://www.sootoday.com/national-business/sptsx-composite-down-more-than-100-points-us-stock-markets-also-lower-6469269
