,title,publishedAt,description,content,url
0,"Federal Reserve Alert: How to Trade Nasdaq, S&P After the Rate Hike",2022-03-16T17:27:00Z,The Federal Reserve will raise rates. Do you know how to trade the S&P 500 and Nasdaq afterwards? Here are the key levels to know now.,"Bloomberg
(Bloomberg) -- Technology stocks have tumbled into a bear market this year in anticipation of higher interest rates. With the Federal Reserve set to begin delivering on those expectations Wednesday, where the likes of Nvidia Corp. and Zscaler Inc. go from here will hinge on signals about how quickly further rate hikes might come.Most Read from BloombergUkraine Update: Russia Keeps Up Shelling Ahead of More Talks7.3 Magnitude Quake Hits North Japan, Tsunami Risk RecedingLuxury Cruise Ship Runs Ag",https://finance.yahoo.com/m/4f43485f-7b8a-3421-9b23-ef726c142777/federal-reserve-alert-how-to.html
1,"GLOBAL MARKETS-Global equities, U.S. yields rise on Ukraine peace hopes, Fed rate hike",2022-03-16T17:08:51Z,"Global equity markets and U.S. Treasury yields rose on Wednesday as investors expected the Federal Reserve to raise U.S. interest rates, and grew more hopeful for a breakthrough in ceasefire talks between Russian and Ukraine.","Global equity markets and U.S. Treasury yields rose on Wednesday as investors expected the Federal Reserve to raise U.S. interest rates, and grew more hopeful for a breakthrough in ceasefire talks between Russian and Ukraine. The Fed will likely end to its ultra-easy pandemic-era monetary policy with a rate rise of at least 25 basis points to fight surging inflation. Traders will also parse the tone of the Fed's policy statement and watch details of projected economic conditions. Benchmark 10-year U.S. Treasury yields hit the highest in almost three years, hours before the Fed decision was expected. The yields were last at 2.1777%. During the session they reached 2.204%, the highest since May 2019. ""The quarter-point hike is already in the market, already known. What will have an effect on the market is what the Fed ends up saying after the announcement, whether they seem hawkish or dovish,"" said Michael Ashley Schulman, chief investment officer at Running Point Capital in California. MSCI's world equity index, which tracks shares in 50 countries, gained 2.41%. European stocks rose, rebounding from a loss the previous session, with sentiment buoyed by positive comments from Ukrainian and Russian officials on prospects of an agreement to end the three-weeks old conflict. The pan-European STOXX 600 index rose 3.07%, while MSCI's broadest index of Asia-Pacific shares outside Japan had closed 5.1% higher overnight. On Wall Street, the three main indexes were trading up ahead of the Fed's anticipated rate hike announcement, driven by stocks in the technology, financials and consumer discretionary sectors.
The Dow Jones Industrial Average rose 1.2% to 33,946.4, the S&P 500 gained 1.64% to 4,332.16 and the Nasdaq Composite added 2.57% to 13,281.65. ""At this point, I think you have a lot of active investors and hedge funds that are seeking any news that would make for a tradable bottom despite the dire global macro scenario of inflation, rising rates, and a horrible war in Russia-Ukraine,"" Schulman added.
Oil bounced all over the place in another volatile session as traders reacted to the peace talks and a surprising increase in U.S. inventories. Benchmark Brent crude had swung between $97.55 and $103.70 and was at $99.54 per barrel, down 0.37% in early afternoon trading. U.S. West Texas Intermediate (WTI) crude rose 0.15% to $96.58. The U.S. dollar slid further from almost two-year highs reached over the past week, while Ukraine peace hopes pushed the euro higher. The dollar index fell 0.317%, with the euro up 0.47% to $1.1002. Safe-haven gold fell to more than a two-week low. Spot gold dropped 0.5% to $1,908.83 an ounce, while U.S. gold futures fell 0.76% to $1,913.80 an ounce.
(This story has not been edited by Devdiscourse staff and is auto-generated from a syndicated feed.)",https://www.devdiscourse.com/article/business/1965195-global-markets-global-equities-us-yields-rise-on-ukraine-peace-hopes-fed-rate-hike
2,"UK's FTSE 100 jumps ahead of Fed decision as miners, financials advance",2022-03-16T17:03:37Z,"London's FTSE 100 rose to near two-week highs on Wednesday as prospects of peace talks between Russia and Ukraine and Chinese stimulus lifted investor sentiment globally, while investors awaited the U.S. Federal Reserve's policy decision due later in the day.","London's FTSE 100 rose to near two-week highs on Wednesday as prospects of peace talks between Russia and Ukraine and Chinese stimulus lifted investor sentiment globally, while investors awaited the U.S. Federal Reserve's policy decision due later in the day. The blue-chip FTSE 100 climbed 1.6%, with base metal miners and banks leading the gains, while the domestically focused mid-cap index advanced 3.2%.
The Fed is expected to raise interest rates for the first time in three years later on Wednesday and give guidance on future tightening. ""Focus will be on Fed's inflation forecast for next year and 2024, as that will provide insights into whether it sees (inflation) on the back of Ukraine crisis as something short term or more structural,"" said Stuart Cole, head macro economist at Equiti Capital.
Base metal miners jumped 2.9%, lifted by supply concerns and promises of more economic stimulus in top consumer China, while banks, which are likely to benefit in a higher interest environment, rose 3.4%. The sharp turnaround in Chinese markets also boosted financial stocks that do a lot of business in the region like Prudential and Standard Chartered, according to Michael Hewson, chief market analyst at CMC Markets UK. With inflation rising to 40-year highs and data showing a drop in the UK unemployment rate below pre-pandemic levels, investors are widely expecting the Bank of England to lift interest rates by 25 basis points on Thursday.
Among individual stocks, Avast fell 13.3% after Britain's anti-trust regulator launched an in-depth probe into U.S. cybersecurity firm NortonLifeLock Inc's $8.6 billion purchase of the company. Defense company BAE Systems fell 3.6% on hopes around the Russia-Ukraine peace talks, after rising nearly 28.4% so far this year.
IG Group shed 0.8% after the online trading platform forecast full-year revenue to ""moderately"" exceed expectations, as the Ukraine crisis increases market volatility, but it predicted slower growth on its U.S. platform.
(This story has not been edited by Devdiscourse staff and is auto-generated from a syndicated feed.)",https://www.devdiscourse.com/article/business/1965183-uks-ftse-100-jumps-ahead-of-fed-decision-as-miners-financials-advance
3,Fed raises rates and projects six more increases in 2022.,2022-03-16T16:51:49Z,The Federal Reserve lifted its policy interest rate for the first time since 2018 and penciled in six more rate increases this year as it tries to combat a burst of quick price increases.,"The Federal Reserve lifted its key interest rate by a quarter of a percentage point on Wednesday as policymakers took their first decisive step toward trying to tame rapid inflation by cooling the economy.
The Fed had kept rates near zero since March 2020, and the decision marked its first increase since 2018. Policymakers also projected six more similarly sized increases over the course of 2022 as inflation comes in at a 40-year high, signaling that they are going to pull back support for the economy markedly.
“The economy no longer needs — or wants — these, this very highly accommodative stance,” Jerome H. Powell, the Fed chair, said during his post-meeting news conference.
The Fed is at an inflection point after two years of trying to help the economy to recover from the damage inflicted by the global pandemic. While the coronavirus continues to disrupt commerce around the world, the United States economy has staged a swift recovery. America’s job market has rebounded rapidly from steep pandemic job losses that had pushed unemployment to 14.7 percent, and businesses are now struggling to find workers.
A surge in consumer spending has helped to push the rate of inflation to levels not seen since the 1980s. Instead of echoing the anemic slog back from the 2007-9 recession — one that kept millions of applicants out of work and left inflation tepid despite years of rock-bottom rates — the pandemic bounce-back has been vigorous.
Judging by inflation, it may even have too much heat, which is why the Fed is trying to slow the economy down to a more sustainable pace.
“We’ve had price stability for a very long time, and maybe come to take it for granted — but now we see the pain,” Mr. Powell said. “We’re strongly committed, as a committee, to not allowing this higher inflation to become entrenched, and to use our tools to bring inflation back down to more normal levels.”
Mr. Powell said the labor market and economy are so strong that the Fed thinks that both can handle higher interest rates. He said he does not expect a recession this year.
“The economy, we think, can handle interest rate increases,” he said.
Higher interest rates will trickle out through markets to make mortgages, car loans and borrowing by businesses more expensive. That is expected to slow consumption and investment, reducing demand in the economy and — Fed officials hope — eventually weighing down surging prices.
Central bankers plotted a notably more aggressive plan for controlling inflation than in December, when they last released economic projections. Officials now expect to raise rates to 2.8 percent by the end of 2023, based on the median estimate, up from 1.6 percent in their prior projections. That is high enough that, by the Fed’s own estimates, it might amount to actually tapping the brakes on the economy — not just taking a foot off the gas pedal.
The Fed’s Current Projections What Federal Reserve officials think rates should be in the next two years. End of 2023 End of 2022 Five Fed officials now think that rates could be higher than 3 percent by the end of 2023. 3.5 % 3.0 2.5 2.0 Each rectangle represents one Fed official’s judgment. 1.5 1.0 Current target rate 0.25% to 0.5% range 0.5 0 End of 2023 End of 2022 4.0 % Each square represents one Fed official’s judgment. 3.5 Five Fed officials now think that rates could be higher than 3 percent by the end of 2023. 3.0 2.5 2.0 1.5 1.0 0.5 Current target rate 0.25% to 0.5% range 0
“They knew their policy didn’t match the economic backdrop, and this is catch-up,” said Priya Misra, the head of global rates strategy at TD Securities. “They’re giving a tough message that they expect they will have to slow growth to bring inflation under control.”
With the help of their policy changes, central bankers expect inflation to begin to moderate on its own this year, but they have become concerned that a meaningful deceleration will take time.
The Fed’s quarterly economic projections, released alongside the rate decision, showed that officials expected inflation to hover around 4.3 percent at the end of 2022. While that is less than 6.1 percent increase in the 12 months through January, it is well above the Fed’s goal of 2 percent.
Mr. Powell on Wednesday noted that inflation is “well above” the Fed’s target and that supply chain disruptions have been larger and longer lasting than expected. Higher energy prices are further elevating inflation just as price increases broaden beyond areas directly impacted by the pandemic, seeping into rent and other service prices.
“High inflation takes a toll on everyone, but really, especially, on people who use most of their income to buy essentials like food, housing, and transportation,” Mr. Powell said.
The Fed aims for both price stability and maximum employment, and central bank officials have indicated that the labor market is meeting that latter goal, though they hope more workers will return as fears of catching the coronavirus ease and as child-care issues tied to school shutdowns and other virus mitigation measures fade.
Unemployment has dropped sharply, job openings are plentiful, and there are too few workers to go around. A booming job market has helped to push wage growth higher because employers are competing for workers and trying to retain their existing employees by paying more. Higher compensation could fuel inflation down the road, some economists worry: It gives workers more wherewithal to spend, and it leaves firms trying to cover climbing labor costs.
From an inflation standpoint, Mr. Powell said, recent wage growth has not been sustainable.
There is a “misalignment of demand and supply, particularly in the labor market, and that is leading to wages moving up in ways that are not consistent with 2 percent inflation over time,” he said.
James Bullard, the president of the Federal Reserve Bank of St. Louis, voted against the committee’s decision because he favored a larger interest rate increase of half a percentage point.
Mr. Bullard and some other Fed officials have argued that it would be a good idea to move rates up more quickly at first to signal that the central bank is prepared to beat back rapid price increases. But Mr. Powell made clear that, even if it is moving rates up steadily, the central bank as a whole knows it needs to act to restore price stability.
“We’re not going to let high inflation become entrenched,” Mr. Powell said.
At the same time, the Fed does not want to stoke uncertainty at a moment of towering geopolitical tensions. The Federal Open Market Committee directly addressed the possible economic implications of Russia’s invasion of Ukraine in its statement.
“The invasion of Ukraine by Russia is causing tremendous human and economic hardship,” Fed officials said in their statement. “The implications for the U.S. economy are highly uncertain, but in the near term the invasion and related events are likely to create additional upward pressure on inflation and weigh on economic activity.”
While Mr. Powell reinforced time and again how important it is to do whatever it takes to get inflation under control, he also made it clear that central bankers are hoping to engineer a soft landing: A situation where they can slow growth down to a maintainable level without derailing the economy and causing a recession.
Image Jerome H. Powell, the Fed chair, earlier this month. Credit... T.J. Kirkpatrick for The New York Times
Asked about that calibration on Wednesday, Mr. Powell said that, in his view, “the probability of a recession within the next year is not particularly elevated.” He cited strong demand, a healthy labor market and other conditions that he said were “signs” that the economy will be able to flourish “in the face of less accommodative monetary policy.”
In the 1980s, the Fed pushed interest rates to high levels — above the level of inflation — in order to slow the economy and weigh down inflation. In the process, central bank policy caused a recession that pushed unemployment up to nearly 11 percent.
Most economists have said that such a painful repeat is unlikely, though many have warned that a gentle, easy end to the current inflationary burst is not assured.
“It is way too soon to say it’s a pipe dream; it’s been a crazy year,” Jason Furman, an economist at Harvard University, said earlier this week of the possibility of a soft landing. “It feels, with every passing month, increasingly unlikely.”
But the effects of the Fed’s actions to control inflation are likely to be palpable. Mortgage rates have already climbed thanks to the central bank’s signals that it would raise interest rates and, in coming months, begin to trim its balance sheet of bond holdings.
As higher rates weigh on hiring, they could eventually slow wage growth, and higher borrowing costs are likely to keep asset prices — including for stocks and homes — from rising as much as they draw buyers and investors away.",https://www.nytimes.com/live/2022/03/16/business/fed-meeting-interest-rates
4,Why Fed's first rate hike since 2018 isn't the key to economy's future,2022-03-16T16:30:57Z,"The Federal Reserve is expected to raise interest rates, but it's how hawkish Jerome Powell and the Fed sound in the forecast that's key for the U.S. economy.","""It is high and elevated and rising at a rapid pace,"" she said. ""The Fed has to worry about inflation. We're not talking about just 3%. It's close to 8%. This is a massive overshoot.""
Fed Chair Powell indicated during recent testimony that he sees inflation running a little faster than the Fed's previous expectation, and any adjustment from the Fed is significant, Bostjancic said. But her view of the inflation outlook remains much higher than the median forecast of 2.7% year over year through Q4 2022 — closer to 4% than 3%. This is based on a labor market that is strong and a consumer that is resilient, and the Fed being behind the curve on inflation already.
But it's not the base case for Bostjancic, even if she says the Fed won't be blind to these signals.
There are risks on both sides of the Fed equation. If it is too hawkish and tightens too quickly, that can send the financial markets into a convulsion and lead to a mass selling of risk assets which feeds back into the real economy. Recent action in the bond market showing a narrowing of the spread between the two-year and 10-year treasuries stoked fears of an inverted yield curve, which is a signal that this worst-case, recessionary scenario, could play out.
While there are complicating factors such as the war in Ukraine, the most prominent issue for the Fed is that economic growth remains quite strong. If the Fed is shy about raising rates and reducing the balance sheet because of war, there is a risk that it gets even further behind on inflation, Bostjancic says. Consumers are still sitting on a high level of savings and benefitting from rising wages, and if the Fed gets further behind the curve on inflation by waiting, it will only increase the risk of the central bank becoming more hawkish later on.
The Federal Reserve is about to raise its benchmark interest rate for the first time since 2018, but it's already time for the market to look past this well-telegraphed move, according to Kathy Bostjancic, chief U.S. economist at Oxford Economics.
The ""dot plot"" and the Fed's economic projections for GDP and inflation will need to be digested by the market, but ultimately, it's how Fed Chair Jerome Powell frames the Fed thinking on Wednesday that matters most. ""I want to hear how he handicaps the risks around growth and inflation. That will tell me something about the Fed's reaction function and that is the forward guidance,"" Bostjancic said.
While oil prices and the pain at the pump, which eased this week, caught the market's attention amid the outbreak of war in Europe, Bostjancic says food prices have double the weight of energy in the consumer price index and loom as an even larger factor in the inflation outlook — and are not immune to war. Commodities prices rising sharping are likely to get worse because of Russia's invasion of Ukraine, which impacts the production of wheat among other commodities and will reverberate through the global supply chain and ""turbocharge food prices even higher,"" she said.
Powell has already said rate hikes are coming, in spite of the outbreak of war.
Oxford Economics is in line with a market view of 175 basis points of total tightening by the Fed this year, but isn't sure whether those hikes remain limited to 25 basis points or include the potential for a 50 basis point hike at some point. ""Our view is that the economy is strong enough and demand still strong enough that even with the impact from war we still see growth at 3% or higher this year, so the Fed needs to get to a neutral rate as quickly as possible without destabilizing the market,"" Bostjancic said.
The situation is not ""dramatically different"" for the U.S.,"" she said. The U.S. economy is not immune to the war, but compared to Europe's economy, it is much better insulated. ""I don't think Ukraine necessarily slows the economy enough to take the edge off inflation,"" she added.
Powell will need to provide a view on where his concern primarily lies — how does the shock of this war impacts the U.S. economy versus the shock on the inflation side and the growth side, and the market will be looking closely for any signals from the Fed chair on what he emphasizes more in the risk analysis.
But in the end, Bostjancic says, ""The Fed has to come in. It can't control the war even if there is a knock-on effect in supply chains and scarcity of food and oil occur.""
There is also no way for a central bank to project the potential for a ceasefire in war.
Even in Europe, the ECB recently showed itself to be more hawkish in inclination, holding rates but saying it would wind down stimulus sooner rather than later. ""They need to fight inflation even if growth is slowing,"" Bostjancic said, and the ECB's recent policy views match an outlook on the Fed that suggests it can be more hawkish even in the face of larger uncertainty.
The war could potentially delay the Fed's balance sheet runoff, but by a month or two, and in her view, it should not alter the general path of normalization of both rates and the Fed's holdings in the bond market.
While this week's producer price index showed a slight undershoot of the inflation expectation and the latest wage inflation reading came down, the recent flow of data has reinforced that the inflationary pressures are still widespread and elevated, and the Fed needs to raise rates and has the ability to raise in a significant way. ""They have to come in and cool things off,"" Bostjancic said.
The market has already priced in an aggressive rate hike profile, and the market is not likely to be told by the Fed to price in less than it already has. ""The market is already in tightening conditions without the Fed having to do it. It's doing the work for the Fed,"" she said.",https://www.cnbc.com/2022/03/16/why-feds-first-rate-hike-since-2018-isnt-the-key-to-economys-future.html
5,US STOCKS-Wall Street surges on Ukraine peace talks as Fed decision eyed,2022-03-16T16:17:17Z,"Wall Street's main indexes jumped on Wednesday, propelled by technology and financial stocks, as signs of progress in Ukraine-Russia peace talks lifted sentiment ahead of a widely expected interest rate hike by the Federal Reserve.","Wall Street's main indexes jumped on Wednesday, propelled by technology and financial stocks, as signs of progress in Ukraine-Russia peace talks lifted sentiment ahead of a widely expected interest rate hike by the Federal Reserve. New talk of compromise from both Moscow and Kyiv on a status for Ukraine outside of NATO lifted hope on Wednesday for a potential breakthrough after three weeks of war.
Nine of the 11 major S&P sectors advanced, with financials , technology and consumer discretionary shares - which largely endured the selloff this year - each climbing over 2.3%. Megacap names Apple Inc and Microsoft Corp rose 1.8% and 1.5%, respectively, powering the S&P 500 and the Nasdaq higher.
Big banks advanced 3% in anticipation of the first rate increase since 2018. Morgan Stanley led the gains with a 6.1% jump. The Fed is seen raising interest rates by at least 25 basis points later on Wednesday, in what would be the first in a series of increases this year as it steps up the fight against stubbornly high inflation.
The policy statement is due at 2 p.m. ET (1800 GMT) and will be followed by Fed Chair Jerome Powell's news conference. Traders will be closely watching the updated quarterly economic and interest rate projections for clues on how fast rates will increase. ""The Fed in some ways was behind the curve. It gives the market a sense of comfort that the Fed is on the ball, they're going to start moving interest rates and we could get to a place where inflation begins to temper,"" said John Cunnison, chief investment officer at Baker Boyer in Walla Walla, Washington.
""Any good news on Ukraine is very likely to give market participants confidence that the Fed can increase rates without hurting growth."" Historical data suggests tighter monetary policy has often been accompanied by solid gains in stocks. The S&P 500 has returned an average 7.7% in the first year the Fed raises rates, according to a Deutsche Bank study of 13 hiking cycles since 1955.
At 11:45 a.m. ET, the Dow Jones Industrial Average was up 349.25 points, or 1.04%, at 33,893.59, the S&P 500 was up 65.81 points, or 1.54%, at 4,328.26, and the Nasdaq Composite was up 343.86 points, or 2.66%, at 13,292.49. The CBOE volatility index, also known as Wall Street's fear gauge, fell to 27.54 points, its lowest level since Feb. 25.
The global mood was also buoyed by China's promise to roll out more stimulus for the economy and keep markets stable. U.S.-listed shares of Baidu, Alibaba Group , JD.com, Tencent Music, Pinduoduo Inc and Didi Global surged between 25% and 46.4% as China's securities regulator also said it would strive to reach an agreement on China-U.S. audit supervision cooperation.
Kohl's Corp gained 13.4% after Axios reported Hudson's Bay is considering a bid for the U.S. department store operator. Advancing issues outnumbered decliners by a 3.82-to-1 ratio on the NYSE and by a 4.11-to-1 ratio on the Nasdaq.
The S&P index recorded 15 new 52-week highs and no new lows, while the Nasdaq recorded 21 new highs and 53 new lows.
(This story has not been edited by Devdiscourse staff and is auto-generated from a syndicated feed.)",https://www.devdiscourse.com/article/business/1965089-us-stocks-wall-street-surges-on-ukraine-peace-talks-as-fed-decision-eyed
6,'Extremely sensitive' small businesses brace for Fed interest rate hikes,2022-03-16T16:02:11Z,Consumer borrowing costs are headed higher as interest rate hikes are enacted by the U.S. Federal Reserve.,"Consumer borrowing costs are headed higher as interest rate hikes are expected by the U.S. Federal Reserve starting on Wednesday.
Federal Reserve Chairman Jerome Powell is expected to announce a raise in the central bank's key interest rate from near zero to combat rising inflation – a hurdle faced by cash-strapped small businesses that have already been forced to take on heavy debt loads during the COVID-19 crisis.
“It's still the case today that a lot of entrepreneurs, small business owners use credit cards,"" Neil Bradley, Executive Vice President and Chief Policy Officer at the U.S. Chamber of Commerce, told Yahoo Finance Live (video above). ""The credit card, all of us have in our pocket to fund their capital needs, their borrowing needs with respect to their business that makes them extremely sensitive to changes in interest rates.""
Small business owners are generally expressing anxiety about the planned hikes, with the U.S. Chamber of Commerce finding that 70% expressed concern about rising interest rates.
Worker seen checking the cash register before mandatory close at Warehouse 4 Coffee Shop on March 15, 2020, in Vandalia, Ohio. (Photo by Brad LEE / AFP) (Photo by BRAD LEE/AFP via Getty Images)
Fed rate increases affect the rate of loans for things like homes, cars, and mortgages, meaning that consumers could soon tighten their belts and could have less disposable income to spend at neighborhood stores, bars, and restaurants.
""This is where we see one of the bigger differences between small and large businesses,” Bradley noted.
With inflation hitting record highs, large businesses have been planning for higher interest rates and factored that into their capital requirements and how they might meet their operational needs. For the smaller mom-and-pop business owner, there could be a challenging landscape ahead as they seek capital.
“It's still the case today that a lot of entrepreneurs, small business owners use credit cards,"" Bradley said. ""The credit card, all of us have in our pocket to fund their capital needs, their borrowing needs with respect to their business that makes them extremely sensitive to changes in interest rates.""
Story continues
And while others who aren’t using the credit cards, “often use home equity lines of credit on their businesses, again, interest rate sensitive,” Bradley explained.
According to a recent QuickBooks survey of 2,000 businesses, small businesses need increased access to capital to grow, with 45% citing “rising costs” as the biggest threat to their business. Furthermore, businesses that have relied on loans to survive during the pandemic could feel another pinch as interest rates rise.
In light of the rate hikes amid rising inflation as the pandemic seemingly wanes, Small Business Administrator Isabella Guzman told Yahoo Finance that the agency will “continue to fortify our programs and make sure that we have strong lending networks that we can distribute our loans to and better meet businesses, where they are with products that fit their needs.""
Dani Romero is a reporter for Yahoo Finance. Follow her on Twitter: @daniromerotv
Read the latest financial and business news from Yahoo Finance
Follow Yahoo Finance on Twitter, Instagram, YouTube, Facebook, Flipboard, and LinkedIn",https://finance.yahoo.com/news/fed-interest-rate-hikes-could-impact-small-businesses-155858878.html
7,'Extremely sensitive' small businesses brace for Fed interest rate hikes,2022-03-16T16:02:11Z,Consumer borrowing costs are headed higher as interest rate hikes are enacted by the U.S. Federal Reserve.,"Consumer borrowing costs are headed higher as interest rate hikes are expected by the U.S. Federal Reserve starting on Wednesday.
Federal Reserve Chairman Jerome Powell is expected to announce a raise in the central bank's key interest rate from near zero to combat rising inflation – a hurdle faced by cash-strapped small businesses that have already been forced to take on heavy debt loads during the COVID-19 crisis.
“It's still the case today that a lot of entrepreneurs, small business owners use credit cards,"" Neil Bradley, Executive Vice President and Chief Policy Officer at the U.S. Chamber of Commerce, told Yahoo Finance Live (video above). ""The credit card, all of us have in our pocket to fund their capital needs, their borrowing needs with respect to their business that makes them extremely sensitive to changes in interest rates.""
Small business owners are generally expressing anxiety about the planned hikes, with the U.S. Chamber of Commerce finding that 70% expressed concern about rising interest rates.
Worker seen checking the cash register before mandatory close at Warehouse 4 Coffee Shop on March 15, 2020 in Vandalia, Ohio. - Ohio Governor Mike DeWine made it mandatory to shutdown all bars and restaurants starting at 9pm tonight in the state. (Photo by Brad LEE / AFP) (Photo by BRAD LEE/AFP via Getty Images)
Fed rate increases affect the rate of loans for things like homes, cars, and mortgages, meaning that consumers could soon tighten their belts and could have less disposable income to spend at neighborhood stores, bars, and restaurants.
""This is where we see one of the bigger differences between small and large businesses,” Bradley noted.
With inflation hitting record highs, large businesses have been planning for higher interest rates and factored that into their capital requirements and how they might meet their operational needs. For the smaller mom-and-pop business owner, there could be a challenging landscape ahead as they seek capital.
“It's still the case today that a lot of entrepreneurs, small business owners use credit cards,"" Bradley said. ""The credit card, all of us have in our pocket to fund their capital needs, their borrowing needs with respect to their business that makes them extremely sensitive to changes in interest rates.""
Story continues
And while others who aren’t using the credit cards, “often use home equity lines of credit on their businesses, again, interest rate sensitive,” Bradley explained.
According to a recent QuickBooks survey of 2,000 businesses, small businesses need increased access to capital to grow, with 45% citing “rising costs” as the biggest threat to their business. Furthermore, businesses who have relied on loans to survive during the pandemic could feel another pinch as interest rates rise.
In light of the rate hikes amid rising inflation as the pandemic seemingly wanes, Small Business Administrator Isabella Guzman told Yahoo Finance that the agency will “continue to affordify our programs and make sure that we have strong lending networks that we can distribute our loans to and better meet businesses, where they are with products that fit their needs.""
Dani Romero is a reporter for Yahoo Finance. Follow her on Twitter: @daniromerotv
Read the latest financial and business news from Yahoo Finance
Follow Yahoo Finance on Twitter, Instagram, YouTube, Facebook, Flipboard, and LinkedIn",https://ca.finance.yahoo.com/news/fed-interest-rate-hikes-could-impact-small-businesses-155858878.html
8,BSP to weigh policy rate based on PH data despite Fed increase,2022-03-16T16:00:00Z,"The Bangko Sentral ng Pilipinas said Thursday the policy rates would remain data driven, and not dependent on the action by the US Federal Reserve which raised interest rates for the first time since 2018.","The Bangko Sentral ng Pilipinas said Thursday the policy rates would remain data driven, and not dependent on the action by the US Federal Reserve which raised interest rates for the first time since 2018.
“We don’t need to move in pace with the Fed… but we will review our inflation outlook in our incoming policy meeting,” Diokno said, adding any policy decision by the Monetary Board would remain data driven—such as the latest numbers on inflation and domestic output—to avoid “unintended consequences.”
“The BSP has various tools. We have strong external buffers and liquidity-enhancing tools to stem the volatility that may arise due to the [US Fed] tightening. Our decision remains data dependent,” Diokno said.
The Federal Reserve on Wednesday increased interest rates and laid out an aggressive plan to push borrowing costs to restrictive levels next year. After keeping its benchmark interest rate anchored near zero since the COVID-19 pandemic struck, the Federal Open Market Committee said it would raise rates by 25 basis points, bringing the rate now into a range of 0.25 percent to 0.5 percent.
The move will correspond with a hike in the prime rate and immediately send financing costs higher for many forms of consumer borrowing and credit. Fed officials indicated the rate increases would come with slower economic growth this year.
ADVERTISEMENT
Diokno earier said there was no certain timetable for the BSP’s exit strategy from its pandemic interventions, especially with the onset of new COVID-19 variants that threaten the sustained recovery of the economy.
“We deem it prudent to leave some room for flexibility in policymaking to account for uncertainty and risk, especially as the situation remains very fluid,” he said.
Diokno said the timing and conditions under which the BSP would start unwinding its pandemic-induced interventions would continue to be guided by the inflation and growth outlook over the medium term and the risks surrounding such outlook. Julito G. Rada
The BSP in 2020 reduced the policy rate by a total of 200 basis points to a record-low 2 percent, and the reserve requirement ratios by another 200 basis points to 12 percent in a bid to unleash more liquidity into the financial system to be used by individuals and firms for productive activities.
It also extended provisional advances—a temporary arrangement between the BSP and the national government—to provide the government access to ample cash resources while revenue generation is weakened and fulfillment of the borrowing program is challenged by the scale of the borrowing need and the unpredictability of financial markets amid the pandemic.
The BSP injected around P2.3 trillion worth of liquidity into the domestic economy since the pandemic struck.
Please enable JavaScript to view the comments powered by Disqus.",https://manilastandard.net/business/banking-report/314214962/bsp-to-weigh-policy-rate-based-on-ph-data-despite-fed-increase.html
9,Moody's Mark Zandi,2022-03-16T15:14:46Z,"The Federal Reserve will likely ""increasingly err on the side of hawkish"" in its approach for the remainder of 2022, said Moody's Analytics' Mark Zandi.","Federal Reserve Chairman Jerome Powell testifies during the House Financial Services Committee hearing titled Oversight of the Treasury Department's and Federal Reserve's Pandemic Response, in Rayburn Building on Wednesday, December 1, 2021.
The Federal Reserve will likely ""increasingly err on the side of hawkish"" in its approach for the remainder of 2022, says Moody's Analytics' chief economist Mark Zandi.
The Fed is widely expected to raise interest rates by a quarter point Wednesday, which would mark its first interest rate hike since December 2018. It also reflects a significant departure from the easing put in place to aid the economy through the pandemic.
The expected rate hike reflects ""where inflation is, where inflation expectations are, and just given the strength of the economy and a job market that is rip roaring,"" Zandi said. The Fed's decision is further compounded by uncertainty around the impact of Russia's invasion of Ukraine, and further supply chain disruptions.
""You add all that up, it says the Fed has to normalize interest rates quickly, and I think at this point more quickly than they think, at least in terms of their last forecast, and maybe even more quickly than what the markets think at this point,"" Zandi said.
Nearly half of the respondents to the latest CNBC Fed Survey said they see the central bank hiking rates five to seven times this year. While the survey shows that the rate hike cycle is seen ending at a peak fund rates of 2.4%, half of all respondents said they believe the central bank may have to raise rates above neutral to get control of inflation.
Zandi said there could be worries of stagflation, but he believes the Fed would ""short circuit that before we actually get stagflation. I don't think they'll tolerate stagflation because they know based on historical experience that if we get into that scenario, we'll ultimately suffer a recession.""
CNBC Fed Survey respondents see the probability of a recession occurring in the U.S. at 33% in the next 12 months, up 10 percentage points from the Feb. 1 survey.
Recent action in the bond market showing the spread between the two-year and 10-year Treasury bonds narrowing stoked fears of a yield inversion, which has been a recession signal in the past.
At this point, Zandi said the fixed income markets are saying that the ""number one problem here that they've got to resolve is high inflation, inflation expectations. But doing that without breaking the economy, pushing it into a recession is very difficult ... right now, the bond market is signaling a high probability that the Fed missteps and fails.""
""I don't think the market is signaling yet a recession but they're thinking along the same lines that I am – that it's going to be very difficult for the Federal Reserve to land the plane on the tarmac given all the things that are going on and all the things they have to navigate.""
That uncertainty was certainly noted by Federal Reserve Chairman Jerome Powell in his appearance before Congress on March 2.
""Making appropriate monetary policy in this environment requires a recognition that the economy evolves in unexpected ways,"" Powell said. ""We will need to be nimble in responding to incoming data and the evolving outlook.""",https://www.cnbc.com/2022/03/16/fed-may-get-more-hawkish-than-the-market-thinks-moodys-mark-zandi.html
