id,sentence
0,"TORONTO — Canada's main stock index was lower in late-morning trading, weighed down by losses in the energy stocks as the price of oil fell, while U.S. stock markets were mixed ahead of the Federal Reserve's interest rate decision this afternoon."
1,"TORONTO — Canada's main stock index was lower in late-morning trading, weighed down by losses in the energy stocks as the price of oil fell, while U.S. stock markets were mixed ahead of the Federal Reserve's interest rate decision this afternoon."
2,"The S&P/TSX composite index was down 60.70 points at 21,653.84."
3,"In New York, the Dow Jones industrial average was up 94.84 points at 37,910.76."
4,"The S&P 500 index was down 15.08 points at 5,020.61, while the Nasdaq composite was down 65.64 points at 15,592.18."
5,The Canadian dollar traded for 72.63 cents US compared with 72.75 cents US on Tuesday.
6,The June crude oil contract was down US$2.23 at US$79.70 per barrel and the June natural gas contract was down eight cents at US$1.92 per mmBTU.
7,"The June gold contract was up US$12.20 at US$2,315.10 an ounce and the July copper contract was down two cents at US$4.54 a pound."
8,"This report by The Canadian Press was first published May 1, 2024."
9,"Companies in this story: (TSX:GSPTSE, TSX:CADUSD)
 The Canadian Press
 
 
 TORONTO — Canada's main stock index was lower in late-morning trading, weighed down by losses in the energy stocks as the price of oil fell, while U.S. stock markets were mixed ahead of the Federal Reserve's interest rate decision this afternoon."
10,"TORONTO — Canada's main stock index was lower in late-morning trading, weighed down by losses in the energy stocks as the price of oil fell, while U.S. stock markets were mixed ahead of the Federal Reserve's interest rate decision this afternoon."
11,"The S&P/TSX composite index was down 60.70 points at 21,653.84."
12,"In New York, the Dow Jones industrial average was up 94.84 points at 37,910.76."
13,"The S&P 500 index was down 15.08 points at 5,020.61, while the Nasdaq composite was down 65.64 points at 15,592.18."
14,The Canadian dollar traded for 72.63 cents US compared with 72.75 cents US on Tuesday.
15,The June crude oil contract was down US$2.23 at US$79.70 per barrel and the June natural gas contract was down eight cents at US$1.92 per mmBTU.
16,"The June gold contract was up US$12.20 at US$2,315.10 an ounce and the July copper contract was down two cents at US$4.54 a pound."
17,"This report by The Canadian Press was first published May 1, 2024."
18,"Companies in this story: (TSX:GSPTSE, TSX:CADUSD)
 The Canadian Press
 
 
 TORONTO — Canada's main stock index was lower in late-morning trading, weighed down by losses in the energy stocks as the price of oil fell, while U.S. stock markets were mixed ahead of the Federal Reserve's interest rate decision this afternoon."
19,"TORONTO — Canada's main stock index was lower in late-morning trading, weighed down by losses in the energy stocks as the price of oil fell, while U.S. stock markets were mixed ahead of the Federal Reserve's interest rate decision this afternoon."
20,"TORONTO — Canada's main stock index was lower in late-morning trading, weighed down by losses in the energy stocks as the price of oil fell, while U.S. stock markets were mixed ahead of the Federal Reserve's interest rate decision this afternoon."
21,"The S&P/TSX composite index was down 60.70 points at 21,653.84."
22,"In New York, the Dow Jones industrial average was up 94.84 points at 37,910.76."
23,"The S&P 500 index was down 15.08 points at 5,020.61, while the Nasdaq composite was down 65.64 points at 15,592.18."
24,The Canadian dollar traded for 72.63 cents US compared with 72.75 cents US on Tuesday.
25,The June crude oil contract was down US$2.23 at US$79.70 per barrel and the June natural gas contract was down eight cents at US$1.92 per mmBTU.
26,"The June gold contract was up US$12.20 at US$2,315.10 an ounce and the July copper contract was down two cents at US$4.54 a pound."
27,"This report by The Canadian Press was first published May 1, 2024."
28,"Companies in this story: (TSX:GSPTSE, TSX:CADUSD)
 The Canadian Press
 
 
 TORONTO — Canada's main stock index was lower in late-morning trading, weighed down by losses in the energy stocks as the price of oil fell, while U.S. stock markets were mixed ahead of the Federal Reserve's interest rate decision this afternoon."
29,"TORONTO — Canada's main stock index was lower in late-morning trading, weighed down by losses in the energy stocks as the price of oil fell, while U.S. stock markets were mixed ahead of the Federal Reserve's interest rate decision this afternoon."
30,"The S&P/TSX composite index was down 60.70 points at 21,653.84."
31,"In New York, the Dow Jones industrial average was up 94.84 points at 37,910.76."
32,"The S&P 500 index was down 15.08 points at 5,020.61, while the Nasdaq composite was down 65.64 points at 15,592.18."
33,The Canadian dollar traded for 72.63 cents US compared with 72.75 cents US on Tuesday.
34,The June crude oil contract was down US$2.23 at US$79.70 per barrel and the June natural gas contract was down eight cents at US$1.92 per mmBTU.
