id,sentence
0,"Wall Street stocks inched up ahead of the US Federal Reserve’s meeting
 Traders on the New York Stock Exchange."
1,"Wall Street stocks inched up in early trading, while government bonds and the dollar were muted ahead of the US Federal Reserve’s meeting later in the day and central bank decisions in Europe and Britain on Thursday."
2,"Photograph: Spencer Platt/Getty Images
 European shares were subdued on Wednesday after hitting near one-week highs in the previous session, as investors treaded cautiously ahead of the US Federal Reserve’s interest rate decision."
3,"Concerns about the future trajectory of rate hikes kept optimism in check, as investors worried about the prospects of the US economy being tipped into a recession from sharp interest rate hikes."
4,Both the Bank of England and the European Central Bank will announce interest rate decisions on Thursday.
5,"Dublin
 The Iseq finished flat in line with the moribund mood across European markets."
6,"Ryanair fell for the third consecutive session, declining 1.4 per cent to €12.85, while Paddy Power owner Flutter Entertainment slipped 0.7 per cent to €139.70."
7,"READ MORE
 Insulation maker Kingspan also went into reverse, dropping 1.5 per cent to €53.50, while Bank of Ireland was down 1.1 per cent at €7.82."
8,"But AIB added 1.3 per cent to €3.21, building materials giant CRH rose almost 0.7 per cent to €38.06 and food group Kerry gained 1.65 per cent to €87.36."
9,"London
 The UK’s main stock indexes closed lower as investors took little relief from softer-than-expected UK inflation."
10,"The export-oriented FTSE 100 slipped 0.1 per cent, while the domestically focused FTSE 250 shed 0.3 per cent."
11,"Sterling benefited from weakness in the dollar and positivity surrounding a sharper-than-expected slowdown in inflation, which dipped from 11.1 per cent to 10.7 per cent in November."
12,"UK housebuilders fell 1.2 per cent as JPMorgan analysts published a cautious note on the sector, downgrading several stocks, citing a “seasonal lull” for the next few months."
13,"Among single stocks, TUI fell 8 per cent after the world’s largest holiday company said it planned to repay Covid support through a capital raise next year."
14,"BT Group was a bright spot, up 2.1 per cent, after the telecoms and network provider submitted its new Equinox 2 wholesale fibre offer to the British communications regulator Ofcom."
15,"Europe
 The region-wide STOXX 600 closed flat."
16,The index had rallied more than 1 per cent on Tuesday after softer-than-expected US inflation data raised hopes of the Fed shifting to smaller rate hikes.
17,"Euro zone borrowing costs rose amid hawkish remarks from European Central Bank sources, while investors were cashing in on a bond rally the day before fuelled by US inflation data."
18,"Rate-sensitive technology stocks declined 0.9 per cent, while banks fell 0.5 per cent."
19,"Defensive stocks such as Nestle and Unilever added 1 per cent each, capping losses on STOXX 600."
20,"Travel and leisure stocks fell 1.4 per cent, dragged lower by London-listed shares of TUI, which fell 8 per cent after the world’s largest holiday firm said it planned to repay Covid-19 support through a capital raise next year."
21,"Meanwhile, Zara owner Inditex rose 3.1 per cent after the world’s biggest fashion retailer posted a 24 per cent increase in net profit for the first nine months of its fiscal year."
22,"US
 Wall Street stocks inched up in early trading, while government bonds and the dollar were muted ahead of the US Federal Reserve’s meeting later in the day and central bank decisions in Europe and Britain on Thursday."
23,The subdued price moves followed a rally in stocks and a sharp drop in the US dollar in the previous session when consumer prices data showed a slowdown in inflation.
24,That lifted hopes that central banks will stop raising interest rates in early 2023.
25,"Mega-cap growth stocks like Microsoft, Apple, Mastercard and Qualcomm gained between 0.9 per cent and 1.1 per cent in the morning, while Tesla slipped 2 per cent after a Goldman Sachs analyst trimmed the price target for the electric-vehicle maker’s stock."
26,Delta Air Lines advanced 2 per cent as the Atlanta-based carrier is expecting to nearly double its profit next year.
27,"Additional reporting: Reuters
 
 
 The Federal Reserve reinforced its inflation fight Wednesday by raising its key interest rate for the seventh time this year and signaling more hikes to come."
28,But the Fed announced a smaller hike than it had in its past four meetings at a time when inflation is showing signs of easing.
29,WASHINGTON (AP) — The Federal Reserve reinforced its inflation fight Wednesday by raising its key interest rate for the seventh time this year and signaling more hikes to come.
30,But the Fed announced a smaller hike than it had in its past four meetings at a time when inflation is showing signs of easing.
31,"The Fed boosted its benchmark rate a half-point to a range of 4.25% to 4.5%, its highest level in 15 years."
32,"Though smaller than its previous three-quarter-point hikes, the latest move will further heighten the costs of many consumer and business loans and the risk of a recession."
33,The policymakers also forecast that their key short-term rate will reach a range of 5% to 5.25% by the end of 2023.
34,That suggests that the Fed is prepared to raise its benchmark rate by an additional three-quarters of a point and leave it there until the end of next year.
35,Some economists had expected that they would project only an additional half-point increase.
36,The central bank’s latest rate hike was announced one day after an encouraging report showed that inflation in the United States slowed in November for a fifth straight month.
37,"The year-over-year increase of 7.1%, though still high, was sharply below a recent peak of 9.1% in June."
38,Fed officials have indicated that they see some evidence of progress in their drive to defeat the worst inflation bout in four decades and to bring inflation back down to their 2% annual target.
39,"The national average for a gallon of regular gas, for example, has tumbled from $5 in June to $3.21."
40,"Many supply chains have unraveled, helping reduce goods prices."
41,"The better-than-expected November inflation data showed that the prices of used cars, furniture and toys all declined last month."
42,So did the costs of services from hotels to airfares to car rentals.
43,"Rental and home prices are falling, too, though those declines have yet to feed into the government’s data."
44,"And one measure the Fed tracks closely — “core” prices, which exclude volatile food and energy costs for a clearer snapshot of underlying inflation — rose only slightly for a second straight month."
45,"Inflation has also eased slightly in Europe and the United Kingdom, leading analysts to expect the European Central Bank and the Bank of England to slow their pace of rate hikes at their meetings Thursday."
46,Both are expected to raise rates by half a point to target still painfully high prices spikes after big three-quarter-point increases.
47,"Inflation in the 19 countries using the euro currency fell to 10% from 10.6% in October, the first decline since June 2021."
48,The rate is so far above the bank’s 2% goal that rate hikes are expected to continue into next year.
49,Britain’s inflation also eased from a 41-year record of 11.1% in October to a still-high 10.7% in November.
50,"At the Fed, Chair Jerome Powell has made clear that the central bank isn’t close to declaring victory over high inflation."
51,Fed officials will likely want to see further moderate inflation readings before they would be comfortable suspending their rate hikes.
52,One reason for caution is that inflation gauges can sometimes reignite after initially slowing.
53,"In 2021, for example, core price increases slowed for a couple of months in the summer before accelerating again and reaching new heights."
