,title,publishedAt,description,content,url
0,Federal Reserve to raise interest rates by 0.5% to slow inflation,2022-05-04T16:32:40Z,"The Federal Reserve is expected to announce that it lifted its core interest rate by as much as 0.5%, its second hike in two months as it works to cool inflation","The Federal Reserve is expected to lift its core interest rate by as much as 0.5 percent on Wednesday — its second hike in two months as the central bank works to fight inflation levels that have reached 40-year highs.
The widely expected move comes as the Fed seeks to cool off a pandemic recovery that has produced stellar job growth, but that has come against a backdrop of soaring prices across a range of goods and services, from gas to real estate. Labor, too, has gotten more expensive, fueling shortages and putting pressure on the Fed to slow companies' expansion plans.
Thanks to prior comments by Fed Chairman Jerome Powell and other Fed officials in the run-up to Wednesday's announcement, higher rates have already begun to show up in everyday borrowing transactions for products including homes and autos, according to Gus Faucher, senior vice president and chief economist of the PNC Financial Services Group.
""Where we're more likely to see them [higher rates] show up now in is short-term borrowing costs,"" Faucher said. ""So one-year adjustable-rate mortgages, CD [certificate of deposit] rates may move up a little bit.""
While surging prices have historically come amid sputtering economic growth, many economists see the U.S.'s current financial picture as one that has been able to largely absorb recent leaps in the cost of goods.
Still, there remains some concern that the Fed has fallen behind when it comes to fighting inflation, and that it could end up having to raise rates so aggressively that it ends up tipping the economy into a recession. As economists at Bank of America wrote in a note to investors Monday, markets believe the Fed may have to set the federal funds rate beyond 3 percent to cool down inflation by making it more expensive to borrow. The current core or federal funds rate is now 0.33 percent.
Some economists were encouraged by data Monday that showed a slowdown in U.S. manufacturing activity as one reason why the Fed may not have to be as aggressive in raising rates as some have feared in recent months. Ian Shepherdson, chief economist at Pantheon Macroeconomics, is among those who believe inflation likely peaked in March, meaning the Fed will be able to slow its pace of interest rate hikes.
In a note to clients Monday, Shepherdson also cited ""the rollover in housing demand, the impending steep drop in inflation, and the broad tightening of financial conditions"" as arguments against ""endless"" rate hikes. ""None of this will prevent a 50 [basis point] hike [Wednesday], or likely in June, but we are on the alert for markets to start scaling back their expectations for mid-summer onwards.""
But PNC's Faucher said he believes a recession could still come in the next 24 months or so. He puts the odds that the economy goes into reverse at about 1 in 3.
""The Fed may decide we need to experience a mild recession to bring down wage-inflationary pressures,"" Faucher said. ""But the good news is starting from a very good place in the labor market.""
As a result, Faucher said, job losses are more likely to be concentrated in areas like housing and other durable goods that are interest-rate sensitive, as opposed to services consumption.
Still, he said, the next few years are likely to be turbulent.
""Right now the economy looks good,"" Faucher said. ""We've got good job growth, good consumer spending growth, so we are not in imminent danger of a recession — but the risk is elevated, and even if we don’t get a recession, things are going to be bumpy the next couple of years.""",https://www.nbcnews.com/business/economy/federal-reserve-interest-rate-increase-inflation-rcna26982
1,"Stock market selloff is exactly what the Fed wants, former NY Fed chief says",2022-05-04T16:00:52Z,"Turmoil on Wall Street is a feature, not a bug, of the Federal Reserve's fight against inflation, according to former New York Federal Reserve President Bill Dudley.","New York (CNN Business) Turmoil on Wall Street is a feature, not a bug, of the Federal Reserve's fight against inflation, according to former New York Federal Reserve President Bill Dudley.
""What's happening right now is exactly what the Federal Reserve wants to happen,"" Dudley told CNN in an interview, referring to recent volatility in the financial markets
Turbulence on Wall Street has increased as investors worry about a potential recession and brace for a series of interest rate hikes from the Federal Reserve. The S&P 500 lost more than 13% of its value between January and April, marking its worst start to a year since 1939
""They want a weaker stock market. They want higher bond yields,"" Dudley said. ""The stock market I think is finally catching onto that.""
The Fed came to the rescue in March 2020 by slashing interest rates to zero and promising to purchase trillions of dollars in bonds. Those moves laid the foundation for blockbuster returns in the stock market, gains that helped revive confidence in the US economy after the onset of Covid-19.
Read More",https://edition.cnn.com/2022/05/04/investing/stock-selloff-fed/index.html
2,"Watch live: Biden addresses inflation, economic growth and jobs",2022-05-04T14:52:33Z,"President Joe Biden will speak on economic growth, jobs and deficit reduction on Wednesday, just hours before the Federal Reserve is expected to make a significant rate hike to control inflation.","President Biden will address the U.S. economy and rising inflation during his remarks on Wednesday, the White House said. Photo by Samuel Corum/UPI | License Photo
May 4 (UPI) -- President Joe Biden will speak on economic growth, jobs and deficit reduction on Wednesday, just hours before the Federal Reserve is expected to make a significant rate hike to control inflation. The Fed ends its two-day policy meeting on Wednesday afternoon and is widely expected by most analysts to make a half-point or three-quarter-point interest rate hike -- a standard move to get a handle on rising prices. Advertisement
Biden was scheduled to deliver his remarks at 11 a.m. EDT.
The Fed last increased rates in March by a quarter-point for the first time since 2018. That followed two years of rate decreases and emergency actions to counter the COVID-19 crisis.
Earlier Wednesday, ADP and Moody's Analytics reported that the U.S. economy added almost 250,000 private jobs in April, missing expectations by about 130,000 hirings.
Most of the new jobs were created among larger companies and small businesses on the whole lost jobs last month.
The Labor Department will issue its April jobs report on Friday. Most economists expect that survey to show about 385,000 new hirings last month.
Advertisement
This week in Washington",https://www.upi.com/Top_News/US/2022/05/04/joe-biden-economy-inflation/6181651674831/
3,"Treasury Yields Tick Up as Investors Weigh Fed Meeting, Auction Cuts",2022-05-04T14:42:00Z,"U.S. government bond yields edged higher after the Treasury Department announced changes to debt auctions, with investors awaiting the outcome of the Federal Reserve’s latest meeting.","U.S. Treasury yields edged higher Wednesday after the Treasury Department announced changes to debt auctions, with investors awaiting the outcome of the Federal Reserve’s latest policy meeting.
Yields, which rise when bond prices fall, held fairly steady in the overnight session, with the 10-year yield briefly topping 3% before sliding back down again. They then held their range after the Treasury’s announcement, which revealed that it plans to make smaller reductions to the size of its fixed-rate note and bond auctions between May and July, after implementing larger cuts in recent months.",https://www.wsj.com/articles/treasury-yields-tick-up-as-investors-weigh-fed-meeting-auction-cuts-11651675325
4,Bitcoin Prices Rise. The Fed's Rates Decision Looms Large.,2022-05-04T13:24:00Z,Digital assets remain under pressure as the crypto market awaits an interest-rate decision from the Federal Reserve.,"Bitcoin prices rose Wednesday but cryptocurrencies remained under pressure, with the largest digital assets trading on the lower end of their recent ranges ahead of a hotly anticipated decision on interest rates from the Federal Reserve.
The price of Bitcoin was up 1% over the past 24 hours to above $38,900, bouncing higher from a recent low around $37,700. The leading digital asset had fallen four out of the past five days as of Tuesday and was trading on the lower end of its recent range around $40,000. Bitcoin changed...",https://www.barrons.com/articles/bitcoin-ether-crypto-prices-today-fed-decision-51651659553
5,Jamie Dimon: The Cold War is back and a recession is a real possibility,2022-05-04T12:39:23Z,JPMorgan Chase CEO Jamie Dimon said Wednesday that the Federal Reserve should have moved sooner to raise interest rates and conceded the odds do not favor taming inflation without sparking a recession.,"New York (CNN Business) JPMorgan Chase CEO Jamie Dimon said Wednesday that the Federal Reserve should have moved sooner to raise interest rates and conceded the odds do not favor taming inflation without sparking a recession.
""We're a little late but remember two years ago we had 15% unemployment and no vaccine. People should take a deep breath and give them a chance,"" Dimon told Bloomberg TV. ""The sooner they move the better.""
JPMorgan JPM TheCEO added that the federal government needs to focus on national security in the wake of the war in Ukraine.
""The Cold War is back,"" Dimon said. ""Global energy is precarious...If oil goes to $185 that's a huge problem for people and we should do everything we can today. We need to pump more oil and gas.""
The good news is Dimon says the US economy is ""very strong"" right now and consumers are in ""great shape.""
Read More",https://edition.cnn.com/2022/05/04/economy/jamie-dimon-fed-recession/index.html
6,5 things to know before the stock market opens Wednesday,2022-05-04T12:27:37Z,U.S. stock futures pointed to a higher open Wednesday ahead of the conclusion of the Federal Reserve's two-day May meeting.,"1. Wall Street set to rise ahead of Fed decision, after weaker ADP data
Traders on the floor of the NYSE, May 3, 2022. Source: NYSE
U.S. stock futures pointed to a higher open Wednesday ahead of the conclusion of the Federal Reserve's two-day May meeting, which almost certainly will bring an aggressive 50 basis point interest rate hike to fight inflation. If the premarket gains were to hold by the close, it would be the third straight positive session for the Dow Jones Industrial Average, the S&P 500 and the Nasdaq, the first time that's happened since March. The Dow on Tuesday rose 0.2%. The S&P 500 climbed nearly 0.5%, and the Nasdaq advanced 0.2%.
Monday, the first trading day of May, saw the S&P 500 hit a new 2022 intraday low before Wall Street rallied and closed higher across the board.
For all of April, the Nasdaq had its worst month since October 2008. The Dow and S&P 500 had their worst since March 2020, the month the Covid pandemic was declared.
2. Bond yields rise as investors contemplate a much more aggressive Fed
Traders work, as Federal Reserve Chair Jerome Powell is seen on a screen delivering remarks, at the New York Stock Exchange (NYSE) in New York City, March 16, 2022. Brendan McDermid | Reuters
The benchmark 10-year Treasury yield on Wednesday ticked higher but traded below the prior session's push above 3% for a high back to December 2018. The Fed's May meeting ends at 2 p.m. ET and Chairman Jerome Powell holds his typical post-meeting news conference 30 minutes later. Respondents to the May CNBC Fed Survey expect the central bank to hike rates by 50 basis points again next month as it also looks to reduce its balance sheet. Survey respondents also anticipate a recession at the end of the Fed tightening cycle.
The market expects rate increases at the Fed's July, September, November and December meetings of at least 25 basis points, like the move in March, which was the first hike in rates in more than more three years.
ADP said Wednesday morning that U.S. companies added a much weaker-than-expected 247,000 jobs in April, as employers continue to struggle to find workers to fill open positions. The ADP data has not been the greatest indicator of the government's monthly payrolls number, which comes Friday.
3. Lyft, Uber sink after the ride-hailing companies report spotty quarters
A sign marks a rendezvous location for Lyft and Uber users at San Diego State University in San Diego, California, May 13, 2020. Mike Blake | Reuters
Lyft shares sank roughly 27% in Wednesday's premarket, the morning after the ride-hailing company said it would increase spending to attract more drivers, leading to forward guidance that fell short of analyst predictions. First-quarter earnings of 7 cents per share beat estimates for a 7-cent loss. Revenue of $876 million also surpassed estimates. Lyft reported 17.8 million active riders in Q1, narrowly missing estimates and lower then the fourth quarter's 18.73 million. Shares of Uber fell 9% in the premarket after the rides and logistics giant on Wednesday morning reported a better-than-expected increase in revenue during the first quarter to $6.85 billion. The company said it continues to recover from pandemic lows and won't have to put up ""significant"" investments to keep drivers. Uber did report a net loss of $5.9 billion for the first quarter, primarily due to its equity investments.
4. Moderna blows away earnings estimates; CVS Health raises its outlook
The Moderna Covid-19 vaccine is prepared for administration ahead of a free distribution of over the counter rapid Covid-19 test kits to people receiving their vaccines or boosters at Union Station in Los Angeles, California on January 7, 2022. Frederic J. Brown | AFP | Getty Images
Moderna sold $5.9 billion of its Covid vaccine in the first quarter, blowing out revenue and profit expectations. The company's shares soared around 4% in premarket trading. The biotech name on Wednesday maintained its full-year guidance of $21 billion in Covid vaccine sales. CEO Stephane Bancel said he expects Moderna to book even stronger vaccine sales in the second half of the year as governments order more shots to get ready for fall vaccination campaigns.
A CVS pharmacy is seen in Bloomsburg. Paul Weaver | LightRocket | Getty Images
Shares of CVS Health rose roughly 1.5% in the premarket after the drugstore and benefits management giant Wednesday morning reported better-than-expected first-quarter earnings and revenue. CVS said demand increased for prescriptions as it saw a more typical cough, cold and flu season in the first quarter. Sales of over-the-counter Covid test kits helped results, but coronavirus vaccines and in-store testing declined. CVS also raised full-year guidance.
5. Starbucks suspends guidance, sweetens perks amid union drives",https://www.cnbc.com/2022/05/04/5-things-to-know-before-the-stock-market-opens-wednesday-may-4.html
7,The Fed was late to inflation. Will it miss the next big risk?,2022-05-04T12:19:51Z,The Federal Reserve is finally getting aggressive in its bid to fight decades-high inflation.,"A version of this story first appeared in CNN Business' Before the Bell newsletter. Not a subscriber? You can sign up right here . You can listen to an audio version of the newsletter by clicking the same link.
London (CNN Business) The Federal Reserve is finally getting aggressive in its bid to fight decades-high inflation .
What's happening: The central bank is expected to hike interest rates by half a percentage point on Wednesday for the first time since 2000. Investors think it will deliver hikes of the same magnitude in June and July.
But arriving late to the scene will have consequences.
Boosting rates just as growth starts slowing comes with a heightened risk of cooling activity so much it triggers a recession. And in just a few months, the Fed may pay the price for playing catch-up.
""I think they're paying too much attention to what's happened in the past and not enough attention to what's happening going forward,"" Guillaume Menuet, Citi Private Bank's head of investment strategy and economics in Europe, the Middle East and Africa, told me.
Breaking it down: The Fed knows it needs to act decisively to keep inflation expectations from getting out of hand and to protect its credibility.
In March 2021, the central bank predicted median inflation in 2022 of just 2%. Fast forward one year, and the central bank's preferred measure of tracking consumer prices put inflation at 6.6% , the highest level in 40 years.
""We are late, late, late,"" said Pascal Blanqué, chairman of the Amundi Institute.
But getting tough right now won't be a clear fix for the problem. While raising interest rates sends an important signal, it typically takes 12 to 18 months for the impact of such a move to feed through to the economy.
Plus, while hiking rates can help put a lid on hot demand, it won't do anything to tackle the supply chain issues that have been a key driver of higher prices.
Meanwhile, the recovery from the pandemic is losing steam. Consumer spending is still strong, but news that the US economy shrank in the first three months of 2022 surprised economists
Elevated energy prices pose a big risk to consumption in the coming quarters, and a slowdown of activity in Europe and China could have global ramifications.
All this means that later this year, the Fed could find itself in a bind once again. Fed Chair Jerome Powell will face another conundrum: Should the central bank keep hiking interest rates to address inflation even if it tips the economy into recession, like Paul Volcker did in the early 1980s?
While Powell has expressed admiration for Volcker , both Menuet and Blanqué think it's unlikely that the Fed's current leader will channel his tactics for long. Since the 2008 financial crisis, the world has gotten very used to cheap money. That — plus the Fed's delay in starting to hike — will make it harder for the central bank to stay the course.
""I think it's probably going to be a case of short and sharp,"" Menuet said, referring to the Fed's tightening cycle.
Watch this space: The market expects the Fed to hike rates at every meeting for the rest of the year, achieving a main interest rate of more than 3% by the end of the 2022. If the Fed decides to prioritize normalizing interest rates over potential economic fallout, that's certainly possible.
But analysts at the Wells Fargo Investment Institute note that over time, interest rates have topped out at progressively lower levels. In 2006, they peaked at 5.25%, while in 2018, they only got as high as 2.5%. This time? Well, that depends on how long the Fed thinks it needs to compensate for its miscalculation on inflation.
EU proposes ban on Russian oil imports
The European Union is proposing to ban all oil imports from Russia and remove the country's biggest bank, Sberbank, from the SWIFT international payments network.
The latest: European Commission President Ursula von der Leyen said Wednesday the measures would form part of a sixth round of sanctions against Russia over its invasion of Ukraine, my CNN Business colleague Mark Thompson reports.
""We now propose a ban on Russian oil,"" she said during a speech to the European Parliament. ""Let's be clear: it will not be easy. But we simply have to work on it. We will make sure that we phase out Russian oil in an orderly fashion, to maximize pressure on Russia, while minimizing the impact on our own economies.""
Crude oil supply would be phased out within six months, and imports of refined oil products by the end of 2022, she added.
News of the proposal, which still needs the approval of all EU member states, boosted crude oil prices. Last year, Russia accounted for about 27% of EU oil imports. The bloc will need to find supply elsewhere at a time when the market is already strained.
Market reaction: Brent futures, the global benchmark, rose more than 4% to above $109 a barrel, while US oil futures climbed above $106.80.
Oil prices have risen by about 40% since the start of the year on fears that Russia's invasion of Ukraine will deliver a supply shock, fueling inflation and piling pressure on European economies.
EU countries have already agreed to phase out Russian coal imports but the bloc has found it much harder to reach consensus on oil sanctions despite weeks of talks.
But it's not a done deal yet. Hungary recently reiterated its opposition to an oil embargo, and Slovakia is reportedly seeking an exemption.
There are a record number of open jobs in America
Want another sign that the Federal Reserve is in a tight spot? Just look at the latest data on US job openings, which hit a record high in March.
The United States had 11.5 million open positions that month, the highest level since the Bureau of Labor Statistics started keeping track in 2000. The number of Americans who quit their jobs also hit an all-time high of 4.5 million.
On one hand, the data is a sign that the Federal Reserve has been effective in its aim of keeping policy loose to support the job market's recovery from the pandemic, even as it overlooked inflation. Companies are creating hundreds of thousands of jobs each month, and people who want better pay or working conditions are finding it easy to switch from one role to another.
""Workers continue to quit and get hired at fast rates in today's economy,"" said Elise Gould, senior economist at the progressive Economic Policy Institute. ""This 'churn' is a positive sign of a strengthening labor market where workers can quit, search and obtain new opportunities.""
But the massive number of job openings has also become part of the problem.
Employers need to pay more to find the workers they need, raising their costs. They then hike prices to maintain their margins — which in turn compels workers to ask for even higher wages to cover their expenses, creating a vicious cycle known as the ""wage-price spiral"" that policymakers are desperate to avoid.
Up next
CVS Health CVS Dine Brands DIN Marriott MAR Moderna MRNA Uber UBER Etsy ETSY Hostess Brands TWNK Spirit Airlines SAVE andreport results before US markets open. Booking Holdings,andfollow after the close.
Also today:
The ISM Non-Manufacturing Index, which tracks the US services sector, posts at 10 a.m. ET.
The Fed's latest policy announcement arrives at 2 p.m. ET, followed by a press conference with Powell.",https://edition.cnn.com/2022/05/04/investing/premarket-stocks-trading/index.html
8,"Stock market advances; SM Prime, Converge up",2022-05-04T12:15:00Z,The stock market bounced back Wednesday on profit taking ahead of what is expected to be the biggest Federal Reserve interest rate hike in more than two decades.,"The stock market bounced back Wednesday on profit taking ahead of what is expected to be the biggest Federal Reserve interest rate hike in more than two decades.
The Philippine Stock Exchange Index rose 81.65 points, or 1.2 percent, to 6,802.73 on a value turnover of P6.9 billion. Losers, however, beat gainers, 124 to 64, with 54 issues unchanged.
SM Prime Holdings Inc. of the Sy Group advanced 5 percent to P36.75, while noodles maker Monde Nissin Corp. climbed 3.7 percent to P13.90.
Fiber broadband provider Converge ICT Solutions Inc. increased 3.3 percent to P28.20, but Globe Telecom Inc., the second-biggest telecommunications firm, fell 2.3 percent to P2,222.
The rest of Asian equities fell in Asian trade Wednesday in nervous trading.
ADVERTISEMENT
With inflation showing little sign of easing from its 40-year highs, the US central bank has set itself on a hawkish course of tightening this year, sending shivers through world markets.
The prospect of higher borrowing costs has been compounded by a range of crises including the war in Ukraine, elevated oil prices and China’s COVID lockdowns that have strangled crucial global supply chains.
The Fed now has to walk a fine line between getting control of surging prices and making sure it does not knock the recovery in the world’s top economy off course.
“The Fed remains very focused on bringing inflation down, however, any further hawkish pivots will likely be tempered to some extent by the desire to achieve a soft landing,” said Blerina Uruci at T. Rowe Price.
The Fed is expected to announce a half-percentage point lift Wednesday—its biggest since 2000—but boss Jerome Powell’s post-meeting news conference will be closely watched for an idea about future hikes.
Speculation was swirling that 75 basis points could be on the table at some point this year.
“Powell will fall back to ‘we are not on pre-set rate hikes’ or something along those lines—’we go in with an open mind each meeting and will talk it over and we’ll see where we go from there’,” said Tony Farren, managing director at Mischler Financial Group.
“The market would take that as hawkish. For his comments to seem dovish, he’d have to shut down the talk of 75 basis points. And while I don’t think he’ll endorse it, I don’t think he’ll shut it down.”
After a broadly positive lead from Wall Street, Asian markets struggled in holiday-thinned trade.
Hong Kong, Sydney, Seoul, Mumbai and Singapore slipped, but Taipei rose while Wellington was flat.
Tokyo, Shanghai, Jakarta, Kuala Lumpur and Bangkok were closed.
Oil prices rose after European Commission president Ursula von der Leyen on Wednesday said the European Union would impose a gradual Russian oil ban in retaliation for the war in Ukraine.
The news offset the expected hit to demand from China’s coronavirus lockdowns, including in the country’s biggest city, Shanghai.
A huge release of crude from reserves by dozens of countries including the United States has also helped keep prices tempered.
Investors are waiting for a meeting Thursday of OPEC and other major producers including Russia, where they will discuss whether or not to lift output more than expected. With AFP
Please enable JavaScript to view the comments powered by Disqus.",https://manilastandard.net/business/business-stocks/314225907/stock-market-advances-sm-prime-converge-up.html
9,U.S. Federal Reserve expected to step up inflation fight with big interest rate hike,2022-05-04T11:57:46Z,A policy statement is due to be released at 2 p.m. EDT on Wednesday following the end of the Federal Reserve’s latest two-day meeting,"An eagle tops the Federal Reserve building's facade in Washington, on July 31, 2013.Jonathan Ernst/Reuters
The Federal Reserve on Wednesday is expected to raise interest rates by half of a percentage point and announce the start of reductions to its $9-trillion balance sheet as U.S. central bankers intensify efforts to bring down high inflation.
Fed policy-makers have widely telegraphed a double-barrelled decision that would lift the Fed’s short-term target policy rate to a range between 0.75 per cent and 1 per cent, and set in motion a plan to trim its portfolio of Treasuries and mortgage-backed securities (MBS) by as much $95-billion a month.
The policy statement is due to be released at 2 p.m. EDT (1800 GMT) following the end of the Fed’s latest two-day meeting.
Markets have priced in further rate increases through this year and into next, including at least a couple more half-percentage-point hikes, as traders bet the central bank moves much more quickly than it had anticipated it would in March to get borrowing costs up to where they will start actively curbing inflation.
With no fresh Fed economic or policy rate projections due until the central bank’s June meeting, most clues on how far and how fast it is prepared to go will come from Fed Chair Jerome Powell’s news conference, which starts at 2:30 p.m. EDT.
The Fed began its current round of policy tightening in mid-March with a quarter-percentage-point rate hike, smaller than many policy-makers had wanted given inflation had hit a 40-year high, but calibrated so as not to inject more uncertainty into global markets roiled by Russia’s Feb. 24 invasion of Ukraine.
In the weeks since that decision, inflation has gained new steam as the war pushed up oil and food prices and China’s strict lockdowns to combat the spread of COVID-19 further disrupted supply chains.
Data on the U.S. labour market also suggests increasing labour market tightness, with employment costs surging as businesses struggle to hold onto workers. A record number of job openings may also translate to higher wages that could also feed through to inflation.
All that is ratcheting up the pressure on the Fed to act more decisively to rein things in.
“Powell will continue to have a strong incentive to sound hawkish,” Piper Sandler economist Roberto Perli said this week. “The Fed’s focus these days is 100 per cent on bringing inflation down, and hawkish expectations help that cause.”
In the run-up to this week’s meeting, Powell has said he wants to get rates “expeditiously” to what Fed policy-makers regard as a “neutral” range of 2.25 per cent-2.5 per cent, and then higher if needed.
Most of his colleagues appear to be on board with at least the first part of that plan.
The aim would be to lift borrowing costs high enough and fast enough that households slow spending and businesses pare hiring in response, reducing inflation that is now about three times the Fed’s 2 per cent target.
But the central bank wants to avoid raising rates so high or so fast that it short-circuits the labour market and trips up the economy. The U.S. unemployment rate has only just dropped to 3.6 per cent, near the pre-pandemic level, and any large reversal could be a prelude to a recession.
The Fed has managed “soft landings” infrequently in the past, analysts say, and at this point has allowed inflation to rise so much faster than interest rates that it may have already missed its chance to do so.
And while it is expected to raise rates rather quickly now to compensate, the inflation path will also depend on a number of factors beyond the Fed’s control, including the evolution of the pandemic, the war in Ukraine, and ongoing supply and labour shortages connected to both.
The Fed’s plan to reduce its balance sheet will also be a focus on Wednesday. While the broad outlines were disclosed about three weeks ago in minutes of the Fed’s March meeting, investors expect to learn details of the speed and extent of the plan, including possible MBS sales at some point in the future.
Be smart with your money. Get the latest investing insights delivered right to your inbox three times a week, with the Globe Investor newsletter. Sign up today.",https://www.theglobeandmail.com/business/international-business/us-business/article-us-federal-reserve-expected-to-step-up-inflation-fight-with-big/
