id,sentence
0,"For release at 2:00 p.m. EDT March 22, 2023
 Recent indicators point to modest growth in spending and production."
1,"Job gains have
 picked up in recent months and are running at a robust pace; the unemployment rate has
 remained low."
2,Inflation remains elevated.
3,The U.S. banking system is sound and resilient.
4,"Recent developments are likely to result
 in tighter credit conditions for households and businesses and to weigh on economic activity,
 hiring, and inflation."
5,The extent of these effects is uncertain.
6,"The Committee remains highly
 attentive to inflation risks."
7,"The Committee seeks to achieve maximum employment and inflation at the rate of
 2 percent over the longer run."
8,"In support of these goals, the Committee decided to raise the
 target range for the federal funds rate to 4-3/4 to 5 percent."
9,"The Committee will closely monitor
 incoming information and assess the implications for monetary policy."
10,"The Committee
 anticipates that some additional policy firming may be appropriate in order to attain a stance of
 monetary policy that is sufficiently restrictive to return inflation to 2 percent over time."
11,"In
 determining the extent of future increases in the target range, the Committee will take into
 account the cumulative tightening of monetary policy, the lags with which monetary policy
 affects economic activity and inflation, and economic and financial developments."
12,"In addition,
 the Committee will continue reducing its holdings of Treasury securities and agency debt and
 agency mortgage-backed securities, as described in its previously announced plans."
13,"The
 Committee is strongly committed to returning inflation to its 2 percent objective."
14,"(more)
 -2-
 In assessing the appropriate stance of monetary policy, the Committee will continue to
 monitor the implications of incoming information for the economic outlook."
15,"The Committee
 would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that
 could impede the attainment of the Committee’s goals."
16,"The Committee’s assessments will take
 into account a wide range of information, including readings on labor market conditions,
 inflation pressures and inflation expectations, and financial and international developments."
17,"Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams,
 Vice Chair; Michael S. Barr; Michelle W. Bowman; Lisa D. Cook; Austan D. Goolsbee; Patrick
 Harker; Philip N. Jefferson; Neel Kashkari; Lorie K. Logan; and Christopher J. Waller."
18,"-0-
 For media inquiries, please email media@frb.gov or call 202-452-2955."
19,"Attachment
 For release at 2:00 p.m. EDT March 22, 2023
 Decisions Regarding Monetary Policy Implementation
 The Federal Reserve has made the following decisions to implement the monetary policy stance
 announced by the Federal Open Market Committee in its statement on March 22, 2023:
 • The Board of Governors of the Federal Reserve System voted unanimously to raise the
 interest rate paid on reserve balances to 4.9 percent, effective March 23, 2023."
20,"• As part of its policy decision, the Federal Open Market Committee voted to direct the Open
 Market Desk at the Federal Reserve Bank of New York, until instructed otherwise, to
 execute transactions in the System Open Market Account in accordance with the following
 domestic policy directive:
 ""Effective March 23, 2023, the Federal Open Market Committee directs the Desk to:
 o Undertake open market operations as necessary to maintain the federal funds rate
 in a target range of 4-3/4 to 5 percent."
21,"o Conduct standing overnight repurchase agreement operations with a minimum bid
 rate of 5 percent and with an aggregate operation limit of $500 billion."
22,"o Conduct standing overnight reverse repurchase agreement operations at an
 offering rate of 4.8 percent and with a per-counterparty limit of $160 billion per
 day."
23,"o Roll over at auction the amount of principal payments from the Federal Reserve's
 holdings of Treasury securities maturing in each calendar month that exceeds a
 cap of $60 billion per month."
24,"Redeem Treasury coupon securities up to this
 monthly cap and Treasury bills to the extent that coupon principal payments are
 less than the monthly cap."
25,"o Reinvest into agency mortgage-backed securities (MBS) the amount of principal
 payments from the Federal Reserve's holdings of agency debt and agency MBS
 received in each calendar month that exceeds a cap of $35 billion per month."
26,"o Allow modest deviations from stated amounts for reinvestments, if needed for
 operational reasons."
27,"o Engage in dollar roll and coupon swap transactions as necessary to facilitate
 settlement of the Federal Reserve's agency MBS transactions."""
28,"• In a related action, the Board of Governors of the Federal Reserve System voted
 unanimously to approve a 1/4 percentage point increase in the primary credit rate to
 5 percent, effective March 23, 2023."
29,"In taking this action, the Board approved requests to
 establish that rate submitted by the Boards of Directors of the Federal Reserve Banks of
 Boston, New York, Philadelphia, Richmond, Atlanta, Kansas City, Dallas, and San
 Francisco."
30,"(more)
 -2-
 This information will be updated as appropriate to reflect decisions of the Federal Open Market
 Committee or the Board of Governors regarding details of the Federal Reserve's operational tools
 and approach used to implement monetary policy."
31,"More information regarding open market operations and reinvestments may be found on the
 Federal Reserve Bank of New York's website."
