id,sentence
0,"The Federal Reserve is expected to stand pat on interest rates, but investors are eager to see what's in the forecast for cuts."
1,"Central bank policymakers are widely expected to stand pat on interest rates at the conclusion of their March policy meeting, but the dot plot will be the main event for traders."
2,"The policy-setting Federal Open Market Committee will issue its dot plot, a breakdown of individual members' expectations for interest rates moving forward."
3,"Investors kicked off 2024 with a sanguine outlook on interest rate cuts, anticipating that the Fed would lower rates six or seven times in increments of quarter percentage points."
4,"But those expectations have come down to reality, as investors now anticipate rates first falling in June and they forecast only three cuts."
5,The shift in the Street's forecast comes as economic data shows that inflation is proving to be harder to quash than many had hoped.
6,Read more from CNBC's Jeff Cox on what to expect from the Fed's meeting.
7,"-Darla Mercado
 
 
 Federal Reserve Chairman, Jerome Powell, is scheduled to hold a news conference at 2:30 p.m."
8,ET.
9,His remarks will be livestreamed within this story at that time.
10,This story will also be updated with today's rate decision by the F.O.M.C.
11,"Federal Reserve Chairman, Jerome Powell, is scheduled to hold a news conference at 2:30 p.m."
12,ET.
13,His remarks will be livestreamed within this story at that time.
14,This story will also be updated with today’s rate decision by the F.O.M.C.
15,"WASHINGTON (AP) — Two weeks ago, Chair Jerome Powell suggested that the Federal Reserve was “not far” from gaining the confidence it needed that inflation was headed sustainably toward its 2% target level, which would allow it to start cutting its benchmark interest rate."
16,"It was a tantalizing suggestion, because a cut in the Fed’s key rate has typically boosted the economy by reducing the cost of lending, from mortgages to business loans."
17,"It might also benefit President Joe Biden’s re-election bid, which is facing widespread public unhappiness over price levels across the economy."
18,"Since then, though, the latest inflation measures have turned out to be hotter than expected: A government report showed that consumer prices jumped from January to February by much more than is consistent with the Fed’s target."
19,A second report showed that wholesale inflation also came in surprisingly high — a possible sign of inflation pressures in the pipeline that could cause consumer price increases to stay elevated in the coming months.
20,A key question for Powell and the 18 other officials on the Fed’s interest-rate-setting committee is how — or whether — those figures have altered their timetable for cutting rates.
21,Powell will surely be pressed on the topic at a news conference Wednesday after the Fed ends its latest two-day meeting.
22,The central bank’s policymakers will also issue their updated quarterly projections for how they foresee the economy and interest rates changing in the months and years ahead.
23,"Their previous such projections in December showed that the officials expected to cut their benchmark rate three times this year, up from a previous forecast of two cuts."
24,"Most economists think the latest quarterly projections will again show that the policymakers expect to cut rates three times in 2024, though there’s a possibly they could reduce the expected number to two."
25,Economists generally envision the first rate cut coming in June.
26,"On Wednesday, the Fed is considered sure to keep its short-term rate, now at a 23-year high of nearly 5.4%, unchanged for a fifth straight time."
27,And it may not yet be entirely clear to Fed officials whether they have kept rates high enough for long enough to fully tame inflation.
28,"Consumer inflation, measured year over year, has tumbled from a peak of 9.1% in June 2022 to 3.2%."
29,Yet it’s remained stuck above 3%.
30,"And in the first two months of 2024, the costs of services such as rents, hotels and hospital stayed high, suggesting that high borrowing rates aren’t sufficiently slowing inflation in the economy’s vast service sector."
31,"While the Fed’s rate hikes typically make borrowing more expensive for homes, cars, appliances and other costly goods, they have much less effect on services spending, which doesn’t usually involve loans."
32,"With the economy still healthy, there is no compelling reason for the Fed to cut rates until it feels inflation is sustainably under control."
33,"At the same time, the central bank faces a competing concern: If it waits too long to cut rates, a long period of high borrowing costs could seriously weaken the economy and even tip it into a recession."
34,Powell warned of such an outcome when he testified to the Senate Banking Committee this month.
35,"He said the Fed was becoming more confident that inflation is continuing to slow, even if not in a straight line."
36,"“When we do get that confidence, and we’re not far from it,” he said, “it’ll be appropriate to begin” rate reductions “so that we don’t drive the economy into recession.”
 Despite widespread evidence of a sturdy economy, there are signs that it could weaken in the coming months."
37,"Americans slowed their spending at retailers in January and February, for example."
38,"The unemployment rate has reached 3.9% — still a healthy level, but up from a half-century low last year of 3.4%."
39,"And much of the hiring in recent months has occurred in government, health care and private education, with many other industries barely adding any jobs."
40,"Like the Fed, other major central banks are keeping rates high to ensure they have a firm handle on consumer price spikes."
41,"In Europe, pressure is building to lower borrowing costs as inflation drops and economic growth stalls."
42,"The European Central Bank’s leader hinted this month that a possible rate cut wouldn’t come until June, while the Bank of England isn’t expected to open the door to any imminent cut when it meets Thursday."
43,"Japan’s central bank, by contrast, is moving in the opposite direction: On Tuesday, it raised its benchmark rate for the first time in 17 years, in response to rising wages and inflation finally nearing its 2% target."
44,"The Bank of Japan was the last major central bank to lift its key rate out of negative territory, ending an unusual period that had led to negative rates in many European countries as well as in Japan."
45,"Federal Reserve Chairman, Jerome Powell, is scheduled to hold a news conference at 2:30 p.m."
46,ET.
47,His remarks will be livestreamed within this story at that time.
48,This story will also be updated with today's rate decision by the F.O.M.C.
49,"Federal Reserve Chairman, Jerome Powell, is scheduled to hold a news conference at 2:30 p.m."
50,ET.
51,His remarks will be livestreamed within this story at that time.
52,This story will also be updated with today’s rate decision by the F.O.M.C.
53,"WASHINGTON (AP) — Two weeks ago, Chair Jerome Powell suggested that the Federal Reserve was “not far” from gaining the confidence it needed that inflation was headed sustainably toward its 2% target level, which would allow it to start cutting its benchmark interest rate."
54,"It was a tantalizing suggestion, because a cut in the Fed’s key rate has typically boosted the economy by reducing the cost of lending, from mortgages to business loans."
55,"It might also benefit President Joe Biden’s re-election bid, which is facing widespread public unhappiness over price levels across the economy."
56,"Since then, though, the latest inflation measures have turned out to be hotter than expected: A government report showed that consumer prices jumped from January to February by much more than is consistent with the Fed’s target."
57,A second report showed that wholesale inflation also came in surprisingly high — a possible sign of inflation pressures in the pipeline that could cause consumer price increases to stay elevated in the coming months.
58,A key question for Powell and the 18 other officials on the Fed’s interest-rate-setting committee is how — or whether — those figures have altered their timetable for cutting rates.
59,Powell will surely be pressed on the topic at a news conference Wednesday after the Fed ends its latest two-day meeting.
60,The central bank’s policymakers will also issue their updated quarterly projections for how they foresee the economy and interest rates changing in the months and years ahead.
61,"Their previous such projections in December showed that the officials expected to cut their benchmark rate three times this year, up from a previous forecast of two cuts."
62,"Most economists think the latest quarterly projections will again show that the policymakers expect to cut rates three times in 2024, though there’s a possibly they could reduce the expected number to two."
63,Economists generally envision the first rate cut coming in June.
64,"On Wednesday, the Fed is considered sure to keep its short-term rate, now at a 23-year high of nearly 5.4%, unchanged for a fifth straight time."
65,And it may not yet be entirely clear to Fed officials whether they have kept rates high enough for long enough to fully tame inflation.
66,"Consumer inflation, measured year over year, has tumbled from a peak of 9.1% in June 2022 to 3.2%."
67,Yet it’s remained stuck above 3%.
68,"And in the first two months of 2024, the costs of services such as rents, hotels and hospital stayed high, suggesting that high borrowing rates aren’t sufficiently slowing inflation in the economy’s vast service sector."
69,"While the Fed’s rate hikes typically make borrowing more expensive for homes, cars, appliances and other costly goods, they have much less effect on services spending, which doesn’t usually involve loans."
70,"With the economy still healthy, there is no compelling reason for the Fed to cut rates until it feels inflation is sustainably under control."
71,"At the same time, the central bank faces a competing concern: If it waits too long to cut rates, a long period of high borrowing costs could seriously weaken the economy and even tip it into a recession."
72,Powell warned of such an outcome when he testified to the Senate Banking Committee this month.
73,"He said the Fed was becoming more confident that inflation is continuing to slow, even if not in a straight line."
74,"“When we do get that confidence, and we’re not far from it,” he said, “it’ll be appropriate to begin” rate reductions “so that we don’t drive the economy into recession.”
 Despite widespread evidence of a sturdy economy, there are signs that it could weaken in the coming months."
75,"Americans slowed their spending at retailers in January and February, for example."
76,"The unemployment rate has reached 3.9% — still a healthy level, but up from a half-century low last year of 3.4%."
77,"And much of the hiring in recent months has occurred in government, health care and private education, with many other industries barely adding any jobs."
78,"Like the Fed, other major central banks are keeping rates high to ensure they have a firm handle on consumer price spikes."
79,"In Europe, pressure is building to lower borrowing costs as inflation drops and economic growth stalls."
80,"The European Central Bank’s leader hinted this month that a possible rate cut wouldn’t come until June, while the Bank of England isn’t expected to open the door to any imminent cut when it meets Thursday."
81,"Japan’s central bank, by contrast, is moving in the opposite direction: On Tuesday, it raised its benchmark rate for the first time in 17 years, in response to rising wages and inflation finally nearing its 2% target."
82,"The Bank of Japan was the last major central bank to lift its key rate out of negative territory, ending an unusual period that had led to negative rates in many European countries as well as in Japan."
83,The yen hit a fresh multi-month low versus the dollar on Wednesday hours before the Federal Reserve concludes a two-day policy meeting after the Bank of Japan (BOJ) the day before raised interest rates for the first time in 17 years.
84,The yen hit a fresh multi-month low versus the dollar on Wednesday hours before the Federal Reserve concludes a two-day policy meeting after the Bank of Japan (BOJ) the day before raised interest rates for the first time in 17 years.
85,Analysts said the yield differential between U.S. Treasuries and Japanese government bonds remains wide and will keep pressure on the yen as it nears a multi-decade low of 151.94 hit in October 2022.
86,The dollar rose to 151.92 last November.
87,But the major central banks are largely moving in lockstep as they plan to cut interest rates to spur growth as economies slow and inflation keeps decelerating.
88,"""Nobody's expecting the BOJ to embark on a prolonged hiking cycle,"" said Bipan Rai, North America head of FX strategy at CIBC Capital Markets in Toronto."
89,"""You're still going to end up in a scenario where the rate differentials between the United States and Japan are going to look fairly wide."""
90,"The dollar was last up 0.6%
 against the yen at 151.79
 ."
91,"A potentially hawkish meeting of the Fed Open Market Committee poses downside risks to the yen, which could trigger a fresh round of measures from Japanese authorities to support it."
92,While investors expect the U.S. central bank to keep rates unchanged at its policy announcement at 2 p.m.
93,"ET (1800 GMT), the statement and comments by Fed Chair Jerome Powell could be more hawkish about the timing and extent of future easing."
94,"""If the yen falls further from the current levels, I expect some verbal intervention from Japanese authorities to support the currency,"" said Athanasios Vamvakidis, global head of forex research at BofA."
95,The yen weakened and Japanese government bond yields fell after the BOJ announced on Tuesday that there would be an exit from years of ultra-easy monetary policies.
96,"""The BOJ decided for a dovish exit from its negative rates policy."
97,They raised rates but for now they are staying there.
98,"Meanwhile they will continue buying the same amount of bonds,"" BofA's Vamvakidis said."
99,"The yen's drop was broad-based, with the currency weakening to 164.71 against the euro, its lowest since 2008, while against the pound, yen slipped to 192.84, its lowest since 2015."
100,"Low Japanese rates have made the yen the funding currency of choice for carry trades, in which traders typically borrow a low-yielding currency to then sell and invest the proceeds in assets denominated in a higher-yielding one."
101,"The dollar index, a measure of the U.S. currency against six others, rose 0.25% to 104.100."
102,"Recent stronger-than-expected U.S. inflation reports have led traders to further reduce bets on Fed rate cuts this year, with markets now pricing in 74 basis points (bps) of easing by year end, or about half expectations at the start of 2024."
103,"The euro was down 0.25%
 at $ 1.0838
 as investors positioned ahead of the Fed meeting."
104,European Central Bank President Christine Lagarde said on Wednesday the ECB will continue to be data dependent and will not commit to a pre-set number of rate cuts even after it starts easing its monetary policy.
105,"The Aussie eased 0.19% to $0.6518, a day after Australia's central bank held interest rates steady as expected."
106,"In cryptocurrencies, bitcoin last rose 2.71% to $63,572.00."
107,(This story has not been edited by Devdiscourse staff and is auto-generated from a syndicated feed.)
108,Wall Street’s number one enemy is uncertainty and investors are feeling a lot of that right now.
109,They’re hoping that the Federal Reserve will clear things up.
110,A version of this story first appeared in CNN Business’ Before the Bell newsletter.
111,Not a subscriber?
112,You can sign up right here.
113,You can listen to an audio version of the newsletter by clicking the same link.
114,"New York CNN —
 Wall Street’s number one enemy is uncertainty, and investors are feeling a lot of that right now."
115,They’re hoping that the Federal Reserve will clear things up Wednesday.
116,Investors are actually very certain about where interest rates will go this month (nowhere).
117,"About 99% of them think rates will remain paused at 5.25%, according to the CME FedWatch tool."
118,It’s the next few months that they’re unclear about.
119,"Investors expect to receive some clarity from the Fed’s economic forecasts, released alongside the official policy statement."
120,"The problem is that if that guidance doesn’t jibe with what they want, markets could get volatile."
121,What’s happening: The past few months have been a wild ride for Fed watchers.
122,"Economists, analysts and traders of all types kicked things off in December by predicting that policymakers would cut interest rates six times this year."
123,"Inflation rates were falling steadily at the time of those optimistic forecasts, and Fed officials seemed prepared to unsheathe their swords and cut rates."
124,That’s no longer the case.
125,Recent hawkish commentary from Fed Chair Jerome Powell coupled with a string of higher-than-expected inflation reports have tempered Wall Street’s dreams of lower interest rates.
126,Predictions for the first rate cut in two years were pushed back to May and then to June.
127,"Now, there’s about an even split over whether June or July will be the month."
128,Uncertainty prevails.
129,"“Inflation has been firmer in recent months, but we think it is still on track to fall enough by the June FOMC meeting for a first cut,” wrote Goldman Sachs analysts in a note this week."
130,"“This has become less obvious though, and our inflation path for the rest of the year is now in a range where small surprises could have large consequences.”
 Goldman analysts also lowered their estimate to three rate cuts this year (they revised it from five to four in late February)."
131,"How the Fed can help: Enter the Fed’s quarterly Summary of Economic Projections, which contains what’s colloquially known as the dot plot."
132,"If the Fed has shifted its thinking about when it will lower interest rates, it will come through in this chart, which shows (in a series of dots) where each of the central bank’s 19 officials expect interest rates to go in the future."
133,Investors pay close attention to these forecasts for information about the path of rate hikes.
134,"When there’s a shift in the plot, it tells investors that the Fed could plan a change in how it is approaching rates."
135,"The official policy statement from the Federal Reserve represents a consensus among the voting policy members, but this extra data allows investors to look under the hood and see what’s going on behind the scenes."
136,"That’s important because if just two Fed officials turn slightly more hawkish, “the forecast for three rate cuts in 2024 would shrink to two, upsetting this timetable and markets at the same time,” said David Kelly, chief global strategist at JP Morgan Asset Management, in a note this week."
137,The plot also often underscores the difference between what investors think will happen and what the Fed thinks will happen.
138,"So if the Fed projects fewer rate hikes ahead, that will likely send bond yields higher and markets lower."
139,"Wednesday’s dot plot, warned Kelly, could spell “danger” for markets."
140,"Chipotle’s stock is so hot, the company’s board approved a 50-for-1 stock split
 Chipotle’s board announced that it approved a 50-for-1 stock split on Tuesday, reports my colleague Samantha Delouya."
141,The company called it one of the biggest stock splits in New York Stock Exchange history.
142,"That means a single share of Chipotle, worth $2,797.56 as of Tuesday’s stock market close, will be split into 50 smaller shares if the move wins shareholder approval, effectively rolling back the cost of investing in the company."
143,Companies often decide to split their stocks when they believe the price per share is too high for average investors.
144,"In a statement, Chipotle’s chief financial officer, Jack Hartung, said the split would make the stock more “accessible.”
 “This is the first stock split in Chipotle’s 30-year history, and we believe this will make our stock more accessible to employees as well as a broader range of investors,” said Hartung."
145,"The split is not yet a done deal, though."
146,The company will put the stock split decision up for a shareholder vote on June 6.
147,"If it is approved, Chipotle’s cheaper, post-split shares will begin trading at the market open on June 26."
148,Investors seemed to cheer on the potential split — Chipotle’s stock rose nearly 5% in after-hours trading on Tuesday.
149,The announcement comes at a time when Chipotle’s shares are trading at all-time highs.
