start_time,end_time,speech,price_change
2021-01-27 19:30:00,2021-01-27 19:35:00," Good afternoon. At the Federal Reserve, we are strongly committed to achieving the monetary policy goals that Congress has given us, maximum employment and price stability. Since the beginning of the pandemic, we have taken forceful actions to provide relief and stability, to ensure that the recovery will be as strong as possible, and to limit lasting damage to the economy. Today, my colleagues on the FOMC and I kept interest rates near zero and maintained our sizeable asset purchases. These measures, along with our strong guidance on interest rates and our balance sheet, will ensure that monetary policy will continue to deliver powerful support to the economy until the recovery is complete. The path of the economy continues to depend significantly on the course of the virus. A resurgence in recent months in COVID-19 cases, hospitalizations, and deaths is causing great hardship for millions of Americans and is weighing on economic activity and job creation. Following a sharp rebound in economic activity last summer, the pace of the recovery has moderated in recent months, with the weakness concentrated in the sectors of the economy most adversely affected by the resurgence of the virus and by greater social distancing. Household spending on services remains low, especially in sectors that typically require people to gather closely, including travel and hospitality. And household spending on goods has moderated, following earlier large gains. In contrast, the housing sector has more than fully recovered from the downturn, supported in part by low mortgage interest rates. Business investment and manufacturing production have also picked up. The overall recovery in economic activity since last spring is due in part to federal stimulus payments and expanded unemployment benefits, which have provided essential support to many families and individuals. The recently enacted coronavirus response and relief act will provide additional support. While economic activity remains below its level before the pandemic and the path ahead remains highly uncertain. As with overall economic activity, the pace of improvement in the labor market has slowed in recent months. Implement fell by 140,000 in December, as continued gains in many industries were outweighed by significant losses in industries where the resurgence of the virus has weighed further on activity. In particular, the leisure and hospitality sector lost nearly half a million jobs, largely from restaurants and bars. The unemployment rate remained elevated at 6.7% in December, and participation in the labor market is notably below pre-pandemic levels. Although there has been much progress in the labor market since the spring, millions of Americans remain out of work. The economic downturn has not fallen equally on all Americans, and those least able to shoulder the burden have been the hardest hit. In particular, the high level of joblessness has been especially severe for lower wage workers in the service sector and for African Americans and Hispanics. The economic dislocation has upended many lives and created great uncertainty about the future. The pandemic has also left a significant imprint on inflation. Sending large declines in the spring, consumer prices picked up over the summer, but have leveled out more recently. For those sectors that have been most adversely affected by the pandemic, prices remain particularly soft. Overall, on a 12-month basis, inflation remains below our 2% longer run objective. While we should not underestimate the challenges we currently face, several developments point to an improved outlook for later this year. Only widespread vaccinations would enable us to put the pandemic behind us and return to more normal economic activities. In the meantime, continued observance of social distancing measures and wearing masks will help us reach that goal as soon as possible. Support from fiscal policy will help households and businesses weather the downturn, as well as limit lasting damage to the economy that could otherwise impede the recovery. In addition, as we have seen since last summer, the economy has proved more resilient than expected in part reflecting the adaptability of households and businesses. Finally, monetary policy is playing a key role in supporting the recovery and will continue to do so. The Fed's response to this crisis has been guided by our mandate to promote maximum employment and stable prices for the American people.",-0.002766104580030907
2021-01-27 19:35:00,2021-01-27 19:40:00," along with our responsibilities to promote the stability of the financial system. Today, we unanimously reaffirmed our statement on longer run goals and monetary policy strategy, as we typically do each January. As we say in that statement, we view maximum employment as a broad-based and inclusive goal. Our ability to achieve maximum employment in the years ahead depends importantly on having longer-term inflation expectations well anchored at 2%. As the committee reiterated in today's policy statement, with inflation running persistently below 2%, we will aim to achieve inflation moderately above 2% for some time, so that inflation averages 2% over time and longer-term inflation expectations remain well anchored at 2%. We expect to maintain an accommodative stance of monetary policy until these employment and inflation outcomes are achieved. With regard to interest rates, we continue to expect it will be appropriate to maintain the current 0-1-quarter percent target range for the federal funds rate, until labor market conditions have reached levels consistent with the committee's assessment of maximum employment, and inflation has risen to 2% and is on track to moderately exceed 2% for some time. In addition, we will continue to increase our holdings of Treasury securities by at least $80 billion per month, and of agency mortgage-back securities by at least $40 billion per month, until substantial further progress has been made toward our maximum employment and price stability goals. The increase in our balance sheet since last March has materially eased financial conditions, and is providing substantial support to the economy. The economy is a long way from our employment and inflation goals, and it is likely to take some time for substantial further progress to be achieved. Our forward guidance for the federal funds rate, along with our balance sheet guidance, will ensure that the stance of monetary policy remains highly accommodative as the recovery progresses. Our guidance is outcome-based, and ties the path of the federal funds rate and the balance sheet to progress toward reaching our employment and inflation goals. Thus, if progress toward our goals were to slow, the guidance would convey our intention to increase policy accommodation through a lower expected path of the federal funds rate, and a higher expected path of the balance sheet. Overall, our interest rate and balance sheet tools are providing powerful support to the economy, and will continue to do so. We've also taken actions to more directly support the flow of credit in the economy, deploying our emergency lending powers to an unprecedented extent, enabled in large part by financial backing and support from Congress and the Treasury. Although the CARES Act facilities are no longer open to new activity, our other facilities remain in place. To conclude, we understand that our actions affect communities, families, and businesses across the country. Everything we do is in service to our public mission. We are committed to using our full range of tools to support the economy, and to help assure that the recovery from this difficult period will be as robust as possible. Thank you. I look forward to your questions. Thank you, Gina Celia. I had your panel, Gina Smiley, come in the New York Times. Thank you for taking our questions. I was hoping that you would first react to the wild ride that GameStop has had this week. And then, secondarily, you and your colleagues have repeatedly made it clear that you really plan to use macro-prudential tools as a first line of defense when it comes to financial stability risks, but your macro-prudential tools primarily apply to the banks. I'm wondering what your plan is. If you see some sort of large financial stability risk emanating from the non-bank financial sector in the coming months, especially as it relates to search for yield kind of activities, you know, what do you see as the solution there? Thanks. On your first question, I don't want to comment on a particular company or days, market activity, or things like that. It's just not really something that I would typically comment on. In terms of macro-prudential policy tools, so as you know, no doubt, we rely on sort of always on through the cycle macro-prudential policy tools, particularly the stress tests. And also the elevated levels of liquidity and capital and also resolution planning that we impose on the largest financial institutions. We don't use time-varying tests and tools as some other countries do. And we think it's a good approach because for us to use ones that are always on because we don't really think we'd be able to do that.",0.0009335573871061
2021-01-27 19:40:00,2021-01-27 19:45:00," successful in every case in picking the exact right time to intervene in markets. So that's for banks. You really asked about non-banks, the non-bank sector. And so we monitor financial conditions very broadly. And while we don't have jurisdiction over many areas in the non-bank sector, other agencies do. And so we do coordinate through the financial stability oversight council and with other agencies who have responsibility for non-bank supervision. And in fact, as you know, in the last crisis, the banking system held up fairly well so far. And the dislocations that we saw from the outsized economic and financial shock of the pandemic really appeared in the non-bank sector. So that's right now we are engaged in carefully examining, understanding and thinking about what in the non-bank sector will need to be addressed in the next year or so. Thank you. James Politi. F.T. Thank you so much, Michelle and chair Powell. I had a question on fiscal policy. Last year you consistently said that the economy needed more fiscal support. And I believe we're pleased when the $900 billion package was approved in December. We now have a new president and new Congress. We have a weekening short-term outlook. Do you believe the economy still needs additional support on the fiscal side? And in what areas? Thank you. So I guess I'd start by saying that the fiscal response that we've seen to this downturn has been strong. And I think we can say now that it's been sustained after the passage of the most recent act in late December. And that's really a key reason why the recovery has been as strong as it's been. When we look back on the history of this period, we'll see a strong and sustained fiscal policy response. I would add that we're, as I mentioned, a long way from a full recovery. Something like 9 million people remain unemployed as a consequence of the pandemic. That's as many people as lost their jobs at the peak of the global financial crisis in the Great Recession. Many small businesses are under pressure and their other needs to be addressed. And the path ahead is still pretty uncertain. So all of that said, the judgment on how much to spend and in what way is really one for Congress and the administration and not for the Fed. And these discussions are going on right now. So there's a discussion, as you know, right now around around those precise questions. And that's appropriate, but not for us to play a role in talking about specific policies. Thank you. Steve Leesman. Thank you, Mr. Chairman. I wonder if I could follow up on Gina's question here. I understand that you do address issues of evaluations through macroprudential policies in the first instance, but there's a range of assets. And I know you do watch a range of assets. But from Bitcoin to corporate bonds to the stock market in general to some of these more specific media or rises and stocks like Game Stock. How do you address the concern that super easy monetary policy as the purchase and zero interest rates are potentially fueling a bubble that could cause economic fallout should at first. Let me, let me provide a little context. The shock that from the pandemic was unprecedented both in its nature and in its size. And in the amount of unemployment that it created and in the shock to economic activity, there's nothing close to it in our modern economic history. So our response was really to that. And we've done what we could first to restore market function and to provide a bit of relief then to support the recovery. And hopefully we'll be able to do the third thing which is to avoid longer run damage to the to the economy. Our role for assigned by Congress is maximum employment and stable prices and also look after financial stability. So in a world where almost a year later, we're still nine million jobs at least. That's one way of counting. It can actually be counted much higher than that. Short of maximum employment and people are out of the labor force who were in the labor force. The real unemployment rate is close to 10% if you include people with that's a labor force. It's very much appropriate that monetary policy be highly accommodative to support maximum employment and price stability which is getting inflation back to 2% and averaging 2% over time. So on matters of financial stability, we have a framework. We don't look at one thing or two things we look at. And we made that framework public after the like.",0.0012524983344437
2021-01-27 19:45:00,2021-01-27 19:50:00," financial crisis so that it could be criticized and understood and we could be held accountable. And you know, the things that we look at are we do look at asset prices. We also look at leverage in the banking system. We look at leverage in the non-banking system, which is to say corporates and households. And we look at also funding risk. And if you look at across that range of readings, they're each different, but we monitor them carefully. And I would say that financial stability, vulnerabilities overall are moderate. Our overall goal is to assure that the financial system itself is resilient to shocks of all kinds. That it's strong and resilient. And that includes not just the banks, but money market funds and all different kinds of non-bank financial structures as well. So when we get to the non-financial sector, we don't have jurisdiction over that, but so I would just say that our, there are many things that go in, as you know, to sitting asset prices. So if you look at where it's really been driving asset prices really in the last couple of months, it isn't monetary policy. It's been expectations about vaccines. And it's also financial, sorry, fiscal policy. Those are the news items that have been driving asset purchases, sorry, asset values in recent months. So I know that monetary policy does play a role there, but that's how we look at it. And I think that the connection between low interest rates and asset values is probably something that's not as tight as people think because a lot of different factors are driving asset prices at any given time. Can I follow up, Michelle, if you don't mind. Mr. Chairman, do you rule out or see as one of your tools in the toolkit, the idea of adjusting monetary policy to address asset values? So you know, that's, as you know, that's one of the very difficult questions in all of monetary policy. And we don't rule it out as a theoretical matter. But we clearly look to macro potential tools, regulatory tools, supervisory tools, other kinds of tools rather than monetary policy in addressing financial stability issues. It's not, you know, the monetary policy we know strengthens economic activity and job creation through fairly well understood channels. And a strong economy is actually a great supporter of financial stability. That will mean strong, you know, well capitalized institutions and households will be working. And so we know that we don't actually understand the trade off between the sense of it is, would you, if you raise interest rates and thereby tighten financial conditions and reduce economic activity now in order to address asset bubbles and things like that, what will that even help? Will it actually cause more damage or will it help? So I think that's unresolved and I think it's something we look at as not theoretically ruled out, but not something we've ever done. And not something we plan to do. We would rely on macro potential and other tools to deal with financial stability issues. Thank you. Thank you. Thank you, Michael Derby. Yeah, thank you very much. I wanted to ask you, if there is a near term rise in inflation related to the recovery, how will you determine whether or not it's something that's temporary or more enduring? And how much inflation is the Fed will depower right before it acts to restrain price pressures? So on inflation, a couple of things, there are a couple of things that are worth mentioning. One is just that we know that we measure inflation on a trailing 12 month basis and as we, as we lap the very low inflation readings of March and April of last year, we'll see measured 12 month inflation move up a few tens. This is just, they're called base effects and that's a transient thing that we think will pass. There's also the possibility, indeed, it's in some forecasts that as the economy fully reopens, there'll be a burst of spending and that because people will be enthusiastic that the pandemic is over potentially and that that could also create some upward pressure on inflation. Now again, we would see that as something likely to be transient and not to be very large. In both cases, we don't see those either lasting or particularly large. So the way we would react is we're going to be patient, expect us to wait and see and not react if we see small and what we would review as we",-0.0031407202363525
2021-01-27 19:50:00,2021-01-27 19:55:00," very likely to be transient effects on inflation. I think if you, you know, it helps to look back at the inflation dynamics that the United States has had now for some decades. And notice that there has been, you know, a significant disinflationary pressure for some time for a couple of decades. Inflation has averaged less than 2 percent for a quarter of a century. And the inflation dynamics with the flat Phillips curve and low persistence of inflation is very much intact. Those things, they change over time. We understand that inflation dynamics evolve constantly over time, but they don't change rapidly. So we think it's very unlikely that anything we see now would result in, you know, troubling inflation. Of course, if we did get sustained inflation at a level that was uncomfortable, we have tools for that. It's far harder to deal with, with too low inflation. We know what to do with higher inflation, which is, you know, should the need arise, we would have those tools. And we don't expect to see that at all. In terms of how much, you know, what we've said is we'd like to see because inflation has been running persistently. Below 2 percent, we'd like to see it run moderately above 2 percent for some time. We have not adopted a formula. We're not going to adopt a formula. We're going to, we use policy rules and formulas and everything we do, consult them constantly. But we don't set policy by them. We don't do that. And so we're going to preserve an element of judgment. And again, we'll seek inflation moderately above 2 percent for some time. And we'll show what that means when we get inflation above 2 percent, the way to achieve credibility on that is to actually do it. And so that's what we're planning on doing. Thank you, Rachel Siegel. Thank you, Michelle. And thank you, Chair Powell, for taking our questions. I have a two-pronged question about vaccines. So you specifically mentioned progress in the rollout of vaccines. But there is still plenty that we don't know about supply over the coming weeks and months. So I'm curious how you and your colleagues are factoring in vaccine rollouts and funding for distribution in your forecast and what that timeline looks like. And then secondly, I'm wondering if you yourself and husband have been vaccinated along with other FOMC members. Thank you. So in terms of the rollout of the vaccines, we see what everyone else sees, right? We see that we're vaccinating people and at a rate of about a million a day, apparently. And it'll take quite a while to get to the numbers that the experts say are required to get the herd immunity. And we think it's going to be a struggle. You'll notice that we said that the pandemic still provides considerable downside risks to the economy. And that's one of the reasons why is that is the slowness of the rollout. The other reason why is just the arrival of these new virus strains. We don't know how to model that. We can have a base case, but we realize no one knows how this new vaccine will roll out, how successful it will be, how high we'll be able to drive vaccination and those sorts of things. So we have a base case, but we always look at the range of possibilities. In this case, we particularly look at the downside risks. That's really what we do is we said policies so that we're going to be able to do that. We have remained accommodative until we actually see improvement in the economy and not just in the outlook in the data. So that's how we think about that. And I would also add, there's nothing more important to the economy now than people getting vaccinated. If you think about the places where the economy is weak, I mentioned bars and restaurants. That's 400,000 jobs we lost last month. And that's all because of the spread of the pandemic. Many other areas of the economy, actually, there was actually job creation in goods production and in some service parts industries as well. But we're just not going to be able to get that last group of people back to work. It's a big group of people until we get the pandemic behind us. We have not won this yet. We haven't succeeded in doing this yet. And we need to stay focused on it as a country and get there. We clearly can, but we're going to have to stay focused. And that includes us at the Fed, monetary policy. I have been vaccinated once and I expect to get my second vaccine sometime soon. Thank you. Thank you. Michael McKee.",-0.0004878504672897
2021-01-27 19:55:00,2021-01-27 20:00:00," I have a question that I was going to ask, but I need to follow up for a second on the questions about the markets and macroprudential. And that is you have one tool you can use. Would you be discussing, have you discussed raising margin requirements under regulation T and if not, why not? No, we haven't done that. I mean, remember, we're focused on maximum employment, price stability, financial stability as I defined it, the broad financial sector. And that's that's that's not, you know, over the years we we consult the fact that we have that authority, but no, it's not something we're looking at right now at all. My follow up question is a lot of people in the markets think that you're basically stuck right now because you can't really go lower with the zero bound rejecting negative interest rates. And you can't really go higher because of the threat of a taper tantrum is if I locked into a very narrow corridor now. And if not, you did say you would signal any change in interest rates a long time ahead, but New York Fed president Bill Dudley says there's no way you can avoid a taper tantrum. So how do you do that? Well, first, we think our policy stance is is just right. We think it's providing significant support for economic activity and hiring. We adopted a new monetary policy framework of flexible average inflation targeting in August. It's September. We implemented rate guidance that was consistent with and based on that new framework in December. We did the same for asset purchases. So we now have, you know, strong guidance on on rates and on asset purchases that's providing very strong support for economic activity. If you look at the sectors of the economy that are inter-sensitive, you will see very strong activity housing, durable goods, automobile sales. So, you know, our policies are working and we think that they are, we think our policy stance is right. That said, there's clearly more that we can do with asset purchases, for example. We can, you know, that's a tool we can do more, we can strengthen our guidance to if we were to think that that we're appropriate. What you see is an economy where what's holding it back is not the lack of policy support from the Fed. It's the pandemic. It's the spread of the disease and people's reluctance or inability to partake in certain kinds of economic activities, which amount to a meaningful part of the economy. That's what I would say. We certainly have things that we can do, but we think we're in the right place. You know, in terms of tapering, it's just premature. We just created the guidance. We said we'd want to see substantial further progress toward our goals before we modify our asset purchase guidance. It's just too early to be talking about dates, which we should be focused on on progress. It will need to see actual progress. And when we see ourselves getting to that point, we'll communicate clearly about it to the to the public. So nobody will be surprised when the time comes and we'll do that well in advance of actually considering what will be a pretty gradual taper. If I might, your policies are working and you can maybe do more, but the question is, can you stop doing it when it's time? Yeah, so, you know, I was here. We had all the same questions back in, in after the global financial crisis. We raised interest rates. We froze the balance sheet size and then we shrank the balance sheet size. So there's no reason why we won't be able to do that. Again, in fact, we learned a lot from that experience. And, you know, we understand as we understood then, but even more so, we understand that the way to do it is to communicate well in advance to do predictable things and to move gradually. And that's what we're going to do. We're going to be very transparent. But honestly, no, you know, the whole focus on exit is premature, if I may say. We're focused on finishing the job we're doing, which is to support the economy, to give the economy the support it needs. There are people out there who've lost their jobs. It's essential that we get them back to work as quickly as possible. And we want to do everything we can to do that. And that is our primary focus right now. It's, it's, it's, it's too soon to be, to be worried about that. You know, when it, when we come to exit, we have a, we have an understanding of how to do that and we'll do it very carefully. But in the meantime, our focus is on giving the economy the support it needs. Thank you, Victoria Guida. Hi, chair, pal. I just wanted to go back to fiscal stimulus for a second. You know, we just had a $900 billion package and now Congress is talking about doing more. Do you expect.",-0.0006144803633449
2021-01-27 20:00:00,2021-01-27 20:05:00," more aid directly to consumers to be inflationary, and specifically how worried should lawmakers be about causing concerning levels of inflation? I would say that, again, we have been struggling with disinflationary forces for some time. If you look around the world, look in Western Europe, look at Japan, around the world, large economies have felt much more downward pressure on inflation, have fallen short of their inflation goals for some time now. That is the broad global macroeconomic context that we all live in, and we believe that those global forces, which are aging demographics, advancing technology and globalization. Those forces are still in effect. Now, they may slow down, and it's an interesting question, the extent to which, for example, globalization may slow down or even reverse. Notwithstanding that, inflation dynamics in the United States have consisted of a flat Phillips curve and low persistence for a long time. We do not expect in the near term that that will change significantly. It may evolve over time, but significant time. These things are changing, but they do not change at a rapid rate. I am much more worried about falling short of a complete recovery and losing people's careers and lives that they built because they do not get back to work in time and things like that. I am more concerned about that, and the damage that will do not just to their lives, but to the United States economy, to the productive capacity of the economy. I am more concerned about that than about the possibility which exists of higher inflation. Frankly, we welcome slightly higher inflation, somewhat higher inflation. The kind of troubling inflation that people like me grew up with seems far away and unlikely in the both domestic and global context that we have been in for some time. Thank you. Steve Matthews, Bloomberg. Chair Powell, Treasury Secretary Yellen in a memo to her employees yesterday spoke of the close working relationship with the Federal Reserve. I am wondering how you would describe the relationship with Treasury under Chair Yellen, and if you have met with Treasury Secretary Yellen and or President Biden since he has taken office. Secondly, about that, as you know, in the last four years, there was constant criticism from the Fed, from the President, and from other officials of the administration. Do you have any kind of assurance or expectation that this will now be more of a hands-off attitude in terms of committing on monetary policy from the administration? Okay, so I have the highest respect and admiration for Secretary Yellen, and I'm sure that we're going to have a good working relationship together. Absolutely sure. We'll also have a good institutional relationship between the Fed and the Treasury, and I expect that that'll be very good and very productive. It'll be collaborative. We'll work together. Now, the way that works is that we know, the agencies know each other well, and this is true of finance ministries and central banks around the world. We know to stay in our lanes. We know we have different authorities. We know that we work together on some things to, you know, for the benefit of the public, and I'm absolutely sure that we're going to do that. I haven't spoken to Secretary Yellen. I'm going to be calling her Chair Yellen most of the time, so you just have to be patient with me. Secretary Yellen, I haven't spoken to her since I congratulated her on being nominated. I do expect very soon to begin our regular calls and ultimately meetings, at which I've gone on really for, you know, 70 years, the Treasury Secretary and the Fed Chair have had weekly or so meetings, lunches, breakfast, calls depending on the situation. So I expect that will happen soon. I have not met the President Biden, and just, you know, I don't have any comment on your last question. I wouldn't want to comment one way or the other.",0.0006924022884029
2021-01-27 20:05:00,2021-01-27 20:10:00," So some 13, three emergency programs that will expire March 31, the Fed and the Treasury have worked on together. Do you have an expectation of whether those will be left to expire then or whether they will be extended? So I'll just say that I think our facilities were very successful in supporting the economy during its darkest moments. And I believe, say, protected the loss of millions of jobs. We're going to continue to monitor financial and credit conditions throughout the economy. And if the kind of emergency conditions arise that are required under that law, then our emergency lending tools will remain available. Now, I've had no discussions with anybody at Treasury on that, because I haven't had any discussions with anybody at Treasury, other than high level meetings with the transition team month or so ago. And once we start having those meetings, of course, I'll observe the longstanding practice of not talking about confidential discussions. But as of now, there have been many discussions at all. Thank you. Howard Schneider, Reuters. Thanks, Chair Powell for doing this. So a couple of questions on timing. In this statement, you removed the, regarding the coronavirus, you removed the time reference short and medium term. When it comes to the risks to the economic outlook, it simply now says considerable risk to the economic outlook. Should we read that as a sort of a positive change that you now see in it, the end game of this down the road? Or is it more that you're worried it could last longer than you expect? And related issue, have you given any guidance yet to the Fed staff or system on when the Fed itself might resume in person events? Yeah, so in the statement on the language, we dropped in the medium term because really the risks are in the near term, frankly. As I mentioned, it's the rollout of the vaccine. It's the arrival of new strains that are more contagious and perhaps more virulent. And those are the, and also just the ongoing third thing, of course, is the ongoing spread of the virus. It's in the near term. It's not in the medium term. We were thinking, when we're thinking medium term, we were thinking of longer term scarring and things like that. Nonetheless, I mean, I think what, to go to your second question, and as I mentioned in my opening remarks, there's good evidence to support a stronger economy in the second half of this year. In fact, if you look at, as we do, look at a range of private forecasters, what was their forecast in December and what's their forecast now, right across the board, much higher forecast for 2021 growth. And that's because of the ongoing rollout of the vaccines, and also because of fiscal policy expectations and the reality of the CRA Act getting done. So there is a positive case there. But think of that as this sort of base case is a strong economy in the second half of the year. The language says that there's still, I forget the exact language, downside risks. We used an adjective. It was considerable, considerable risks of the economic outlook. So there are considerable risks of the economic outlook. Nonetheless, that is a more positive outlook. And that's really how I would parse that for you. Don't know when we're going to come back to work. And I'm actually in the Eccles building here today. And I don't know when that'll be. I mean, I can't wait to be working in person again. But we've been able to work successfully remotely. We really have. And we're not going to push people when they're uncomfortable. We're going to wait till people are comfortable and wait till it's well and truly time to get back together in person. Thank you. Hannah Lang. Hi, Sherry Powell. Thank you so much for taking our questions. The Fed in December eased its restrictions on bank dividend payments and Sherry purchases. And so I wanted to ask what factors the Fed will be looking at to determine what level banks can pay out in the second quarter. And when we can expect such a decision. OK, so we're monitoring that on an ongoing basis. Continue to continue to evaluate our restrictions. And we haven't made a decision about whether to continue them in the second quarter or not. We're just going to look at bank result. We're going to look at the whole range of information, including economic activity, banking activity, the success in vaccination. All of those things will go into our assessment of what the right answer is to that question.",-0.0002140051831468
2021-01-27 20:10:00,2021-01-27 20:15:00," I think we've been careful about rolling back those restrictions. And I'm pleased with where we are. Let's remember that the banks that are subject to the stress tests have taken very, very large reserves, very large loss reserves, and also increased their capital. They've actually had higher capital ratios now than they had at the beginning of the pandemic. So the banking system has held up well here. But we're going to be careful about this and move based on data and all of the data when we make that decision. Thank you. Edward Lawrence. Mr. Chairman, thank you for taking the question. I'm interested in the housing sector. No prices are rising, a 9% in some areas because of low interest rates. Are you concerned about a bubble forming there yet? And is there a price increase that you're looking at where it might change the level of mortgage-backed securities that Fed is buying? And as a continuation of that, is the bubble in the corporate debt cycle more concerning for you? So on housing, housing is now the level of the housing activity is at its highest level since before the global financial crisis in some measures. So you've had a very strong rebound in housing. Some of the tightness in housing markets, we think, which has led to the significant price increases this year, we think is a passing phenomenon. There was a lot of pent-up demand. There's a one-time thing happening with people who are spending all of their time in their house and they're thinking, either, I need a bigger house or I need another house and a different house. For a second house, in some cases, there's a one-time shift in demand that we think will get satisfied, also that we'll call for its supply and that we think that those price increases are unlikely to be sustained for all of those reasons. So you asked about corporate debt, I guess. It's the disconcerter that's a bubble that you're watching. So we monitor pretty much all of the big financial markets pretty carefully. And what's happened in the corporate debt market, beginning with the announcement of our corporate credit facility, has been you've seen lenders lending and borrowers borrowing, you've seen relatively significantly fewer defaults than we expected. There were a lot of downgrades in some defaults at the beginning and those have really slowed down. And by the way, the same is true for bank loans. These are not experiencing the kinds of defaults that we all were concerned about in the early months of the pandemic. It's just not materializing. So they're having to reverse some of their loss reserves, actually. Corporate debt spreads are tight. They've tightened. They were very wide, of course, during the acute phase of the pandemic. They're now at the lower end of their typical range. And we do monitor that. It's not something we can control or operate on directly, but we do watch those things. And in a sense, it's good that companies have been able to finance themselves during this period because they've been able to stay in business. They've been able to keep their employees working. And that's a good thing. And that's part of highly accommodative financial conditions. Thanks. Chris Ruggaber. Thanks. Can you, since you suggested that the concern from the pandemic is perhaps a shorter term concern, and that's why you remove some of the language from the statement, can you talk about what kind of impact you're seeing so far? Do you feel that structural impacts have been, how would you characterize those? I know that's been a major concern. You've talked about it, this press conference and others. Do we see longer term damage to the job market or has there been some success in preventing that? And compared to previous recessions, how would you characterize the damage to the job market here in terms of things like permanent job laws, and workers that need to shift industries, that kind of thing? You know, the big thing is that the jury's out. This has been a concern since the very beginning. Is the concern that people, if they become disconnected from the industry or the job that they used to work in, it can be years or never when they get back into the labor force, particularly for people who are well along in their careers. The same kind of scarring for small businesses, which don't have the kind of resources that you need to get through this.",0.0024054624655923
2021-01-27 20:15:00,2021-01-27 20:20:00," We've had a big concern about both of those. We haven't seen as much of it as we feared, and that's a good thing. But as I said, the jury is out here. Nine or 10 million people still out of work because of the pandemic. They're a big chunk of them are people who worked in public-facing jobs in the service sector. And they've gotten a lot of support from fiscal policy. And some from monetary policy. But the question is getting them back to work. And it's harder if it takes longer empirically to find that next job if you're looking in a brand new industry. It's not easy to change careers completely mid-career. So that just, again, stresses the urgency that we feel and others feel at fully defeating the pandemic, finishing the job and getting back to a place where it's safe to stay in hotels, to fly on airplanes, to go to sporting events and movie theaters, and all of those things. So those people are still at risk. And we're very, very focused on that group of people with our policy and the way we look at the economy. So many people have had that bridge across the pandemic. We talked about that at the beginning. For many people, it's clear that they've made it across and their job is OK and their house is OK. And it's been terribly inconvenient and painful and schools are closing things like that. But there's a bunch of people yet who haven't found that bridge yet. And we're very focused on that. Of course, the other thing is we're going to a different economy. And we're going to be learning more about that as we go. But clearly, we're learning that things can be done for remote locations. We're learning that technology can replace people, even more than we thought. And some of that is happening. So I think as we get into this, the phase, even after the economy fully reopens, I think we're still going to need to keep people in mind whose lives have been disrupted because they've lost the work that they did. And I think it would be wise as a country for the longer-run productive capacity of the country if we were to look out for those people and help them find their way back into the labor force, even if it means continuing support for an additional period of time. Great. Next is quick follow. Yesterday, Susan Rice at the Nested Policy Advisor at the White House, the city group study had said closing racial economic gaps could end up to 5 trillion to the US economy over the next five years and 6 million new jobs. Do you agree that racial disparities are currently a drag on the economy? And if so, what can the Fed do proactively to narrow those racial gaps in incoming wealth, including potentially regulatory policy? I strongly agree with that, as a matter of fact. I think if you look at either look at employment gaps or unemployment gaps or wage gaps, wealth gaps, homoning gaps, all of those persistent gaps that exist even controlling for many other factors, you will see that they're persistent and they're very difficult to explain. The reason we talk about inequality and racial inequality in particular is that it goes to our job, which is to achieve maximum employment, which links up with the potential output of the United States to be as high as it can possibly be. We want an economy where everybody can take part and everybody can put their labor in and they can share in the prosperity of our great economy. That's what we want. And that's how the US economy can be bigger, stronger, growing faster is if we can achieve a broader prosperity. So in terms of our tools, of course, that project that I just mentioned is one for the broader society, for the private sector, for fiscal policy, but we have a role to play. And that is how we think about the labor market. principally, when we say that the maximum employment is a broad and inclusive goal, what we're saying there is we're not just going to look at the headline and we never did really, but we're not going to just look at the headline numbers. We're going to look at different demographic groups, including women, minorities, and others. And we're not going to say that we've reached maximum employment, which is our statutory goal, until we've reached maximum employment. And you haven't, if there's lots of pockets of people not participating in or not.",-0.0016261896510357
